term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
NFE2L2 regulating inflammation associated genes R-HSA-9818026	R-HSA-9818026	Fibrosis	134.365781551527	3/5	1.35499414145322e-05	0.00047317821729169	3.32497525628368	MAFK;EP300;NFE2L2
NFE2L2 regulating tumorigenic genes R-HSA-9818030	R-HSA-9818030	Fibrosis	51.8252479862319	4/11	4.68327903743904e-06	0.000200474557505858	3.69794073644	MAFK;EP300;SP1;NFE2L2
NGF-stimulated transcription R-HSA-9031628	R-HSA-9031628	Fibrosis	28.3466861650005	9/39	3.35738198347595e-10	5.24146575537951e-08	7.28054724728006	ATF2;JUND;ID2;EGR1;FOS;EP300;SRF;JUNB;CREB1
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947	R-HSA-2122947	Fibrosis	8.24036972631656	4/48	0.00200423488878085	0.0249729549052788	1.60253006705468	EP300;MYC;HIF1A;KAT2A
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	R-HSA-9013508	Fibrosis	17.2908702902991	4/25	0.000158954050994068	0.00322033626975768	2.49209877660382	IKZF1;STAT1;EP300;KAT2A
NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	R-HSA-9013695	Fibrosis	15.8975779313914	3/20	0.0013656958858719	0.018398765893929	1.73521130652478	EP300;SMAD3;KAT2A
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	R-HSA-198725	Fibrosis	16.3390111312705	9/61	2.23333808416715e-08	2.11688545549272e-06	5.67430264098545	ATF2;JUND;ID2;EGR1;FOS;EP300;SRF;JUNB;CREB1
Nuclear Receptor transcription pathway R-HSA-383280	R-HSA-383280	Fibrosis	31.7793492764662	13/53	1.36104115526695e-14	5.16029032296927e-12	11.2873258638541	RARA;NR1H3;PPARD;NR3C1;PPARA;VDR;AR;NR2C2;PGR;NR4A3;NR1I2;ESR1;PPARG
Nuclear events mediated by NFE2L2 R-HSA-9759194	R-HSA-9759194	Fibrosis	7.28079299017927	7/96	9.84251971210277e-05	0.00223265361674536	2.65117864997149	NFKB1;EP300;MYC;MAFK;SP1;NFE2L2;RELA
Nuclear events stimulated by ALK signaling in cancer R-HSA-9725371	R-HSA-9725371	Fibrosis	23.2505965919836	7/35	9.7770915607585e-08	7.20788916729252e-06	5.14219189994289	STAT5A;STAT3;IRF4;JUNB;FOXM1;RB1;CEBPB
Oncogene Induced Senescence R-HSA-2559585	R-HSA-2559585	Fibrosis	23.2505965919836	7/35	9.7770915607585e-08	7.20788916729252e-06	5.14219189994289	TFDP1;E2F1;ETS1;ETS2;RB1;SP1;TP53
Oxidative Stress Induced Senescence R-HSA-2559580	R-HSA-2559580	Fibrosis	4.6168608088163	6/125	0.0027941278933752	0.0328124576505212	1.48396123977284	TFDP1;SUZ12;JUN;FOS;TP53;E2F1
PERK regulates gene expression R-HSA-381042	R-HSA-381042	Fibrosis	12.9634001433725	4/32	0.000425264186028939	0.00732890356961561	2.13496099251885	NFYA;NFYB;ATF3;CEBPB
PI5P Regulates TP53 Acetylation R-HSA-6811555	R-HSA-6811555	Fibrosis	25.5357293787855	2/9	0.00426656682592801	0.0462182381878079	1.33518661359288	EP300;TP53
PIP3 activates AKT signaling R-HSA-1257604	R-HSA-1257604	Fibrosis	4.89600784644872	13/268	9.3551264393766e-06	0.000370574710001575	3.43112422258197	FOXO1;EGR1;SNAI2;CDKN1B;SUZ12;JUN;ESR1;PPARG;CREB1;TP53;ATF2;SNAI1;PML
PKR-mediated signaling R-HSA-9833482	R-HSA-9833482	Fibrosis	6.42124943510408	5/76	0.001602767435996	0.0209544077592778	1.67872460925211	STAT3;TP53;STAT1;ILF2;ILF3
PPARA activates gene expression R-HSA-1989781	R-HSA-1989781	Fibrosis	6.90143274045549	8/116	4.62148518796832e-05	0.00115709220908782	2.93663203058815	NRF1;EP300;NFYB;SP1;PPARA;PPARG;NR1H3;NFYA
PTEN Regulation R-HSA-6807070	R-HSA-6807070	Fibrosis	6.49355632955138	9/139	2.53402062625458e-05	0.000764237584327233	3.11677160801826	EGR1;SNAI2;SUZ12;JUN;PPARG;TP53;ATF2;SNAI1;PML
PTK6 Expression R-HSA-8849473	R-HSA-8849473	Fibrosis	59.5131476906187	2/5	0.00122055583485759	0.0168716415922502	1.77284265897751	NR3C1;HIF1A
Polo-like kinase mediated events R-HSA-156711	R-HSA-156711	Fibrosis	20.7861610133	3/16	0.000693205079414426	0.010886191010449	1.96312404976759	MYBL2;EP300;FOXM1
Post-translational protein modification R-HSA-597592	R-HSA-597592	Fibrosis	2.28377109275244	32/1473	0.000138127992832654	0.0029094578807767	2.53618792555724	EP300;PML;NR1I2;SMAD4;RAD21;MITF;MYC;NFE2L2;NFKB2;RELA;SMAD7;TRIM28;AR;SATB1;NR3C1;PPARA;RARA;BRCA1;SP3;PPARG;KAT2A;YY1;SIN3A;PGR;VDR;TP53;HIF1A;SMAD3;NR1H3;ESR1;SUZ12;SMAD2
Pre-NOTCH Expression and Processing R-HSA-1912422	R-HSA-1912422	Fibrosis	5.77345345386995	7/119	0.000374034792513244	0.00659705968979973	2.18064958643139	EP300;KAT2A;TFDP1;JUN;RUNX1;TP53;E2F1
Pre-NOTCH Transcription and Translation R-HSA-1912408	R-HSA-1912408	Fibrosis	6.74454900240651	7/103	0.000153361124460196	0.00318568425877013	2.49679727042723	EP300;KAT2A;TFDP1;JUN;RUNX1;TP53;E2F1
Programmed Cell Death R-HSA-5357801	R-HSA-5357801	Fibrosis	4.67721215189145	10/211	0.000127694271054183	0.00280083136675869	2.5527130385134	TP73;TFDP1;STAT3;CTNNB1;IRF1;SATB1;TP63;TP53;IRF2;E2F1
Purinergic signaling in leishmaniasis infection R-HSA-9660826	R-HSA-9660826	Fibrosis	11.7474087934915	3/26	0.00296578538589644	0.0342225844094311	1.46568719665425	NFKB1;NFKB2;RELA
Pyroptosis R-HSA-5620971	R-HSA-5620971	Fibrosis	15.7873623349463	4/27	0.000216733487634707	0.00419861807432491	2.37689362899555	IRF2;IRF1;TP63;TP53
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	R-HSA-1810476	Fibrosis	19.3032545454509	3/17	0.000834879502335923	0.0126615439954259	1.89751333161666	NFKB1;RELA;NFKB2
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	Fibrosis	9.90114802712304	72/1390	1.81288143111114e-33	2.40569365908448e-30	29.6187596765139	EP300;STAT1;CEBPB;RUNX1;CREB1;POU2F2;PML;TP73;MYBL2;NR1I2;SMAD4;TCF3;JUN;NR2C2;MYC;SP1;RUNX2;NR4A3;SRF;TFDP1;NFATC2;RELA;RB1;FOXO1;SMAD7;TRIM28;PAX5;GATA2;ZNF300;ATF2;AR;NR3C1;NELFE;PPARA;GATA1;GLI2;FOS;ELF2;ELF1;NFKB1;CDKN1B;TCF7L2;RARA;BRCA1;JUNB;PPARD;PPARG;KAT2A;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;MYB;VDR;TP53;NFYA;E2F1;TFAP2D;NFYB;SMAD3;SP7;MAX;NR1H3;SPI1;ESR1;SUZ12;TAF7;SMAD2;TAF1
RUNX1 regulates estrogen receptor mediated transcription R-HSA-8931987	R-HSA-8931987	Fibrosis	44.6017001046499	2/6	0.00181739499125023	0.0230783076879335	1.63679604078227	ESR1;RUNX1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function R-HSA-8936459	R-HSA-8936459	Fibrosis	5.00117465354815	5/96	0.00444084928951314	0.0479106260746662	1.31956815393843	SIN3A;EP300;RUNX1;GATA1;NR4A3
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	R-HSA-8939245	Fibrosis	180.876689207531	4/6	2.22360756746003e-07	1.51319345744588e-05	4.82010554512268	ELF1;RUNX1;ELF2;PAX5
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	R-HSA-8939256	Fibrosis	44.6017001046499	2/6	0.00181739499125023	0.0230783076879335	1.63679604078227	ESR1;RUNX1
RUNX1 regulates transcription of genes involved in differentiation of HSCs R-HSA-8939236	R-HSA-8939236	Fibrosis	5.29562504355391	7/129	0.000608584374322963	0.0099090977267064	2.00396588841605	TP73;SPI1;TCF3;MYB;GATA2;RUNX1;GATA1
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells R-HSA-8939246	R-HSA-8939246	Fibrosis	35.7434680385266	2/7	0.00252569302296171	0.0300591447665488	1.52202337998505	RUNX1;RUNX2
RUNX1 regulates transcription of genes involved in interleukin signaling R-HSA-8939247	R-HSA-8939247	Fibrosis	59.5131476906187	2/5	0.00122055583485759	0.0168716415922502	1.77284265897751	ELF1;RUNX1
RUNX2 regulates bone development R-HSA-8941326	R-HSA-8941326	Fibrosis	22.1472412598291	6/31	1.03316178165314e-06	5.71252368439049e-05	4.24317198631312	SMAD4;AR;RUNX2;GLI2;SP7;RB1
RUNX2 regulates chondrocyte maturation R-HSA-8941284	R-HSA-8941284	Fibrosis	59.5131476906187	2/5	0.00122055583485759	0.0168716415922502	1.77284265897751	GLI2;RUNX2
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	R-HSA-8941333	Fibrosis	89.3898337062746	2/4	0.000737753477480368	0.011450279118321	1.94118392659316	RUNX1;RUNX2
RUNX2 regulates osteoblast differentiation R-HSA-8940973	R-HSA-8940973	Fibrosis	18.1558760702935	4/24	0.000134684845826356	0.00288269016792862	2.54020203315457	AR;RUNX2;SP7;RB1
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	R-HSA-8952158	Fibrosis	59.5131476906187	2/5	0.00122055583485759	0.0168716415922502	1.77284265897751	SMAD4;SMAD3
RUNX3 regulates CDKN1A transcription R-HSA-8941855	R-HSA-8941855	Fibrosis	67.4348580724094	3/7	4.66499119715133e-05	0.00115709220908782	2.93663203058815	SMAD4;SMAD3;TP53
RUNX3 regulates WNT signaling R-HSA-8951430	R-HSA-8951430	Fibrosis	53.9408008259519	3/8	7.40280154416582e-05	0.00173867569010762	2.759781418073	CTNNB1;MYC;TCF7L2
Regulated Necrosis R-HSA-5218859	R-HSA-5218859	Fibrosis	6.58649128702119	4/59	0.00426504912770479	0.0462182381878079	1.33518661359288	IRF2;IRF1;TP63;TP53
Regulation of CDH11 Expression and Function R-HSA-9759475	R-HSA-9759475	Fibrosis	14.525471509747	4/29	0.000288272579146568	0.00535017779758735	2.27163178522587	CTNNB1;SNAI1;ILF3;SP1
Regulation of CDH11 gene transcription R-HSA-9762293	R-HSA-9762293	Fibrosis	38.5940481312281	3/10	0.000156043313353473	0.00318568425877013	2.49679727042723	ILF3;SNAI1;SP1
Regulation of Expression and Function of Type II Classical Cadherins R-HSA-9764260	R-HSA-9764260	Fibrosis	12.9634001433725	4/32	0.000425264186028939	0.00732890356961561	2.13496099251885	CTNNB1;SNAI1;ILF3;SP1
Regulation of HMOX1 expression and activity R-HSA-9707587	R-HSA-9707587	Fibrosis	59.5131476906187	2/5	0.00122055583485759	0.0168716415922502	1.77284265897751	MAFK;NFE2L2
Regulation of Homotypic Cell-Cell Adhesion R-HSA-9759476	R-HSA-9759476	Fibrosis	12.9634001433725	4/32	0.000425264186028939	0.00732890356961561	2.13496099251885	CTNNB1;SNAI1;ILF3;SP1
Regulation of MITF-M-dependent genes involved in cell cycle and proliferation R-HSA-9825892	R-HSA-9825892	Fibrosis	24.5508672232297	3/14	0.000458034383991409	0.00750384725378518	2.12471601491596	CTNNB1;TCF7L2;MITF
Regulation of NFE2L2 gene expression R-HSA-9818749	R-HSA-9818749	Fibrosis	275.586064948503	6/8	4.8535511910093e-11	1.17102953281261e-08	7.93143215208749	MAFK;RELA;NFKB1;EP300;MYC;NFE2L2
Regulation of NPAS4 gene transcription R-HSA-9768777	R-HSA-9768777	Fibrosis	59.5131476906187	2/5	0.00122055583485759	0.0168716415922502	1.77284265897751	SRF;NR3C1
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	Fibrosis	14.1330259562313	8/61	3.58277150895792e-07	2.31918916701813e-05	4.63466382624707	SUZ12;ATF2;JUN;EGR1;SNAI1;SNAI2;PPARG;TP53
Regulation of TP53 Activity R-HSA-5633007	R-HSA-5633007	Fibrosis	4.88554369586786	8/160	0.000430426692215277	0.00735427059169641	2.13346039482089	TP73;EP300;TAF7;TP63;TP53;BRCA1;TAF1;PML
Regulation of TP53 Activity through Acetylation R-HSA-6804758	R-HSA-6804758	Fibrosis	10.0062463294165	3/30	0.00448270681874003	0.0479721931328066	1.31901042654757	EP300;PML;TP53
Regulation of TP53 Activity through Association with Co-factors R-HSA-6804759	R-HSA-6804759	Fibrosis	24.5508672232297	3/14	0.000458034383991409	0.00750384725378518	2.12471601491596	TP73;TP63;TP53
Regulation of cholesterol biosynthesis by SREBP (SREBF) R-HSA-1655829	R-HSA-1655829	Fibrosis	7.10689837338552	4/55	0.00330772415657132	0.037515811587779	1.42578565392443	NFYA;PPARA;NFYB;SP1
Regulation of lipid metabolism by PPARalpha R-HSA-400206	R-HSA-400206	Fibrosis	7.75896010608769	9/118	6.73524678008977e-06	0.000277770670862009	3.55631361228892	NRF1;SIN3A;EP300;NFYB;SP1;PPARA;PPARG;NR1H3;NFYA
Repression of WNT target genes R-HSA-4641265	R-HSA-4641265	Fibrosis	24.5508672232297	3/14	0.000458034383991409	0.00750384725378518	2.12471601491596	TLE5;MYC;TCF7L2
S Phase R-HSA-69242	R-HSA-69242	Fibrosis	4.12863800389009	7/163	0.00237077550336506	0.0286915653956444	1.54224575624532	RAD21;RB1;TFDP1;CDKN1B;MYC;MAX;E2F1
SARS-CoV Infections R-HSA-9679506	R-HSA-9679506	Fibrosis	2.67503715990417	13/471	0.0023783513138816	0.0286915653956444	1.54224575624532	EP300;STAT1;RB1;STAT2;RUNX1;NFKB1;SMAD3;SMAD4;IRF3;SP1;NR3C1;NFE2L2;RELA
SARS-CoV-1 Infection R-HSA-9678108	R-HSA-9678108	Fibrosis	6.29749684965893	9/143	3.17442874530205e-05	0.000905120511441782	3.04329359320385	IRF3;EP300;NFKB1;RB1;SMAD3;SMAD4;SP1;RUNX1;RELA
SARS-CoV-1 activates/modulates innate immune responses R-HSA-9692916	R-HSA-9692916	Fibrosis	9.805673901312	4/41	0.00110799508041901	0.0161572469419344	1.79163263735993	IRF3;NFKB1;RUNX1;RELA
SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871	R-HSA-9735871	Fibrosis	30.2488554540904	4/16	2.47289044989137e-05	0.000754373707357666	3.12241345673477	EP300;SMAD4;SP1;SMAD3
SARS-CoV-1-host interactions R-HSA-9692914	R-HSA-9692914	Fibrosis	8.29582023955095	8/98	1.3543636190038e-05	0.00047317821729169	3.32497525628368	IRF3;EP300;NFKB1;SMAD3;SMAD4;SP1;RUNX1;RELA
SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	R-HSA-3315487	Fibrosis	Inf	3/3	1.37752341001905e-06	6.89801345318973e-05	4.16127596296365	SMAD2;SMAD3;SMAD4
SMAD2/3 Phosphorylation Motif Mutants in Cancer R-HSA-3304356	R-HSA-3304356	Fibrosis	44.6017001046499	2/6	0.00181739499125023	0.0230783076879335	1.63679604078227	SMAD2;SMAD3
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription R-HSA-2173796	R-HSA-2173796	Fibrosis	31.5170765127475	9/36	1.53426712682288e-10	3.13226534968302e-08	7.504141453823	TFDP1;SMAD2;SMAD4;SMAD7;EP300;MYC;JUNB;SP1;SMAD3
SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	R-HSA-3311021	Fibrosis	Inf	3/3	1.37752341001905e-06	6.89801345318973e-05	4.16127596296365	SMAD2;SMAD3;SMAD4
STAT3 nuclear events downstream of ALK signaling R-HSA-9701898	R-HSA-9701898	Fibrosis	51.8252479862319	4/11	4.68327903743904e-06	0.000200474557505858	3.69794073644	SIN3A;STAT3;EP300;HIF1A
SUMO E3 ligases SUMOylate target proteins R-HSA-3108232	R-HSA-3108232	Fibrosis	15.2684204679106	23/183	4.03012972321326e-18	2.673991071352e-15	14.572840047212	SIN3A;AR;PGR;EP300;RAD21;SP3;NR1I2;MITF;SATB1;SUZ12;NR3C1;PPARA;VDR;ESR1;PPARG;TP53;RARA;NR1H3;BRCA1;TRIM28;NFKB2;RELA;PML
SUMOylation R-HSA-2990846	R-HSA-2990846	Fibrosis	14.7098144452145	23/189	8.41421425545585e-18	4.46626492679596e-15	14.3500555193225	SIN3A;AR;PGR;EP300;RAD21;SP3;NR1I2;MITF;SATB1;SUZ12;NR3C1;PPARA;VDR;ESR1;PPARG;TP53;RARA;NR1H3;BRCA1;TRIM28;NFKB2;RELA;PML
SUMOylation of intracellular receptors R-HSA-4090294	R-HSA-4090294	Fibrosis	47.6222205313587	10/30	5.44932320449706e-13	1.8078129730919e-10	9.74284650138032	RARA;NR1H3;NR3C1;PPARA;VDR;AR;PGR;NR1I2;ESR1;PPARG
SUMOylation of transcription factors R-HSA-3232118	R-HSA-3232118	Fibrosis	15.8975779313914	3/20	0.0013656958858719	0.018398765893929	1.73521130652478	MITF;SP3;TP53
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	R-HSA-2559582	Fibrosis	6.22185922544782	7/111	0.000244158742487433	0.00469563262725831	2.32830588837791	NFKB1;STAT3;CDKN1B;CEBPB;JUN;FOS;RELA
Signal Transduction R-HSA-162582	R-HSA-162582	Fibrosis	2.5998137578419	55/2605	2.67861623881659e-07	1.77726187445481e-05	4.75024857542975	EP300;STAT1;TCF4;RUNX1;CREB1;PML;SMAD4;JUN;JUND;RAD21;ETV4;MYC;SP1;SRF;TFDP1;RELA;FOXO1;SMAD7;STAT6;ATF2;AR;NR3C1;TLE5;EGR1;GLI2;IKZF1;FOS;NFKB1;STAT3;CDKN1B;TCF7L2;RARA;JUNB;GLI1;PPARD;SNAI2;PPARG;NFATC1;KAT2A;CTNNB1;YY1;SIN3A;PGR;MYB;ID2;TP53;E2F1;HIF1A;SMAD3;NR1H3;STAT5A;ESR1;SUZ12;SMAD2;SNAI1
Signaling by ALK R-HSA-201556	R-HSA-201556	Fibrosis	18.3034478765791	5/30	1.86472401523591e-05	0.000596262353787482	3.22456260983669	STAT3;SIN3A;EP300;MYC;HIF1A
Signaling by ALK fusions and activated point mutants R-HSA-9725370	R-HSA-9725370	Fibrosis	11.4464648765472	10/93	8.08553665845621e-08	6.50273160349781e-06	5.18690417087683	STAT5A;STAT1;FOXM1;RB1;STAT3;IRF4;CEBPB;JUN;TP53;JUNB
Signaling by ALK in cancer R-HSA-9700206	R-HSA-9700206	Fibrosis	11.4464648765472	10/93	8.08553665845621e-08	6.50273160349781e-06	5.18690417087683	STAT5A;STAT1;FOXM1;RB1;STAT3;IRF4;CEBPB;JUN;TP53;JUNB
Signaling by Activin R-HSA-1502540	R-HSA-1502540	Fibrosis	19.3032545454509	3/17	0.000834879502335923	0.0126615439954259	1.89751333161666	SMAD2;SMAD4;SMAD3
Signaling by CSF3 (G-CSF) R-HSA-9674555	R-HSA-9674555	Fibrosis	10.0062463294165	3/30	0.00448270681874003	0.0479721931328066	1.31901042654757	STAT5A;STAT3;STAT1
Signaling by Interleukins R-HSA-449147	R-HSA-449147	Fibrosis	4.9982788452609	22/473	1.16820178193721e-08	1.24016301170454e-06	5.90652122578069	BCL6;STAT1;FOXO1;ZEB1;CEBPD;STAT2;FOS;CREB1;TP53;NFKB1;HIF1A;SMAD3;STAT6;STAT3;JUN;ATF2;JUNB;STAT5A;IRF4;MYC;NFKB2;RELA
Signaling by KIT in disease R-HSA-9669938	R-HSA-9669938	Fibrosis	15.8975779313914	3/20	0.0013656958858719	0.018398765893929	1.73521130652478	STAT5A;STAT3;STAT1
Signaling by NODAL R-HSA-1181150	R-HSA-1181150	Fibrosis	13.5053870379614	3/23	0.00207022794943058	0.0256746961578914	1.59049468727234	SMAD2;SMAD4;SMAD3
Signaling by NOTCH R-HSA-157118	R-HSA-157118	Fibrosis	5.36768195283128	13/246	3.68207980401551e-06	0.000162870663330953	3.78815713484965	EP300;STAT1;HIF1A;SMAD3;KAT2A;TFDP1;MYC;IKZF1;JUN;RUNX1;CREB1;TP53;E2F1
Signaling by NOTCH3 R-HSA-9012852	R-HSA-9012852	Fibrosis	8.05667790949523	4/49	0.00216368154553271	0.0265852352863139	1.57535949171258	IKZF1;STAT1;EP300;KAT2A
Signaling by NTRK1 (TRKA) R-HSA-187037	R-HSA-187037	Fibrosis	9.02855680586179	10/115	6.06131272991812e-07	3.74109860120993e-05	4.42700084529095	JUND;EP300;SRF;STAT3;EGR1;ID2;FOS;CREB1;ATF2;JUNB
Signaling by NTRKs R-HSA-166520	R-HSA-166520	Fibrosis	7.63333739827608	10/134	2.47856412660569e-06	0.000121816836889102	3.91429268163187	JUND;EP300;SRF;STAT3;EGR1;ID2;FOS;CREB1;ATF2;JUNB
Signaling by Non-Receptor Tyrosine Kinases R-HSA-9006927	R-HSA-9006927	Fibrosis	7.24922037392359	4/54	0.00309362786126108	0.0353900359645987	1.45111899601694	NR3C1;STAT3;CDKN1B;HIF1A
Signaling by Nuclear Receptors R-HSA-9006931	R-HSA-9006931	Fibrosis	6.94004475146531	19/296	6.93353347491425e-10	9.20079892121121e-08	7.03617446047953	JUND;PGR;EP300;SRF;RAD21;PPARD;CDKN1B;MYC;MYB;SP1;JUN;FOS;RUNX1;YY1;ESR1;CREB1;RARA;NR1H3;ATF2
Signaling by PDGF R-HSA-186797	R-HSA-186797	Fibrosis	6.70900348314298	4/58	0.00401015278052864	0.0442425964316595	1.354159393845	STAT5A;STAT6;STAT3;STAT1
Signaling by PTK6 R-HSA-8848021	R-HSA-8848021	Fibrosis	7.24922037392359	4/54	0.00309362786126108	0.0353900359645987	1.45111899601694	NR3C1;STAT3;CDKN1B;HIF1A
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	R-HSA-9006934	Fibrosis	3.66675863664001	19/532	6.90763537185102e-06	0.000277770670862009	3.55631361228892	SIN3A;PGR;EP300;STAT1;EGR1;ID2;FOS;CREB1;HIF1A;STAT6;STAT3;ATF2;JUNB;STAT5A;JUND;MYC;ESR1;SRF;CTNNB1
Signaling by TGF-beta Receptor Complex R-HSA-170834	R-HSA-170834	Fibrosis	11.3026542600478	10/94	8.96311771177523e-08	6.99650423736808e-06	5.15511889850509	EP300;STAT1;SMAD3;TFDP1;SMAD4;SMAD7;MYC;SP1;SMAD2;JUNB
Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351	R-HSA-3304351	Fibrosis	53.9408008259519	3/8	7.40280154416582e-05	0.00173867569010762	2.759781418073	SMAD2;SMAD4;SMAD3
Signaling by TGFB family members R-HSA-9006936	R-HSA-9006936	Fibrosis	8.30972516081101	10/124	1.21888129281669e-06	6.46982190227099e-05	4.18910767418841	EP300;STAT1;SMAD3;TFDP1;SMAD4;SMAD7;MYC;SP1;SMAD2;JUNB
Signaling by cytosolic FGFR1 fusion mutants R-HSA-1839117	R-HSA-1839117	Fibrosis	18.0164425398858	3/18	0.000993683337121312	0.0145703623023202	1.83652964905759	STAT3;STAT1;STAT5A
Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants R-HSA-9670439	R-HSA-9670439	Fibrosis	15.8975779313914	3/20	0.0013656958858719	0.018398765893929	1.73521130652478	STAT5A;STAT3;STAT1
TAK1-dependent IKK and NF-kappa-B activation   R-HSA-445989	R-HSA-445989	Fibrosis	9.06671032239949	4/44	0.00144730897416508	0.0192057900871706	1.71656782213898	NFKB1;NFKB2;RELA;TP53
TGF-beta receptor signaling activates SMADs R-HSA-2173789	R-HSA-2173789	Fibrosis	8.43309700151156	4/47	0.0018531055042562	0.0231987830579998	1.63453479636157	SMAD2;SMAD4;SMAD7;SMAD3
TGFBR1 KD Mutants in Cancer R-HSA-3656532	R-HSA-3656532	Fibrosis	44.6017001046499	2/6	0.00181739499125023	0.0230783076879335	1.63679604078227	SMAD2;SMAD3
TP53 Regulates Transcription of Caspase Activators and Caspases R-HSA-6803207	R-HSA-6803207	Fibrosis	30.0111229385629	3/12	0.000281416436337085	0.00533485158599017	2.27287765801684	TP73;TP53;TP63
TP53 Regulates Transcription of Cell Cycle Genes R-HSA-6791312	R-HSA-6791312	Fibrosis	10.3837913730846	5/49	0.000210460000322495	0.00416836448399927	2.38003431310853	TFDP1;E2F1;EP300;CDKN1B;TP53
TP53 Regulates Transcription of Cell Death Genes R-HSA-5633008	R-HSA-5633008	Fibrosis	9.06671032239949	4/44	0.00144730897416508	0.0192057900871706	1.71656782213898	BCL6;TP73;TP53;TP63
TP53 Regulates Transcription of DNA Repair Genes R-HSA-6796648	R-HSA-6796648	Fibrosis	9.86346834936567	6/62	6.49446084853472e-05	0.00158131184330377	2.8009824763858	ATF2;JUN;TP53;NELFE;FOS;BRCA1
TP53 Regulates Transcription of Death Receptors and Ligands R-HSA-6803211	R-HSA-6803211	Fibrosis	30.0111229385629	3/12	0.000281416436337085	0.00533485158599017	2.27287765801684	TP73;TP53;TP63
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release R-HSA-6803204	R-HSA-6803204	Fibrosis	15.8975779313914	3/20	0.0013656958858719	0.018398765893929	1.73521130652478	TP73;TP63;TP53
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest R-HSA-6804116	R-HSA-6804116	Fibrosis	24.5508672232297	3/14	0.000458034383991409	0.00750384725378518	2.12471601491596	E2F1;CDKN1B;TP53
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest R-HSA-6804114	R-HSA-6804114	Fibrosis	18.0164425398858	3/18	0.000993683337121312	0.0145703623023202	1.83652964905759	TFDP1;EP300;TP53
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain R-HSA-6803205	R-HSA-6803205	Fibrosis	36.3119574573962	4/14	1.38396530199265e-05	0.000473675339614312	3.32451922483128	TP73;BCL6;TP53;TP63
TRAF6 mediated NF-kB activation R-HSA-933542	R-HSA-933542	Fibrosis	12.280753617056	3/25	0.00264506775110117	0.0312000436063222	1.50584479899528	NFKB1;NFKB2;RELA
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	R-HSA-975138	Fibrosis	8.02623503401777	8/101	1.69123526781881e-05	0.00056106730009889	3.25098504193715	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	R-HSA-937061	Fibrosis	8.46149698812289	9/109	3.49525368106778e-06	0.000159937987406102	3.79604837326764	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
The NLRP3 inflammasome R-HSA-844456	R-HSA-844456	Fibrosis	20.7861610133	3/16	0.000693205079414426	0.010886191010449	1.96312404976759	RELA;NFKB1;NFKB2
Toll Like Receptor 10 (TLR10) Cascade R-HSA-168142	R-HSA-168142	Fibrosis	8.48407188217947	8/96	1.16275521129014e-05	0.000434641173347047	3.36186913556163	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 2 (TLR2) Cascade R-HSA-181438	R-HSA-181438	Fibrosis	6.96631541639669	8/115	4.34312032661232e-05	0.00113006287714011	2.94689739152961	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	R-HSA-168164	Fibrosis	8.8168624913211	9/105	2.5580337033984e-06	0.000123436753614897	3.90855550873425	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
