p.value	odds_ratio	overlap	adj_p.value	genes
Defective OGG1 Substrate Processing R-HSA-9656256	1	0	0/0	1	
Defective OPLAH causes OPLAHD R-HSA-5578998	1	0	0/1	1	
Defective PAPSS2 causes SEMD-PA R-HSA-3560796	1	0	0/0	1	
Defective PGM1 causes PGM1-CDG R-HSA-5609974	1	0	0/1	1	
Defective PMM2 causes PMM2-CDG R-HSA-4043911	1	0	0/1	1	
Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine R-HSA-9735763	1	0	0/1	1	
Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3 R-HSA-5083628	1	0	0/0	1	
Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1 R-HSA-5083633	1	0	0/1	1	
Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2 R-HSA-5083629	1	0	0/1	1	
Defective RFT1 causes CDG-1n R-HSA-4570571	1	0	0/0	1	
Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN) R-HSA-5619042	1	0	0/0	1	
Defective RIPK1-mediated regulated necrosis R-HSA-9693928	1	0	0/7	1	
Defective SERPING1 causes hereditary angioedema R-HSA-9657689	1	0	0/3	1	
Defective SFTPA2 causes IPF R-HSA-5687868	1	0	0/0	1	
Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1) R-HSA-5619048	1	0	0/1	1	
Defective SLC12A1 causes Bartter syndrome 1 (BS1) R-HSA-5619104	1	0	0/1	1	
Defective SLC12A3 causes Gitelman syndrome (GS) R-HSA-5619087	1	0	0/0	1	
Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN) R-HSA-5619039	1	0	0/1	1	
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT) R-HSA-5619070	1	0	0/2	1	
Defective SLC17A5 causes Salla disease (SD) and ISSD R-HSA-5619035	1	0	0/1	1	
Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25) R-HSA-5619076	1	0	0/0	1	
Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA) R-HSA-5619067	1	0	0/0	1	
Defective SLC1A3 causes episodic ataxia 6 (EA6) R-HSA-5619062	1	0	0/1	1	
Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1) R-HSA-5619111	1	0	0/1	1	
Defective SLC22A12 causes renal hypouricemia 1 (RHUC1) R-HSA-5619071	1	0	0/0	1	
Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1) R-HSA-5619066	1	0	0/0	1	
Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP) R-HSA-5619053	1	0	0/1	1	
Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D) R-HSA-5619077	1	0	0/1	1	
Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI) R-HSA-5619055	1	0	0/0	1	
Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6) R-HSA-5619036	1	0	0/0	1	
Defective SLC26A2 causes chondrodysplasias R-HSA-3560792	1	0	0/1	1	
Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1) R-HSA-5619085	1	0	0/0	1	
Defective SLC26A4 causes Pendred syndrome (PDS) R-HSA-5619046	1	0	0/0	1	
Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS) R-HSA-5619108	1	0	0/1	1	
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS) R-HSA-5619063	1	0	0/0	1	
Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1) R-HSA-5619043	1	0	0/0	1	
Defective SLC2A10 causes arterial tortuosity syndrome (ATS) R-HSA-5619068	1	0	0/0	1	
Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS) R-HSA-5619098	1	0	0/0	1	
Defective SLC2A9 causes hypouricemia renal 2 (RHUC2) R-HSA-5619047	1	0	0/0	1	
Defective SLC33A1 causes spastic paraplegia 42 (SPG42) R-HSA-5619061	1	0	0/0	1	
Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1) R-HSA-5619040	1	0	0/1	1	
Defective SLC34A2 causes PALM R-HSA-5687583	1	0	0/0	1	
Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM) R-HSA-5619045	1	0	0/0	1	
Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH) R-HSA-5619097	1	0	0/0	1	
Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F) R-HSA-5619037	1	0	0/1	1	
Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F) R-HSA-5663020	1	0	0/1	1	
Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M) R-HSA-5619072	1	0	0/1	1	
Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS) R-HSA-5619083	1	0	0/0	1	
Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C) R-HSA-5619078	1	0	0/0	1	
Defective SLC35D1 causes SCHBCKD R-HSA-5579020	1	0	0/0	1	
Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG) R-HSA-5619041	1	0	0/0	1	
Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ) R-HSA-5619088	1	0	0/0	1	
Defective SLC3A1 causes cystinuria (CSNU) R-HSA-5619113	1	0	0/1	1	
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum) R-HSA-5655799	1	0	0/2	1	
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages) R-HSA-5619049	1	0	0/1	1	
Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA) R-HSA-5619050	1	0	0/1	1	
Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA) R-HSA-5619054	1	0	0/0	1	
Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM) R-HSA-5656364	1	0	0/1	1	
Defective SLC5A2 causes renal glucosuria (GLYS1) R-HSA-5658208	1	0	0/0	1	
Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1) R-HSA-5619096	1	0	0/1	1	
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A) R-HSA-5619114	1	0	0/0	1	
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A) R-HSA-5658471	1	0	0/0	1	
Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria R-HSA-5619079	1	0	0/0	1	
Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria R-HSA-5659729	1	0	0/0	1	
Defective SLC6A19 causes Hartnup disorder (HND) R-HSA-5619044	1	0	0/0	1	
Defective SLC6A19 causes Hartnup disorder (HND) R-HSA-5659735	1	0	0/0	1	
Defective SLC6A2 causes orthostatic intolerance (OI) R-HSA-5619109	1	0	0/0	1	
Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS) R-HSA-5619081	1	0	0/0	1	
Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS) R-HSA-5660724	1	0	0/0	1	
Defective SLC6A5 causes hyperekplexia 3 (HKPX3) R-HSA-5619089	1	0	0/0	1	
Defective SLC7A7 causes lysinuric protein intolerance (LPI) R-HSA-5660862	1	0	0/1	1	
Defective SLC7A9 causes cystinuria (CSNU) R-HSA-5660883	1	0	0/1	1	
Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH) R-HSA-5619092	1	0	0/1	1	
Defective SLC9A9 causes autism 16 (AUTS16) R-HSA-5619052	1	0	0/1	1	
Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR) R-HSA-5619110	1	0	0/0	1	
Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR) R-HSA-5619058	1	0	0/0	1	
Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2) R-HSA-5619095	1	0	0/0	1	
Defective SRD5A3 causes SRD5A3-CDG, KHRZ R-HSA-4755579	1	0	0/1	1	
Defective ST3GAL3 causes MCT12 and EIEE15 R-HSA-3656243	0.116610297001326	10.0369720650775	1/5	1	PRELP
Defective TBXAS1 causes GHDD R-HSA-5579032	1	0	0/0	1	
Defective TCN2 causes TCN2 deficiency R-HSA-3359454	1	0	0/0	1	
Defective TPMT causes TPMT deficiency R-HSA-5578995	1	0	0/1	1	
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC) R-HSA-5619107	1	0	0/10	1	
Defective UGT1A1 causes hyperbilirubinemia R-HSA-5579002	1	0	0/0	1	
Defective UGT1A4 causes hyperbilirubinemia R-HSA-5579016	1	0	0/0	1	
Defective VWF binding to collagen type I  R-HSA-9845622	1	0	0/3	1	
Defective VWF cleavage by ADAMTS13 variant R-HSA-9845621	1	0	0/4	1	
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) R-HSA-9661069	1	0	0/17	1	
Defective binding of VWF variant to GPIb:IX:V R-HSA-9846298	1	0	0/4	1	
Defective cofactor function of FVIIIa variant R-HSA-9672396	1	0	0/1	1	
Defective factor IX causes hemophilia B R-HSA-9668250	1	0	0/4	1	
Defective factor IX causes thrombophilia R-HSA-9672383	1	0	0/1	1	
Defective factor VIII causes hemophilia A R-HSA-9662001	1	0	0/3	1	
Defective factor XII causes hereditary angioedema R-HSA-9657688	1	0	0/3	1	
Defective gamma-carboxylation of F9 R-HSA-9673240	1	0	0/1	1	
Defective homologous recombination repair (HRR) due to BRCA1 loss of function R-HSA-9701192	1	0	0/14	1	
Defective homologous recombination repair (HRR) due to BRCA2 loss of function R-HSA-9701190	1	0	0/16	1	
Defective homologous recombination repair (HRR) due to PALB2 loss of function R-HSA-9701193	1	0	0/14	1	
Defective pro-SFTPB causes SMDP1 and RDS R-HSA-5688031	1	0	0/1	1	
Defective pro-SFTPC causes SMDP2 and RDS R-HSA-5688354	1	0	0/0	1	
Defective pyroptosis R-HSA-9710421	1	0	0/63	1	
Defective regulation of TLR7 by endogenous ligand R-HSA-9824856	1	0	0/1	1	
Defective translocation of RB1 mutants to the nucleus R-HSA-9661070	1	0	0/1	1	
Defects in biotin (Btn) metabolism R-HSA-3323169	1	0	0/4	1	
Defects in cobalamin (B12) metabolism R-HSA-3296469	1	0	0/6	1	
Defects in vitamin and cofactor metabolism R-HSA-3296482	1	0	0/10	1	
Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	1	0	0/9	1	
Defects of platelet adhesion to exposed collagen R-HSA-9823587	1	0	0/5	1	
Defensins R-HSA-1461973	1	0	0/9	1	
Degradation of AXIN R-HSA-4641257	1	0	0/52	1	
Degradation of DVL R-HSA-4641258	1	0	0/52	1	
Degradation of GABA R-HSA-916853	0.0244807121661722	Inf	1/1	1	ABAT
Degradation of GLI1 by the proteasome R-HSA-5610780	1	0	0/58	1	
Degradation of GLI2 by the proteasome R-HSA-5610783	1	0	0/59	1	
Degradation of beta-catenin by the destruction complex R-HSA-195253	1	0	0/77	1	
Degradation of cysteine and homocysteine R-HSA-1614558	1	0	0/5	1	
Degradation of the extracellular matrix R-HSA-1474228	0.180666064885995	2.13100998503796	3/60	1	PLG;CTSB;LAMA5
Deletions in the AMER1 gene destabilize the destruction complex R-HSA-5467343	1	0	0/1	1	
Deletions in the AXIN1 gene destabilize the destruction complex R-HSA-5467345	1	0	0/1	1	
Depolymerization of the Nuclear Lamina R-HSA-4419969	1	0	0/7	1	
Deposition of new CENPA-containing nucleosomes at the centromere R-HSA-606279	0.697826057008644	0.84631917742269	1/48	1	CENPC
Depurination R-HSA-73927	1	0	0/41	1	
Depyrimidination R-HSA-73928	1	0	0/43	1	
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models R-HSA-8862803	1	0	0/13	1	
Dermatan sulfate biosynthesis R-HSA-2022923	1	0	0/4	1	
Detoxification of Reactive Oxygen Species R-HSA-3299685	1	0	0/18	1	
Deubiquitination R-HSA-5688426	0.990611730423412	0.209812523806051	1/184	1	MDM2
Developmental Biology R-HSA-1266738	0.896154687134102	0.718188969654091	13/699	1	NRAS;NFKB1;MAPK12;TFAP2A;TFAP2C;CDC42;CDH2;NCOR2;CACNB2;IAPP;PTK2;TRIO;SCN9A
Developmental Cell Lineages R-HSA-9734767	1	0	0/5	1	
Differentiation of keratinocytes in interfollicular epidermis in mammalian skin R-HSA-9725554	1	0	0/5	1	
Digestion R-HSA-8935690	1	0	0/2	1	
Digestion and absorption R-HSA-8963743	1	0	0/4	1	
Digestion of dietary carbohydrate R-HSA-189085	1	0	0/1	1	
Digestion of dietary lipid R-HSA-192456	1	0	0/1	1	
Dimerization of procaspase-8 R-HSA-69416	0.219743962439726	4.45902578431031	1/10	1	CFLAR
Disassembly of the destruction complex and recruitment of AXIN to the membrane R-HSA-4641262	1	0	0/20	1	
Disease R-HSA-1643685	0.982955962551981	0.604091751708141	18/1079	1	ABCB11;MDM2;BRAF;NRAS;NFKB1;CDC42;RICTOR;CTNND1;NCOR2;PTK2;GNE;ST3GAL1;MAT1A;AHCY;MUC20;ERBB3;PRELP;SPRED2
Diseases associated with N-glycosylation of proteins R-HSA-3781860	1	0	0/4	1	
Diseases associated with O-glycosylation of proteins R-HSA-3906995	0.525869731184664	1.37775610784356	1/30	1	MUC20
Diseases associated with glycosaminoglycan metabolism R-HSA-3560782	0.344395243375533	2.50494933943993	1/17	1	PRELP
Diseases associated with glycosylation precursor biosynthesis R-HSA-5609975	0.138263077540289	8.02961050373643	1/6	1	GNE
Diseases associated with surfactant metabolism R-HSA-5687613	1	0	0/2	1	
Diseases associated with the TLR signaling cascade R-HSA-5602358	0.449301491930106	1.73970235420524	1/24	1	NFKB1
Diseases associated with visual transduction R-HSA-2474795	1	0	0/1	1	
Diseases of Base Excision Repair R-HSA-9605308	1	0	0/1	1	
Diseases of Cellular Senescence R-HSA-9630747	1	0	0/3	1	
Diseases of DNA Double-Strand Break Repair R-HSA-9675136	1	0	0/16	1	
Diseases of DNA repair R-HSA-9675135	1	0	0/18	1	
Diseases of Immune System R-HSA-5260271	0.449301491930106	1.73970235420524	1/24	1	NFKB1
Diseases of Mismatch Repair (MMR) R-HSA-5423599	1	0	0/1	1	
Diseases of Telomere Maintenance R-HSA-9673013	1	0	0/1	1	
Diseases of carbohydrate metabolism R-HSA-5663084	1	0	0/17	1	
Diseases of cellular response to stress R-HSA-9675132	1	0	0/3	1	
Diseases of glycosylation R-HSA-3781865	0.162467605263234	2.25121114939681	3/57	1	GNE;MUC20;PRELP
Diseases of hemostasis R-HSA-9671793	1	0	0/12	1	
Diseases of metabolism R-HSA-5668914	0.0938317973385655	2.1785707367148	5/99	1	GNE;MAT1A;AHCY;MUC20;PRELP
Diseases of mitochondrial beta oxidation R-HSA-9759774	1	0	0/2	1	
Diseases of mitotic cell cycle R-HSA-9675126	1	0	0/36	1	
Diseases of nucleotide metabolism R-HSA-9735804	1	0	0/2	1	
Diseases of programmed cell death R-HSA-9645723	1	0	0/86	1	
Diseases of propionyl-CoA catabolism R-HSA-9759785	1	0	0/2	1	
Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	0.665313399694347	0.895330378130416	7/316	1	MDM2;BRAF;NRAS;RICTOR;NCOR2;ERBB3;SPRED2
Diseases of the neuronal system R-HSA-9675143	1	0	0/1	1	
Disinhibition of SNARE formation R-HSA-114516	1	0	0/4	1	
Disorders of Developmental Biology R-HSA-9675151	0.219743962439726	4.45902578431031	1/10	1	NCOR2
Disorders of Nervous System Development R-HSA-9697154	0.219743962439726	4.45902578431031	1/10	1	NCOR2
Disorders of transmembrane transporters R-HSA-5619115	0.91871321568878	0.396474067696915	1/100	1	ABCB11
Displacement of DNA glycosylase by APEX1 R-HSA-110357	1	0	0/2	1	
Dissolution of Fibrin Clot R-HSA-75205	0.219743962439726	4.45902578431031	1/10	1	PLG
Dopamine Neurotransmitter Release Cycle R-HSA-212676	1	0	0/5	1	
Dopamine clearance from the synaptic cleft R-HSA-379401	1	0	0/1	1	
Dopamine receptors R-HSA-390651	1	0	0/0	1	
Downregulation of ERBB2 signaling R-HSA-8863795	0.37623776679852	2.2256215733046	1/19	1	ERBB3
Downregulation of ERBB2:ERBB3 signaling R-HSA-1358803	0.180004762623178	5.73451948673135	1/8	1	ERBB3
Downregulation of ERBB4 signaling R-HSA-1253288	1	0	0/8	1	
Downregulation of SMAD2/3:SMAD4 transcriptional activity R-HSA-2173795	0.537563527052307	1.33152259035122	1/31	1	NCOR2
Downregulation of TGF-beta receptor signaling R-HSA-2173788	1	0	0/26	1	
Downstream TCR signaling R-HSA-202424	0.902898800697641	0.427413561373661	1/93	1	NFKB1
Downstream signal transduction R-HSA-186763	0.513883291804501	1.42730423062507	1/29	1	NRAS
Downstream signaling events of B Cell Receptor (BCR) R-HSA-1168372	0.588525942638714	1.02220425175435	2/80	1	NRAS;NFKB1
Downstream signaling of activated FGFR1 R-HSA-5654687	0.257575809211835	3.64679299205737	1/12	1	NRAS
Downstream signaling of activated FGFR2 R-HSA-5654696	0.293590960101484	3.08479237796147	1/14	1	NRAS
Downstream signaling of activated FGFR3 R-HSA-5654708	0.257575809211835	3.64679299205737	1/12	1	NRAS
Downstream signaling of activated FGFR4 R-HSA-5654716	0.257575809211835	3.64679299205737	1/12	1	NRAS
Drug resistance in ERBB2 KD mutants R-HSA-9665230	1	0	0/2	1	
Drug resistance in ERBB2 TMD/JMD mutants R-HSA-9665737	1	0	0/2	1	
Drug resistance of ALK mutants R-HSA-9700649	1	0	0/0	1	
Drug resistance of FLT3 mutants R-HSA-9702506	1	0	0/0	1	
Drug resistance of KIT mutants R-HSA-9669937	1	0	0/1	1	
Drug resistance of PDGFR mutants R-HSA-9674415	1	0	0/1	1	
Drug-mediated inhibition of CDK4/CDK6 activity R-HSA-9754119	1	0	0/5	1	
Drug-mediated inhibition of ERBB2 signaling R-HSA-9652282	1	0	0/2	1	
Drug-mediated inhibition of MET activation R-HSA-9734091	1	0	0/1	1	
Dual Incision in GG-NER R-HSA-5696400	1	0	0/17	1	
Dual incision in TC-NER R-HSA-6782135	1	0	0/35	1	
E2F mediated regulation of DNA replication R-HSA-113510	1	0	0/14	1	
E2F-enabled inhibition of pre-replication complex formation R-HSA-113507	1	0	0/4	1	
E3 ubiquitin ligases ubiquitinate target proteins R-HSA-8866654	1	0	0/40	1	
ECM proteoglycans R-HSA-3000178	0.630751832350409	1.02197788795299	1/40	1	LAMA5
EGFR Transactivation by Gastrin R-HSA-2179392	0.200118620031579	5.0170897843533	1/9	1	NRAS
EGFR downregulation R-HSA-182971	0.115680978117238	3.67481128913775	2/24	1	CDC42;PTPN3
EGFR interacts with phospholipase C-gamma R-HSA-212718	1	0	0/9	1	
EGR2 and SOX10-mediated initiation of Schwann cell myelination R-HSA-9619665	1	0	0/13	1	
EML4 and NUDC in mitotic spindle formation R-HSA-9648025	0.733465143880339	0.763976166167389	1/53	1	CENPC
EPH-Ephrin signaling R-HSA-2682334	0.391818699220775	1.51388314842406	2/55	1	CDC42;PTK2
EPH-ephrin mediated repulsion of cells R-HSA-3928665	1	0	0/25	1	
EPHA-mediated growth cone collapse R-HSA-3928663	1	0	0/14	1	
EPHB-mediated forward signaling R-HSA-3928662	0.148974904370538	3.10628755646206	2/28	1	CDC42;PTK2
ER Quality Control Compartment (ERQC) R-HSA-901032	1	0	0/10	1	
ER to Golgi Anterograde Transport R-HSA-199977	1	0	0/94	1	
ER-Phagosome pathway R-HSA-1236974	1	0	0/81	1	
ERBB2 Activates PTK6 Signaling R-HSA-8847993	0.180004762623178	5.73451948673135	1/8	1	ERBB3
ERBB2 Regulates Cell Motility R-HSA-6785631	0.200118620031579	5.0170897843533	1/9	1	ERBB3
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression R-HSA-427389	1	0	0/69	1	
ERK/MAPK targets R-HSA-198753	1	0	0/16	1	
ERKs are inactivated R-HSA-202670	1	0	0/7	1	
ESR-mediated signaling R-HSA-8939211	0.942774084136051	0.431334571909442	2/182	1	NRAS;PTK2
Early Phase of HIV Life Cycle R-HSA-162594	1	0	0/10	1	
Early SARS-CoV-2 Infection Events R-HSA-9772572	1	0	0/16	1	
Effects of PIP2 hydrolysis R-HSA-114508	1	0	0/12	1	
Eicosanoid ligand-binding receptors R-HSA-391903	1	0	0/1	1	
Eicosanoids R-HSA-211979	1	0	0/3	1	
Elastic fibre formation R-HSA-1566948	1	0	0/22	1	
Electric Transmission Across Gap Junctions R-HSA-112303	1	0	0/1	1	
Electron transport from NADPH to Ferredoxin R-HSA-2395516	1	0	0/0	1	
Elevation of cytosolic Ca2+ levels R-HSA-139853	1	0	0/5	1	
Endogenous sterols R-HSA-211976	1	0	0/8	1	
Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729	1	0	0/17	1	
Endosomal/Vacuolar pathway R-HSA-1236977	1	0	0/7	1	
Energy dependent regulation of mTOR by LKB1-AMPK R-HSA-380972	1	0	0/24	1	
Enhanced binding of GP1BA variant to VWF multimer:collagen  R-HSA-9845620	1	0	0/4	1	
Enhanced cleavage of VWF variant by ADAMTS13 R-HSA-9845619	1	0	0/4	1	
Entry of Influenza Virion into Host Cell via Endocytosis R-HSA-168275	1	0	0/2	1	
Enzymatic degradation of Dopamine by monoamine oxidase R-HSA-379398	1	0	0/1	1	
Enzymatic degradation of dopamine by COMT R-HSA-379397	1	0	0/1	1	
Ephrin signaling R-HSA-3928664	1	0	0/11	1	
Epigenetic regulation of gene expression R-HSA-212165	1	0	0/131	1	
Epithelial-Mesenchymal Transition (EMT) during gastrulation R-HSA-9758919	1	0	0/3	1	
Erythrocytes take up carbon dioxide and release oxygen R-HSA-1237044	0.159390357214264	6.69070020831284	1/7	1	CA2
Erythrocytes take up oxygen and release carbon dioxide R-HSA-1247673	0.159390357214264	6.69070020831284	1/7	1	CA2
Erythropoietin activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276	1	0	0/9	1	
Erythropoietin activates Phospholipase C gamma (PLCG) R-HSA-9027277	1	0	0/4	1	
Erythropoietin activates RAS R-HSA-9027284	0.219743962439726	4.45902578431031	1/10	1	NRAS
Erythropoietin activates STAT5 R-HSA-9027283	1	0	0/5	1	
Essential fructosuria R-HSA-5657562	1	0	0/1	1	
Essential pentosuria R-HSA-5662853	1	0	0/0	1	
Establishment of Sister Chromatid Cohesion R-HSA-2468052	1	0	0/9	1	
Estrogen biosynthesis R-HSA-193144	1	0	0/0	1	
Estrogen-dependent gene expression R-HSA-9018519	1	0	0/132	1	
Estrogen-dependent nuclear events downstream of ESR-membrane signaling R-HSA-9634638	0.449301491930106	1.73970235420524	1/24	1	PTK2
Estrogen-stimulated signaling through PRKCZ R-HSA-9634635	0.138263077540289	8.02961050373643	1/6	1	NRAS
Ethanol oxidation R-HSA-71384	1	0	0/4	1	
Eukaryotic Translation Elongation R-HSA-156842	1	0	0/83	1	
Eukaryotic Translation Initiation R-HSA-72613	1	0	0/97	1	
Eukaryotic Translation Termination R-HSA-72764	1	0	0/81	1	
Evasion by RSV of host interferon responses R-HSA-9833109	1	0	0/34	1	
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 R-HSA-9630791	1	0	0/2	1	
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6 R-HSA-9630794	1	0	0/3	1	
Evasion of Oncogene Induced Senescence Due to p14ARF Defects R-HSA-9646303	1	0	0/1	1	
Evasion of Oncogene Induced Senescence Due to p16INK4A Defects R-HSA-9630750	1	0	0/3	1	
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 R-HSA-9632697	1	0	0/2	1	
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6 R-HSA-9632700	1	0	0/3	1	
Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects R-HSA-9646304	1	0	0/1	1	
Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects R-HSA-9632693	1	0	0/3	1	
Events associated with phagocytolytic activity of PMN cells R-HSA-8941413	1	0	0/0	1	
Export of Viral Ribonucleoproteins from Nucleus R-HSA-168274	1	0	0/12	1	
Expression and Processing of Neurotrophins R-HSA-9036866	1	0	0/2	1	
Expression and translocation of olfactory receptors R-HSA-9752946	1	0	0/1	1	
Extension of Telomeres R-HSA-180786	1	0	0/17	1	
Extra-nuclear estrogen signaling R-HSA-9009391	0.40918991508095	1.45810645257265	2/57	1	NRAS;PTK2
Extracellular matrix organization R-HSA-1474244	0.105855041015381	1.93912947376606	6/133	1	PLG;CTSB;ADAM19;SH3PXD2A;LAMA5;DMD
Extrinsic Pathway of Fibrin Clot Formation R-HSA-140834	1	0	0/3	1	
FASTK family proteins regulate processing and stability of mitochondrial RNAs R-HSA-9837092	1	0	0/0	1	
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis R-HSA-8854050	1	0	0/53	1	
FBXW7 Mutants and NOTCH1 in Cancer R-HSA-2644605	1	0	0/5	1	
FCERI mediated Ca+2 mobilization R-HSA-2871809	1	0	0/19	1	
FCERI mediated MAPK activation R-HSA-2871796	0.435400637187904	1.81912800312983	1/23	1	NRAS
FCERI mediated NF-kB activation R-HSA-2871837	0.846850157542315	0.533842746620411	1/75	1	NFKB1
FCGR activation R-HSA-2029481	1	0	0/10	1	
FCGR3A-mediated IL10 synthesis R-HSA-9664323	1	0	0/25	1	
FCGR3A-mediated phagocytosis R-HSA-9664422	0.219883740053785	2.37094555845883	2/36	1	CDC42;PTK2
FGFR1 ligand binding and activation R-HSA-190242	1	0	0/3	1	
FGFR1 mutant receptor activation R-HSA-1839124	1	0	0/20	1	
FGFR1b ligand binding and activation R-HSA-190370	1	0	0/2	1	
FGFR1c and Klotho ligand binding and activation R-HSA-190374	1	0	0/0	1	
FGFR1c ligand binding and activation R-HSA-190373	1	0	0/3	1	
FGFR2 alternative splicing R-HSA-6803529	1	0	0/20	1	
FGFR2 ligand binding and activation R-HSA-190241	1	0	0/4	1	
FGFR2 mutant receptor activation R-HSA-1839126	1	0	0/19	1	
FGFR2b ligand binding and activation R-HSA-190377	1	0	0/3	1	
FGFR2c ligand binding and activation R-HSA-190375	1	0	0/3	1	
FGFR3 ligand binding and activation R-HSA-190239	1	0	0/2	1	
FGFR3 mutant receptor activation R-HSA-2033514	1	0	0/2	1	
FGFR3b ligand binding and activation R-HSA-190371	1	0	0/0	1	
FGFR3c ligand binding and activation R-HSA-190372	1	0	0/2	1	
FGFR4 ligand binding and activation R-HSA-190322	1	0	0/2	1	
FGFR4 mutant receptor activation R-HSA-1839128	1	0	0/1	1	
FGFRL1 modulation of FGFR1 signaling R-HSA-5658623	0.094419081422319	13.3756306771223	1/4	1	SPRED2
FLT3 Signaling R-HSA-9607240	0.525869731184664	1.37775610784356	1/30	1	NRAS
FLT3 mutants bind TKIs R-HSA-9702509	1	0	0/0	1	
FLT3 signaling by CBL mutants R-HSA-9706377	1	0	0/5	1	
FLT3 signaling in disease R-HSA-9682385	0.421152526833991	1.90631137706994	1/22	1	NRAS
FLT3 signaling through SRC family kinases R-HSA-9706374	1	0	0/4	1	
FMO oxidises nucleophiles R-HSA-217271	1	0	0/0	1	
FOXO-mediated transcription R-HSA-9614085	1	0	0/49	1	
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	1	0	0/11	1	
FOXO-mediated transcription of cell death genes R-HSA-9614657	1	0	0/14	1	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes R-HSA-9615017	1	0	0/21	1	
