p.value	odds_ratio	overlap	adj_p.value	genes
Activation of ATR in response to replication stress R-HSA-176187	1	0	0/12	1	
Activation of BAD and translocation to mitochondria  R-HSA-111447	1	0	0/14	1	
Activation of BH3-only proteins R-HSA-114452	0.688927372240713	0.873432211834604	1/25	1	MAPK8
Activation of BIM and translocation to mitochondria  R-HSA-111446	0.130412858773516	10.523722263924	1/3	1	MAPK8
Activation of C3 and C5 R-HSA-174577	1	0	0/5	1	
Activation of Ca-permeable Kainate Receptor R-HSA-451308	1	0	0/4	1	
Activation of G protein gated Potassium channels R-HSA-1296041	1	0	0/11	1	
Activation of GABAB receptors R-HSA-991365	1	0	0/18	1	
Activation of HOX genes during differentiation R-HSA-5619507	0.988636648737535	0.218972704183379	1/95	1	RXRA
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE) R-HSA-936964	0.131009495027598	3.52183208401738	2/14	1	RPS27A;UBA52
Activation of Matrix Metalloproteinases R-HSA-1592389	0.42855377595587	1.91169669968679	1/12	1	PLG
Activation of NF-kappaB in B cells R-HSA-1169091	0.810603454663045	0.651832974412772	2/66	1	RPS27A;UBA52
Activation of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767	1	0	0/4	1	
Activation of NMDA receptors and postsynaptic events R-HSA-442755	1	0	0/59	1	
Activation of NOXA and translocation to mitochondria R-HSA-111448	1	0	0/5	1	
Activation of Na-permeable kainate receptors R-HSA-451307	1	0	0/0	1	
Activation of PPARGC1A (PGC-1alpha) by phosphorylation R-HSA-2151209	1	0	0/7	1	
Activation of PUMA and translocation to mitochondria R-HSA-139915	1	0	0/7	1	
Activation of RAC1 R-HSA-428540	1	0	0/10	1	
Activation of RAC1 downstream of NMDARs R-HSA-9619229	1	0	0/5	1	
Activation of RAS in B cells R-HSA-1169092	1	0	0/5	1	
Activation of SMO R-HSA-5635838	1	0	0/7	1	
Activation of TRKA receptors R-HSA-187015	1	0	0/3	1	
Activation of anterior HOX genes in hindbrain development during early embryogenesis R-HSA-5617472	0.988636648737535	0.218972704183379	1/95	1	RXRA
Activation of caspases through apoptosome-mediated cleavage R-HSA-111459	1	0	0/2	1	
Activation of gene expression by SREBF (SREBP) R-HSA-2426168	0.674006266008255	0.911637191484427	1/24	1	RXRA
Activation of kainate receptors upon glutamate binding R-HSA-451326	1	0	0/12	1	
Activation of the AP-1 family of transcription factors R-HSA-450341	0.372619750421713	2.33730135400856	1/10	1	MAPK8
Activation of the TFAP2 (AP-2) family of transcription factors R-HSA-8866907	1	0	0/6	1	
Activation of the phototransduction cascade R-HSA-2485179	1	0	0/6	1	
Activation of the pre-replicative complex R-HSA-68962	1	0	0/14	1	
Activation, myristolyation of BID and translocation to mitochondria R-HSA-75108	1	0	0/3	1	
Activation, translocation and oligomerization of BAX R-HSA-114294	1	0	0/2	1	
Acyl chain remodeling of CL R-HSA-1482798	1	0	0/4	1	
Acyl chain remodeling of DAG and TAG R-HSA-1482883	1	0	0/3	1	
Acyl chain remodelling of PC R-HSA-1482788	1	0	0/10	1	
Acyl chain remodelling of PE R-HSA-1482839	1	0	0/9	1	
Acyl chain remodelling of PG R-HSA-1482925	1	0	0/6	1	
Acyl chain remodelling of PI R-HSA-1482922	1	0	0/7	1	
Acyl chain remodelling of PS R-HSA-1482801	1	0	0/6	1	
Adaptive Immune System R-HSA-1280218	0.999992709222382	0.198330427066199	4/393	1	RPS27A;UBA52;ITCH;PJA2
Adenosine P1 receptors R-HSA-417973	1	0	0/2	1	
Adenylate cyclase activating pathway R-HSA-170660	1	0	0/5	1	
Adenylate cyclase inhibitory pathway R-HSA-170670	1	0	0/7	1	
Adherens junctions interactions R-HSA-418990	1	0	0/23	1	
Adipogenesis R-HSA-9843745	0.958981236727091	0.309410049969406	1/68	1	RXRA
Adrenaline signalling through Alpha-2 adrenergic receptor R-HSA-392023	1	0	0/2	1	
Adrenaline,noradrenaline inhibits insulin secretion R-HSA-400042	1	0	0/13	1	
Adrenoceptors R-HSA-390696	1	0	0/3	1	
Advanced glycosylation endproduct receptor signaling R-HSA-879415	1	0	0/11	1	
Aerobic respiration and respiratory electron transport R-HSA-1428517	0.739515470496303	0.794742277588621	4/109	1	RPS27A;UBA52;DLD;DLST
Aflatoxin activation and detoxification R-HSA-5423646	0.243898522220466	4.2102530712845	1/6	1	DPEP1
Aggrephagy R-HSA-9646399	0.447212002292423	1.35719018773658	2/33	1	RPS27A;UBA52
Agmatine biosynthesis R-HSA-351143	1	0	0/0	1	
Alanine metabolism R-HSA-8964540	1	0	0/0	1	
Alpha-defensins R-HSA-1462054	1	0	0/3	1	
Alpha-oxidation of phytanate R-HSA-389599	0.130412858773516	10.523722263924	1/3	1	PECR
Alpha-protein kinase 1 signaling pathway R-HSA-9645460	0.06004185348531	6.04238594365855	2/9	1	RPS27A;UBA52
Alternative Lengthening of Telomeres (ALT) R-HSA-9006821	1	0	0/1	1	
Alternative complement activation R-HSA-173736	1	0	0/2	1	
Amine Oxidase reactions R-HSA-140179	1	0	0/1	1	
Amine ligand-binding receptors R-HSA-375280	1	0	0/3	1	
Amino acid transport across the plasma membrane R-HSA-352230	0.372619750421713	2.33730135400856	1/10	1	SLC7A9
Amino acids regulate mTORC1 R-HSA-9639288	1	0	0/40	1	
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal R-HSA-141444	0.78625530755307	0.653738441744843	1/33	1	RPS27
Amplification of signal from the kinetochores R-HSA-141424	0.78625530755307	0.653738441744843	1/33	1	RPS27
Amyloid fiber formation R-HSA-977225	0.905906272898375	0.500114724504252	2/85	1	RPS27A;UBA52
Anchoring fibril formation R-HSA-2214320	1	0	0/13	1	
Anchoring of the basal body to the plasma membrane R-HSA-5620912	1	0	0/45	1	
Androgen biosynthesis R-HSA-193048	1	0	0/2	1	
Antagonism of Activin by Follistatin R-HSA-2473224	1	0	0/2	1	
Anti-inflammatory response favouring Leishmania parasite infection R-HSA-9662851	0.859989740760229	0.509050122283443	1/42	1	DPEP1
Antigen Presentation: Folding, assembly and peptide loading of class I MHC R-HSA-983170	1	0	0/20	1	
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers R-HSA-983695	1	0	0/16	1	
Antigen processing-Cross presentation R-HSA-1236975	0.909409781958174	0.494030583052715	2/86	1	RPS27A;UBA52
Antigen processing: Ubiquitination & Proteasome degradation R-HSA-983168	0.922577027806246	0.557392775663248	4/152	1	RPS27A;UBA52;ITCH;PJA2
Antimicrobial peptides R-HSA-6803157	0.525973516606388	1.40057581799481	1/16	1	LCN2
Antiviral mechanism by IFN-stimulated genes R-HSA-1169410	0.881157932871274	0.587034365052309	3/109	1	RPS27A;UBA52;EIF2S2
Apoptosis R-HSA-109581	0.941209263324802	0.487228792575085	3/130	1	RPS27A;UBA52;MAPK8
Apoptosis induced DNA fragmentation R-HSA-140342	1	0	0/10	1	
Apoptotic cleavage of cell adhesion  proteins R-HSA-351906	1	0	0/4	1	
Apoptotic cleavage of cellular proteins R-HSA-111465	1	0	0/20	1	
Apoptotic execution phase R-HSA-75153	1	0	0/31	1	
Apoptotic factor-mediated response R-HSA-111471	1	0	0/9	1	
Aquaporin-mediated transport R-HSA-445717	1	0	0/21	1	
Arachidonate production from DAG R-HSA-426048	1	0	0/4	1	
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2 R-HSA-211957	1	0	0/0	1	
Aryl hydrocarbon receptor signalling R-HSA-8937144	1	0	0/6	1	
Asparagine N-linked glycosylation R-HSA-446203	0.901296518116696	0.59051334121561	4/144	1	RPS27A;UBA52;RPN1;RPN2
Assembly Of The HIV Virion R-HSA-175474	0.06004185348531	6.04238594365855	2/9	1	RPS27A;UBA52
Assembly and cell surface presentation of NMDA receptors R-HSA-9609736	1	0	0/31	1	
Assembly and release of respiratory syncytial virus (RSV) virions R-HSA-9820962	1	0	0/2	1	
Assembly of Viral Components at the Budding Site R-HSA-168316	1	0	0/2	1	
Assembly of active LPL and LIPC lipase complexes R-HSA-8963889	1	0	0/9	1	
Assembly of collagen fibrils and other multimeric structures R-HSA-2022090	1	0	0/38	1	
Assembly of the ORC complex at the origin of replication R-HSA-68616	1	0	0/58	1	
Assembly of the pre-replicative complex R-HSA-68867	0.982194912225101	0.328409099335342	2/127	1	RPS27A;UBA52
Association of TriC/CCT with target proteins during biosynthesis R-HSA-390471	1	0	0/22	1	
Astrocytic Glutamate-Glutamine Uptake And Metabolism R-HSA-210455	1	0	0/2	1	
Asymmetric localization of PCP proteins R-HSA-4608870	0.74940967662696	0.746509002082377	2/58	1	RPS27A;UBA52
Atorvastatin ADME R-HSA-9754706	0.130412858773516	10.523722263924	1/3	1	PON1
Attachment and Entry R-HSA-9678110	1	0	0/1	1	
Attachment and Entry R-HSA-9694614	1	0	0/7	1	
Attachment of GPI anchor to uPAR R-HSA-162791	1	0	0/2	1	
Attenuation phase R-HSA-3371568	1	0	0/19	1	
Autodegradation of Cdh1 by Cdh1:APC/C R-HSA-174084	0.789390949705578	0.684426851081146	2/63	1	RPS27A;UBA52
Autodegradation of the E3 ubiquitin ligase COP1 R-HSA-349425	0.411808540572252	1.31619551496602	3/51	1	RPS27A;UBA52;ATM
Autointegration results in viral DNA circles R-HSA-177539	1	0	0/3	1	
Autophagy R-HSA-9612973	0.609630731242634	0.952535989580561	4/92	1	RPS27A;UBA52;ATM;EEF1A1
Axonal growth inhibition (RHOA activation) R-HSA-193634	1	0	0/2	1	
Axonal growth stimulation R-HSA-209563	1	0	0/2	1	
Azathioprine ADME R-HSA-9748787	1	0	0/11	1	
B-WICH complex positively regulates rRNA expression R-HSA-5250924	1	0	0/75	1	
BBSome-mediated cargo-targeting to cilium R-HSA-5620922	1	0	0/11	1	
BDNF activates NTRK2 (TRKB) signaling R-HSA-9024909	1	0	0/1	1	
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members R-HSA-111453	1	0	0/8	1	
BMAL1:CLOCK,NPAS2 activates circadian gene expression R-HSA-1368108	0.230198821057567	2.34467038032331	2/20	1	RXRA;F7
Bacterial Infection Pathways R-HSA-9824439	0.56342018388623	1.07659269908281	2/41	1	RPS27A;UBA52
Base Excision Repair R-HSA-73884	1	0	0/53	1	
Base-Excision Repair, AP Site Formation R-HSA-73929	1	0	0/43	1	
Basigin interactions R-HSA-210991	0.401236003749032	2.10327557236295	1/11	1	SLC7A9
Beta defensins R-HSA-1461957	1	0	0/6	1	
Beta oxidation of butanoyl-CoA to acetyl-CoA R-HSA-77352	1	0	0/5	1	
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA R-HSA-77346	1	0	0/2	1	
Beta oxidation of hexanoyl-CoA to butanoyl-CoA R-HSA-77350	1	0	0/3	1	
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA R-HSA-77310	1	0	0/3	1	
Beta oxidation of myristoyl-CoA to lauroyl-CoA R-HSA-77285	1	0	0/1	1	
Beta oxidation of octanoyl-CoA to hexanoyl-CoA R-HSA-77348	1	0	0/2	1	
Beta oxidation of palmitoyl-CoA to myristoyl-CoA R-HSA-77305	1	0	0/0	1	
Beta-catenin independent WNT signaling R-HSA-3858494	0.864880999970201	0.610703709158852	3/105	1	RPS27A;UBA52;MYC
Beta-catenin phosphorylation cascade R-HSA-196299	1	0	0/11	1	
Beta-oxidation of pristanoyl-CoA R-HSA-389887	1	0	0/3	1	
Beta-oxidation of very long chain fatty acids R-HSA-390247	1	0	0/4	1	
Bicarbonate transporters R-HSA-425381	1	0	0/3	1	
Binding and Uptake of Ligands by Scavenger Receptors R-HSA-2173782	0.230198821057567	2.34467038032331	2/20	1	LRP1;FTL
Binding and entry of HIV virion R-HSA-173107	1	0	0/4	1	
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	0.311243449649004	3.00642225971622	1/8	1	MYC
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB R-HSA-141333	1	0	0/1	1	
Biosynthesis of A2E, implicated in retinal degradation R-HSA-2466712	1	0	0/0	1	
Biosynthesis of D-series resolvins R-HSA-9018676	0.088939547735239	21.0328451746634	1/2	1	GPX4
Biosynthesis of DHA-derived sulfido conjugates R-HSA-9026395	1	0	0/0	1	
Biosynthesis of DPA-derived SPMs R-HSA-9018683	1	0	0/3	1	
Biosynthesis of DPAn-3 SPMs R-HSA-9025094	1	0	0/3	1	
Biosynthesis of DPAn-3-derived 13-series resolvins R-HSA-9026403	1	0	0/1	1	
Biosynthesis of DPAn-3-derived maresins R-HSA-9026290	1	0	0/1	1	
Biosynthesis of DPAn-3-derived protectins and resolvins R-HSA-9026286	1	0	0/2	1	
Biosynthesis of DPAn-6 SPMs R-HSA-9025106	1	0	0/1	1	
Biosynthesis of E-series 18(R)-resolvins R-HSA-9023661	0.130412858773516	10.523722263924	1/3	1	GPX4
Biosynthesis of E-series 18(S)-resolvins R-HSA-9018896	0.130412858773516	10.523722263924	1/3	1	GPX4
Biosynthesis of EPA-derived SPMs R-HSA-9018679	0.170008016899146	7.01763458791724	1/4	1	GPX4
Biosynthesis of aspirin-triggered D-series resolvins R-HSA-9020265	0.088939547735239	21.0328451746634	1/2	1	GPX4
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives R-HSA-9027604	1	0	0/2	1	
Biosynthesis of maresin conjugates in tissue regeneration (MCTR) R-HSA-9026762	1	0	0/0	1	
Biosynthesis of maresin-like SPMs R-HSA-9027307	1	0	0/0	1	
Biosynthesis of maresins R-HSA-9018682	0.088939547735239	21.0328451746634	1/2	1	EPHX2
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR) R-HSA-9026766	1	0	0/0	1	
Biosynthesis of protectins R-HSA-9018681	1	0	0/1	1	
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein R-HSA-446193	1	0	0/21	1	
Blockage of phagosome acidification R-HSA-9636467	1	0	0/0	1	
Blood group systems biosynthesis R-HSA-9033658	1	0	0/4	1	
Breakdown of the nuclear lamina R-HSA-352238	1	0	0/1	1	
Budding and maturation of HIV virion R-HSA-162588	0.163025800842854	3.01744625225395	2/16	1	RPS27A;UBA52
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA R-HSA-450385	1	0	0/15	1	
Butyrophilin (BTN) family interactions R-HSA-8851680	1	0	0/4	1	
C-type lectin receptors (CLRs) R-HSA-5621481	0.974291006056864	0.354739212435479	2/118	1	RPS27A;UBA52
C6 deamination of adenosine R-HSA-75102	1	0	0/0	1	
CASP8 activity is inhibited R-HSA-5218900	1	0	0/10	1	
CD163 mediating an anti-inflammatory response R-HSA-9662834	1	0	0/6	1	
CD209 (DC-SIGN) signaling R-HSA-5621575	1	0	0/21	1	
CD22 mediated BCR regulation R-HSA-5690714	1	0	0/4	1	
CD28 co-stimulation R-HSA-389356	1	0	0/26	1	
CD28 dependent PI3K/Akt signaling R-HSA-389357	1	0	0/17	1	
CD28 dependent Vav1 pathway R-HSA-389359	1	0	0/9	1	
CDC42 GTPase cycle R-HSA-9013148	1	0	0/70	1	
CDC6 association with the ORC:origin complex R-HSA-68689	1	0	0/3	1	
CDH11 homotypic and heterotypic interactions R-HSA-9833576	1	0	0/5	1	
CDK-mediated phosphorylation and removal of Cdc6 R-HSA-69017	0.847416675874025	0.595025345648933	2/72	1	RPS27A;UBA52
CHL1 interactions R-HSA-447041	1	0	0/5	1	
CLEC7A (Dectin-1) induces NFAT activation R-HSA-5607763	1	0	0/9	1	
CLEC7A (Dectin-1) signaling R-HSA-5607764	0.925174377111371	0.465676834133248	2/91	1	RPS27A;UBA52
CLEC7A/inflammasome pathway R-HSA-5660668	1	0	0/6	1	
COPI-dependent Golgi-to-ER retrograde traffic R-HSA-6811434	1	0	0/55	1	
COPI-independent Golgi-to-ER retrograde traffic R-HSA-6811436	1	0	0/36	1	
COPI-mediated anterograde transport R-HSA-6807878	1	0	0/69	1	
COPII-mediated vesicle transport R-HSA-204005	1	0	0/32	1	
COX reactions R-HSA-140180	1	0	0/1	1	
CREB phosphorylation R-HSA-199920	1	0	0/7	1	
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling R-HSA-442742	1	0	0/21	1	
CREB1 phosphorylation through the activation of Adenylate Cyclase R-HSA-442720	1	0	0/7	1	
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde R-HSA-442729	1	0	0/6	1	
CREB3 factors activate genes R-HSA-8874211	1	0	0/4	1	
CRMPs in Sema3A signaling R-HSA-399956	1	0	0/8	1	
CS/DS degradation R-HSA-2024101	1	0	0/6	1	
CTLA4 inhibitory signaling R-HSA-389513	1	0	0/15	1	
CTNNB1 S33 mutants aren't phosphorylated R-HSA-5358747	1	0	0/11	1	
CTNNB1 S37 mutants aren't phosphorylated R-HSA-5358749	1	0	0/11	1	
CTNNB1 S45 mutants aren't phosphorylated R-HSA-5358751	1	0	0/11	1	
CTNNB1 T41 mutants aren't phosphorylated R-HSA-5358752	1	0	0/11	1	
CYP2E1 reactions R-HSA-211999	1	0	0/3	1	
Ca-dependent events R-HSA-111996	1	0	0/23	1	
Ca2+ activated K+ channels R-HSA-1296052	1	0	0/2	1	
Ca2+ pathway R-HSA-4086398	0.78625530755307	0.653738441744843	1/33	1	MYC
CaM pathway R-HSA-111997	1	0	0/21	1	
CaMK IV-mediated phosphorylation of CREB R-HSA-111932	1	0	0/8	1	
Calcineurin activates NFAT R-HSA-2025928	1	0	0/9	1	
Calcitonin-like ligand receptors R-HSA-419812	1	0	0/5	1	
Calmodulin induced events R-HSA-111933	1	0	0/21	1	
Calnexin/calreticulin cycle R-HSA-901042	0.131009495027598	3.52183208401738	2/14	1	RPS27A;UBA52
Cam-PDE 1 activation R-HSA-111957	1	0	0/2	1	
Carboxyterminal post-translational modifications of tubulin R-HSA-8955332	1	0	0/23	1	
Cardiac conduction R-HSA-5576891	1	0	0/51	1	
Cardiogenesis R-HSA-9733709	1	0	0/18	1	
Cargo concentration in the ER R-HSA-5694530	1	0	0/17	1	
Cargo recognition for clathrin-mediated endocytosis R-HSA-8856825	0.507668742418996	1.12585241660912	3/59	1	RPS27A;UBA52;SCARB2
Cargo trafficking to the periciliary membrane R-HSA-5620920	1	0	0/21	1	
Carnitine metabolism R-HSA-200425	0.311243449649004	3.00642225971622	1/8	1	RXRA
Carnitine synthesis R-HSA-71262	1	0	0/1	1	
Caspase activation via Death Receptors in the presence of ligand R-HSA-140534	1	0	0/13	1	
Caspase activation via Dependence Receptors in the absence of ligand R-HSA-418889	1	0	0/3	1	
Caspase activation via extrinsic apoptotic signalling pathway R-HSA-5357769	1	0	0/16	1	
Caspase-mediated cleavage of cytoskeletal proteins R-HSA-264870	1	0	0/7	1	
Catecholamine biosynthesis R-HSA-209905	1	0	0/1	1	
Cation-coupled Chloride cotransporters R-HSA-426117	1	0	0/4	1	
Cdc20:Phospho-APC/C mediated degradation of Cyclin A R-HSA-174184	0.829900058137895	0.622157526904295	2/69	1	RPS27A;UBA52
Cell Cycle Checkpoints R-HSA-69620	0.968498499087742	0.465216002735644	4/180	1	RPS27A;UBA52;RPS27;ATM
Cell Cycle R-HSA-1640170	0.999970583420604	0.245083232313058	5/400	1	RPS27A;UBA52;RPS27;ATM;MYC
Cell Cycle, Mitotic R-HSA-69278	0.999932629738212	0.232360060748216	4/341	1	RPS27A;UBA52;RPS27;MYC
Cell death signalling via NRAGE, NRIF and NADE R-HSA-204998	0.285808234335907	1.66677977522279	3/41	1	RPS27A;UBA52;MAPK8
Cell junction organization R-HSA-446728	1	0	0/46	1	
Cell recruitment (pro-inflammatory response) R-HSA-9664424	1	0	0/24	1	
Cell surface interactions at the vascular wall R-HSA-202733	0.954905584443582	0.319097673882496	1/66	1	SLC7A9
Cell-Cell communication R-HSA-1500931	1	0	0/70	1	
Cell-cell junction organization R-HSA-421270	1	0	0/29	1	
Cell-extracellular matrix interactions R-HSA-446353	1	0	0/13	1	
Cellular Senescence R-HSA-2559583	0.960295411146124	0.485429078127958	4/173	1	RPS27A;UBA52;MAPK8;ATM
Cellular hexose transport R-HSA-189200	1	0	0/5	1	
Cellular response to chemical stress R-HSA-9711123	0.36203736364552	1.18922983441772	9/169	1	RPS27A;UBA52;RXRA;MYC;GCLM;GCLC;PRDX3;PRDX6;PRDX1
Cellular response to heat stress R-HSA-3371556	0.722429323875871	0.789379668972228	2/55	1	ATM;EEF1A1
Cellular response to hypoxia R-HSA-1234174	0.810603454663045	0.651832974412772	2/66	1	RPS27A;UBA52
Cellular response to mitochondrial stress R-HSA-9840373	0.278351883268369	3.50805115133119	1/7	1	EIF2S2
Centrosome maturation R-HSA-380287	1	0	0/41	1	
Ceramide signalling R-HSA-193681	1	0	0/2	1	
ChREBP activates metabolic gene expression R-HSA-163765	1	0	0/3	1	
Chaperonin-mediated protein folding R-HSA-390466	1	0	0/60	1	
Chemokine receptors bind chemokines R-HSA-380108	1	0	0/31	1	
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex R-HSA-75035	1	0	0/11	1	
Cholesterol biosynthesis R-HSA-191273	1	0	0/6	1	
Cholesterol biosynthesis via desmosterol R-HSA-6807047	1	0	0/0	1	
Cholesterol biosynthesis via lathosterol R-HSA-6807062	1	0	0/0	1	
Choline catabolism R-HSA-6798163	0.088939547735239	21.0328451746634	1/2	1	SARDH
Chondroitin sulfate biosynthesis R-HSA-2022870	1	0	0/10	1	
Chondroitin sulfate/dermatan sulfate metabolism R-HSA-1793185	1	0	0/21	1	
Chromatin modifications during the maternal to zygotic transition (MZT) R-HSA-9821002	1	0	0/60	1	
Chromatin modifying enzymes R-HSA-3247509	0.968498499087742	0.465216002735644	4/180	1	RPS2;SETDB1;DOT1L;SETDB2
Chromatin organization R-HSA-4839726	0.968498499087742	0.465216002735644	4/180	1	RPS2;SETDB1;DOT1L;SETDB2
Chromosome Maintenance R-HSA-73886	1	0	0/81	1	
Chylomicron assembly R-HSA-8963888	0.207809631971067	5.26311813187143	1/5	1	APOA2
Chylomicron clearance R-HSA-8964026	1	0	0/1	1	
Chylomicron remodeling R-HSA-8963901	0.243898522220466	4.2102530712845	1/6	1	APOA2
Cilium Assembly R-HSA-5617833	1	0	0/96	1	
Ciprofloxacin ADME R-HSA-9793528	0.088939547735239	21.0328451746634	1/2	1	SLCO1A2
Circadian Clock R-HSA-400253	0.210128488080681	1.76449204152017	4/52	1	RPS27A;UBA52;RXRA;F7
Citric acid cycle (TCA cycle) R-HSA-71403	0.100740509473812	4.22788067787197	2/12	1	DLD;DLST
Class A/1 (Rhodopsin-like receptors) R-HSA-373076	1	0	0/80	1	
Class B/2 (Secretin family receptors) R-HSA-373080	1	0	0/38	1	
Class C/3 (Metabotropic glutamate/pheromone receptors) R-HSA-420499	1	0	0/1	1	
Class I MHC mediated antigen processing & presentation R-HSA-983169	0.982936006560774	0.419994846184438	4/198	1	RPS27A;UBA52;ITCH;PJA2
Class I peroxisomal membrane protein import R-HSA-9603798	1	0	0/8	1	
Classical Kir channels R-HSA-1296053	1	0	0/1	1	
Classical antibody-mediated complement activation R-HSA-173623	1	0	0/3	1	
Clathrin-mediated endocytosis R-HSA-8856828	0.72940132624028	0.793307384637459	3/82	1	RPS27A;UBA52;SCARB2
Cleavage of the damaged purine R-HSA-110331	1	0	0/41	1	
Cleavage of the damaged pyrimidine  R-HSA-110329	1	0	0/43	1	
Cobalamin (Cbl) metabolism R-HSA-9759218	0.170008016899146	7.01763458791724	1/4	1	MMUT
Cobalamin (Cbl, vitamin B12) transport and metabolism R-HSA-196741	0.278351883268369	3.50805115133119	1/7	1	MMUT
Coenzyme A biosynthesis R-HSA-196783	1	0	0/1	1	
Cohesin Loading onto Chromatin R-HSA-2470946	1	0	0/10	1	
Collagen biosynthesis and modifying enzymes R-HSA-1650814	1	0	0/31	1	
Collagen chain trimerization R-HSA-8948216	1	0	0/22	1	
Collagen degradation R-HSA-1442490	1	0	0/34	1	
Collagen formation R-HSA-1474290	1	0	0/45	1	
Competing endogenous RNAs (ceRNAs) regulate PTEN translation R-HSA-8948700	1	0	0/1	1	
Complement cascade R-HSA-166658	1	0	0/25	1	
Complex I biogenesis R-HSA-6799198	1	0	0/41	1	
Condensation of Prometaphase Chromosomes R-HSA-2514853	1	0	0/6	1	
Condensation of Prophase Chromosomes R-HSA-2299718	1	0	0/63	1	
Constitutive Signaling by AKT1 E17K in Cancer R-HSA-5674400	1	0	0/25	1	
Constitutive Signaling by Aberrant PI3K in Cancer R-HSA-2219530	1	0	0/43	1	
Constitutive Signaling by EGFRvIII R-HSA-5637810	1	0	0/13	1	
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	0.179515232815229	2.81567630026908	2/17	1	RPS27A;UBA52
Constitutive Signaling by NOTCH1 HD Domain Mutants R-HSA-2691232	0.06004185348531	6.04238594365855	2/9	1	RPS27A;UBA52
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	0.399381708129829	1.34453431103282	3/50	1	RPS27A;UBA52;MYC
Constitutive Signaling by NOTCH1 PEST Domain Mutants R-HSA-2644606	0.399381708129829	1.34453431103282	3/50	1	RPS27A;UBA52;MYC
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant R-HSA-2660826	1	0	0/4	1	
Constitutive Signaling by Overexpressed ERBB2 R-HSA-9634285	1	0	0/7	1	
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase R-HSA-176407	1	0	0/18	1	
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding R-HSA-6814122	1	0	0/23	1	
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding R-HSA-389958	1	0	0/33	1	
Costimulation by the CD28 family R-HSA-388841	1	0	0/51	1	
Creatine metabolism R-HSA-71288	1	0	0/1	1	
Creation of C4 and C2 activators R-HSA-166786	1	0	0/7	1	
Cristae formation R-HSA-8949613	1	0	0/25	1	
Cross-presentation of particulate exogenous antigens (phagosomes) R-HSA-1236973	1	0	0/5	1	
Cross-presentation of soluble exogenous antigens (endosomes) R-HSA-1236978	1	0	0/45	1	
Crosslinking of collagen fibrils R-HSA-2243919	1	0	0/14	1	
Cyclin A/B1/B2 associated events during G2/M transition R-HSA-69273	1	0	0/15	1	
Cyclin A:Cdk2-associated events at S phase entry R-HSA-69656	0.66250209264734	0.884545950941929	3/74	1	RPS27A;UBA52;MYC
Cyclin D associated events in G1 R-HSA-69231	0.589625102228257	1.02358551369314	2/43	1	RPS27A;UBA52
Cyclin E associated events during G1/S transition  R-HSA-69202	0.644038428288987	0.910660302205805	3/72	1	RPS27A;UBA52;MYC
Cysteine formation from homocysteine R-HSA-1614603	1	0	0/1	1	
Cytochrome P450 - arranged by substrate type R-HSA-211897	0.525973516606388	1.40057581799481	1/16	1	RXRA
Cytochrome c-mediated apoptotic response R-HSA-111461	1	0	0/5	1	
Cytokine Signaling in Immune system R-HSA-1280215	0.999968121631845	0.322481213939118	9/540	1	RPS27A;UBA52;EIF2S2;MAPK8;LCN2;RPLP0;MYC;GSTO1;F13A1
Cytoprotection by HMOX1 R-HSA-9707564	0.90395296681504	0.425065272050262	1/50	1	RXRA
Cytosolic iron-sulfur cluster assembly R-HSA-2564830	1	0	0/2	1	
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	0.589625102228257	1.02358551369314	2/43	1	RPS27A;UBA52
Cytosolic sulfonation of small molecules R-HSA-156584	0.401236003749032	2.10327557236295	1/11	1	SLC26A1
Cytosolic tRNA aminoacylation R-HSA-379716	1	0	0/7	1	
DAG and IP3 signaling R-HSA-1489509	1	0	0/25	1	
DAP12 interactions R-HSA-2172127	1	0	0/23	1	
DAP12 signaling R-HSA-2424491	1	0	0/21	1	
