p.value	odds_ratio	overlap	adj_p.value	genes
RHO GTPases activate IQGAPs R-HSA-5626467	0.0786826511202566	3.22424299765577	3/31	0.689187313772809	TUBB4B;TUBA1A;TUBA1B
RHO GTPases Activate Formins R-HSA-5663220	0.080713042554639	2.2933702267174	5/71	0.704646101776355	TUBB4B;DYNLL1;TUBA1A;TUBA1B;SEC13
Chaperone Mediated Autophagy R-HSA-9613829	0.0841553294736415	4.61047128476955	2/15	0.729896223604721	HSPA8;HSP90AB1
RHOBTB1 GTPase cycle R-HSA-9013422	0.0841553294736415	4.61047128476955	2/15	0.729896223604721	CCT2;COPS4
Formation of TC-NER Pre-Incision Complex R-HSA-6781823	0.0848354746013388	3.11233808802649	3/32	0.731017368805043	RBX1;COPS8;COPS4
PKR-mediated signaling R-HSA-9833482	0.0845738607487179	2.25879664350731	5/72	0.731017368805043	HSPA8;TUBB4B;TUBA1A;TUBA1B;STAT1
Transcriptional regulation by RUNX1 R-HSA-8878171	0.0923185220827776	1.68933194834293	10/191	0.792923487403533	PSMA4;PSME2;PSMD10;PSMC4;PSMB8;PSMB9;PSMD6;PSMB10;PSME1;SPI1
ALK mutants bind TKIs R-HSA-9700645	0.0947839992105503	14.8886766889954	1/3	0.798592806046986	CLTC
Activation of BIM and translocation to mitochondria  R-HSA-111446	0.0947839992105503	14.8886766889954	1/3	0.798592806046986	DYNLL1
Budding and maturation of HIV virion R-HSA-162588	0.0941860345008945	4.28040479124839	2/16	0.798592806046986	CHMP2B;CHMP3
Early SARS-CoV-2 Infection Events R-HSA-9772572	0.0941860345008945	4.28040479124839	2/16	0.798592806046986	CHMP2B;CHMP3
Loss of phosphorylation of MECP2 at T308 R-HSA-9022535	0.0947839992105503	14.8886766889954	1/3	0.798592806046986	PRKACA
Protein lipoylation R-HSA-9857492	0.0947839992105503	14.8886766889954	1/3	0.798592806046986	NDUFAB1
Mitotic Prometaphase R-HSA-68877	0.0956550250035441	1.99900862268416	6/97	0.803381127719639	PRKACA;TUBB4B;DYNLL1;TUBA1A;TUBA1B;SEC13
Rab regulation of trafficking R-HSA-9007101	0.0977317857793977	2.91017543711293	3/34	0.818233941509531	AKT1;TRAPPC3;ARF6
Leishmania infection R-HSA-9658195	0.103023451865239	1.95502006521218	6/99	0.85712928291644	PRKACA;GRB2;FCGR2A;HSP90AB1;ARPC5;ACTR3
Parasitic Infection Pathways R-HSA-9824443	0.103023451865239	1.95502006521218	6/99	0.85712928291644	PRKACA;GRB2;FCGR2A;HSP90AB1;ARPC5;ACTR3
Cargo concentration in the ER R-HSA-5694530	0.104540139286391	3.99433462557141	2/17	0.861644502068577	SEC23A;SEC22B
Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729	0.104540139286391	3.99433462557141	2/17	0.861644502068577	CHMP2B;CHMP3
Signaling by cytosolic FGFR1 fusion mutants R-HSA-1839117	0.104540139286391	3.99433462557141	2/17	0.861644502068577	GRB2;STAT1
FCGR3A-mediated phagocytosis R-HSA-9664422	0.11136929093068	2.73235482024662	3/36	0.909458763476999	GRB2;ARPC5;ACTR3
Leishmania phagocytosis R-HSA-9664417	0.11136929093068	2.73235482024662	3/36	0.909458763476999	GRB2;ARPC5;ACTR3
Parasite infection R-HSA-9664407	0.11136929093068	2.73235482024662	3/36	0.909458763476999	GRB2;ARPC5;ACTR3
SUMOylation of DNA replication proteins R-HSA-4615885	0.115186232655127	3.74422880893092	2/18	0.934875417329379	SEC13;TOP2A
The role of Nef in HIV-1 replication and disease pathogenesis R-HSA-164952	0.115186232655127	3.74422880893092	2/18	0.934875417329379	HLA-A;ARF1
RHO GTPase Effectors R-HSA-195258	0.121648890189792	1.58788066355921	10/202	0.984317544401549	TUBB4B;DYNLL1;TUBA1A;GRB2;TUBA1B;SEC13;KIF5B;ARPC5;ACTR3;RAC2
AKT-mediated inactivation of FOXO1A R-HSA-211163	0.124353044522158	9.92960298870408	1/4	0.991090030515938	AKT1
Beta-oxidation of very long chain fatty acids R-HSA-390247	0.124353044522158	9.92960298870408	1/4	0.991090030515938	ACOT4
Lipophagy R-HSA-9613354	0.124353044522158	9.92960298870408	1/4	0.991090030515938	HSPA8
MET activates PTPN11 R-HSA-8865999	0.124353044522158	9.92960298870408	1/4	0.991090030515938	GRB2
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation R-HSA-2892245	0.124353044522158	9.92960298870408	1/4	0.991090030515938	CDX2
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	0.125198335051448	2.19087842480826	4/59	0.994839464750129	AKT1;GRB2;RAC2;PIP4K2A
2-LTR circle formation R-HSA-164843	1	0	0/5	1	
5-Phosphoribose 1-diphosphate biosynthesis R-HSA-73843	1	0	0/0	1	
A tetrasaccharide linker sequence is required for GAG synthesis R-HSA-1971475	1	0	0/10	1	
ABC transporters in lipid homeostasis R-HSA-1369062	1	0	0/10	1	
ABO blood group biosynthesis R-HSA-9033807	1	0	0/2	1	
ADORA2B mediated anti-inflammatory cytokines production R-HSA-9660821	0.502746226092124	1.48529432265259	1/21	1	PRKACA
ADP signalling through P2Y purinoceptor 1 R-HSA-418592	1	0	0/14	1	
ADP signalling through P2Y purinoceptor 12 R-HSA-392170	1	0	0/11	1	
AKT phosphorylates targets in the nucleus R-HSA-198693	0.2826787992188	3.30864949862645	1/10	1	AKT1
ALKBH2 mediated reversal of alkylation damage R-HSA-112122	1	0	0/0	1	
ALKBH3 mediated reversal of alkylation damage R-HSA-112126	1	0	0/0	1	
AMPK inhibits chREBP transcriptional activation activity R-HSA-163680	1	0	0/6	1	
APC truncation mutants are not K63 polyubiquitinated R-HSA-5467333	1	0	0/1	1	
APC truncation mutants have impaired AXIN binding R-HSA-5467337	0.2826787992188	3.30864949862645	1/10	1	GSK3B
APC-Cdc20 mediated degradation of Nek2A R-HSA-179409	1	0	0/22	1	
APC/C:Cdc20 mediated degradation of Cyclin B R-HSA-174048	1	0	0/23	1	
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway R-HSA-5649702	1	0	0/2	1	
APOBEC3G mediated resistance to HIV-1 infection R-HSA-180689	1	0	0/5	1	
ARL13B-mediated ciliary trafficking of INPP5E R-HSA-5624958	1	0	0/0	1	
ARMS-mediated activation R-HSA-170984	1	0	0/4	1	
ASP-3026-resistant ALK mutants R-HSA-9717264	1	0	0/0	1	
ATF4 activates genes in response to endoplasmic reticulum  stress R-HSA-380994	1	0	0/24	1	
ATF6 (ATF6-alpha) activates chaperone genes R-HSA-381183	0.258418896963325	3.72249508442804	1/9	1	XBP1
ATF6 (ATF6-alpha) activates chaperones R-HSA-381033	0.306150886106038	2.97723305650971	1/11	1	XBP1
ATF6B (ATF6-beta) activates chaperones R-HSA-8874177	1	0	0/4	1	
ATP sensitive Potassium channels R-HSA-1296025	1	0	0/1	1	
AXIN missense mutants destabilize the destruction complex R-HSA-5467340	0.2826787992188	3.30864949862645	1/10	1	GSK3B
Abacavir ADME R-HSA-2161522	1	0	0/3	1	
Abacavir metabolism R-HSA-2161541	1	0	0/1	1	
Abacavir transmembrane transport R-HSA-2161517	1	0	0/2	1	
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway R-HSA-73930	1	0	0/1	1	
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787	1	0	0/17	1	
Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139	1	0	0/35	1	
Aberrant regulation of mitotic exit in cancer due to RB1 defects R-HSA-9687136	1	0	0/19	1	
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate R-HSA-2978092	1	0	0/0	1	
Abortive elongation of HIV-1 transcript in the absence of Tat R-HSA-167242	1	0	0/19	1	
Acetylation R-HSA-156582	1	0	0/2	1	
Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	1	0	0/5	1	
Acetylcholine binding and downstream events R-HSA-181431	1	0	0/5	1	
Acetylcholine inhibits contraction of outer hair cells R-HSA-9667769	1	0	0/1	1	
Acetylcholine regulates insulin secretion R-HSA-399997	1	0	0/4	1	
Acrosome Reaction and Sperm:Oocyte Membrane Binding R-HSA-1300645	1	0	0/1	1	
Activated NOTCH1 Transmits Signal to the Nucleus R-HSA-2122948	1	0	0/15	1	
Activated NTRK2 signals through CDK5 R-HSA-9032845	1	0	0/5	1	
Activated NTRK2 signals through FRS2 and FRS3 R-HSA-9028731	0.207429845307695	4.96540189488741	1/7	1	GRB2
Activated NTRK2 signals through FYN R-HSA-9032500	1	0	0/4	1	
Activated NTRK2 signals through PI3K R-HSA-9028335	0.152963291582325	7.44678746050763	1/5	1	GRB2
Activated NTRK2 signals through PLCG1 R-HSA-9026527	1	0	0/2	1	
Activated NTRK2 signals through RAS R-HSA-9026519	0.180645600448662	5.95924542920011	1/6	1	GRB2
Activated NTRK3 signals through PI3K R-HSA-9603381	1	0	0/4	1	
Activated NTRK3 signals through PLCG1 R-HSA-9034793	1	0	0/1	1	
Activated NTRK3 signals through RAS R-HSA-9034864	0.152963291582325	7.44678746050763	1/5	1	GRB2
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 R-HSA-5625886	1	0	0/60	1	
Activated point mutants of FGFR2 R-HSA-2033519	1	0	0/4	1	
Activation and oligomerization of BAK protein R-HSA-111452	1	0	0/1	1	
Activation of AKT2 R-HSA-165158	1	0	0/3	1	
Activation of AMPA receptors R-HSA-399710	1	0	0/0	1	
Activation of ATR in response to replication stress R-HSA-176187	1	0	0/12	1	
Activation of BAD and translocation to mitochondria  R-HSA-111447	0.37209016294297	2.28864940157216	1/14	1	AKT1
Activation of BH3-only proteins R-HSA-114452	0.195580283730471	2.60036490712857	2/25	1	AKT1;DYNLL1
Activation of BMF and translocation to mitochondria R-HSA-139910	1	0	0/1	1	
Activation of C3 and C5 R-HSA-174577	1	0	0/5	1	
Activation of Ca-permeable Kainate Receptor R-HSA-451308	1	0	0/4	1	
Activation of G protein gated Potassium channels R-HSA-1296041	1	0	0/11	1	
Activation of GABAB receptors R-HSA-991365	1	0	0/18	1	
Activation of HOX genes during differentiation R-HSA-5619507	1	0	0/95	1	
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE) R-HSA-936964	1	0	0/14	1	
Activation of Matrix Metalloproteinases R-HSA-1592389	1	0	0/12	1	
Activation of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767	1	0	0/4	1	
Activation of NOXA and translocation to mitochondria R-HSA-111448	1	0	0/5	1	
Activation of Na-permeable kainate receptors R-HSA-451307	1	0	0/0	1	
Activation of PPARGC1A (PGC-1alpha) by phosphorylation R-HSA-2151209	1	0	0/7	1	
Activation of PUMA and translocation to mitochondria R-HSA-139915	1	0	0/7	1	
Activation of RAC1 R-HSA-428540	1	0	0/10	1	
Activation of RAC1 downstream of NMDARs R-HSA-9619229	1	0	0/5	1	
Activation of RAS in B cells R-HSA-1169092	1	0	0/5	1	
Activation of SMO R-HSA-5635838	1	0	0/7	1	
Activation of TRKA receptors R-HSA-187015	1	0	0/3	1	
Activation of anterior HOX genes in hindbrain development during early embryogenesis R-HSA-5617472	1	0	0/95	1	
Activation of caspases through apoptosome-mediated cleavage R-HSA-111459	1	0	0/2	1	
Activation of gene expression by SREBF (SREBP) R-HSA-2426168	1	0	0/24	1	
Activation of kainate receptors upon glutamate binding R-HSA-451326	1	0	0/12	1	
Activation of the AP-1 family of transcription factors R-HSA-450341	1	0	0/10	1	
Activation of the TFAP2 (AP-2) family of transcription factors R-HSA-8866907	1	0	0/6	1	
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S R-HSA-72662	1	0	0/49	1	
Activation of the phototransduction cascade R-HSA-2485179	1	0	0/6	1	
Activation of the pre-replicative complex R-HSA-68962	1	0	0/14	1	
Activation, myristolyation of BID and translocation to mitochondria R-HSA-75108	1	0	0/3	1	
Activation, translocation and oligomerization of BAX R-HSA-114294	1	0	0/2	1	
Acyl chain remodeling of CL R-HSA-1482798	1	0	0/4	1	
Acyl chain remodeling of DAG and TAG R-HSA-1482883	1	0	0/3	1	
Acyl chain remodelling of PC R-HSA-1482788	1	0	0/10	1	
Acyl chain remodelling of PE R-HSA-1482839	1	0	0/9	1	
Acyl chain remodelling of PG R-HSA-1482925	1	0	0/6	1	
Acyl chain remodelling of PI R-HSA-1482922	1	0	0/7	1	
Acyl chain remodelling of PS R-HSA-1482801	1	0	0/6	1	
Adenosine P1 receptors R-HSA-417973	1	0	0/2	1	
Adenylate cyclase activating pathway R-HSA-170660	1	0	0/5	1	
Adenylate cyclase inhibitory pathway R-HSA-170670	1	0	0/7	1	
Adherens junctions interactions R-HSA-418990	1	0	0/23	1	
Adipogenesis R-HSA-9843745	1	0	0/68	1	
Adrenaline signalling through Alpha-2 adrenergic receptor R-HSA-392023	1	0	0/2	1	
Adrenaline,noradrenaline inhibits insulin secretion R-HSA-400042	1	0	0/13	1	
Adrenoceptors R-HSA-390696	1	0	0/3	1	
Advanced glycosylation endproduct receptor signaling R-HSA-879415	1	0	0/11	1	
Aerobic respiration and respiratory electron transport R-HSA-1428517	0.144108685149985	1.76066020677144	6/109	1	NDUFC2;NDUFB2;ME2;PKM;NDUFAB1;NDUFB6
Aflatoxin activation and detoxification R-HSA-5423646	1	0	0/6	1	
Agmatine biosynthesis R-HSA-351143	1	0	0/0	1	
Alanine metabolism R-HSA-8964540	1	0	0/0	1	
Alpha-defensins R-HSA-1462054	1	0	0/3	1	
Alpha-oxidation of phytanate R-HSA-389599	1	0	0/3	1	
Alpha-protein kinase 1 signaling pathway R-HSA-9645460	1	0	0/9	1	
Alternative Lengthening of Telomeres (ALT) R-HSA-9006821	1	0	0/1	1	
Alternative complement activation R-HSA-173736	1	0	0/2	1	
Amine Oxidase reactions R-HSA-140179	1	0	0/1	1	
Amine ligand-binding receptors R-HSA-375280	1	0	0/3	1	
Amino Acid conjugation R-HSA-156587	1	0	0/4	1	
Amino acid transport across the plasma membrane R-HSA-352230	1	0	0/10	1	
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal R-HSA-141444	0.293105013341017	1.92564700900133	2/33	1	DYNLL1;SEC13
Amplification of signal from the kinetochores R-HSA-141424	0.293105013341017	1.92564700900133	2/33	1	DYNLL1;SEC13
Amyloid fiber formation R-HSA-977225	1	0	0/85	1	
Anchoring fibril formation R-HSA-2214320	1	0	0/13	1	
Androgen biosynthesis R-HSA-193048	1	0	0/2	1	
Antagonism of Activin by Follistatin R-HSA-2473224	1	0	0/2	1	
Anti-inflammatory response favouring Leishmania parasite infection R-HSA-9662851	0.400845720319079	1.48902903265786	2/42	1	PRKACA;FCGR2A
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers R-HSA-983695	0.412554996912961	1.98274326594573	1/16	1	GRB2
Antimicrobial peptides R-HSA-6803157	1	0	0/16	1	
Apoptosis induced DNA fragmentation R-HSA-140342	1	0	0/10	1	
Apoptotic cleavage of cell adhesion  proteins R-HSA-351906	1	0	0/4	1	
Apoptotic cleavage of cellular proteins R-HSA-111465	1	0	0/20	1	
Apoptotic execution phase R-HSA-75153	1	0	0/31	1	
Apoptotic factor-mediated response R-HSA-111471	1	0	0/9	1	
Aquaporin-mediated transport R-HSA-445717	0.502746226092124	1.48529432265259	1/21	1	PRKACA
Arachidonate production from DAG R-HSA-426048	1	0	0/4	1	
Arachidonic acid metabolism R-HSA-2142753	1	0	0/21	1	
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2 R-HSA-211957	1	0	0/0	1	
Aryl hydrocarbon receptor signalling R-HSA-8937144	0.180645600448662	5.95924542920011	1/6	1	HSP90AB1
Aspartate and asparagine metabolism R-HSA-8963693	1	0	0/4	1	
Aspirin ADME R-HSA-9749641	1	0	0/12	1	
Assembly Of The HIV Virion R-HSA-175474	1	0	0/9	1	
Assembly of Viral Components at the Budding Site R-HSA-168316	1	0	0/2	1	
Assembly of active LPL and LIPC lipase complexes R-HSA-8963889	1	0	0/9	1	
Assembly of collagen fibrils and other multimeric structures R-HSA-2022090	1	0	0/38	1	
Assembly of the ORC complex at the origin of replication R-HSA-68616	1	0	0/58	1	
Astrocytic Glutamate-Glutamine Uptake And Metabolism R-HSA-210455	1	0	0/2	1	
Atorvastatin ADME R-HSA-9754706	1	0	0/3	1	
Attachment and Entry R-HSA-9678110	1	0	0/1	1	
Attachment and Entry R-HSA-9694614	1	0	0/7	1	
Attachment of GPI anchor to uPAR R-HSA-162791	1	0	0/2	1	
Autointegration results in viral DNA circles R-HSA-177539	1	0	0/3	1	
Axonal growth inhibition (RHOA activation) R-HSA-193634	1	0	0/2	1	
Axonal growth stimulation R-HSA-209563	1	0	0/2	1	
Azathioprine ADME R-HSA-9748787	1	0	0/11	1	
B-WICH complex positively regulates rRNA expression R-HSA-5250924	0.91892361242187	0.395976005705734	1/75	1	GSK3B
BDNF activates NTRK2 (TRKB) signaling R-HSA-9024909	1	0	0/1	1	
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members R-HSA-111453	1	0	0/8	1	
BMAL1:CLOCK,NPAS2 activates circadian gene expression R-HSA-1368108	1	0	0/20	1	
Bacterial Infection Pathways R-HSA-9824439	0.148324821971488	2.37009738148328	3/41	1	GRB2;HSP90AB1;PGK1
Base Excision Repair R-HSA-73884	1	0	0/53	1	
Base-Excision Repair, AP Site Formation R-HSA-73929	1	0	0/43	1	
Basigin interactions R-HSA-210991	1	0	0/11	1	
Beta defensins R-HSA-1461957	1	0	0/6	1	
Beta oxidation of butanoyl-CoA to acetyl-CoA R-HSA-77352	1	0	0/5	1	
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA R-HSA-77346	1	0	0/2	1	
Beta oxidation of hexanoyl-CoA to butanoyl-CoA R-HSA-77350	1	0	0/3	1	
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA R-HSA-77310	1	0	0/3	1	
Beta oxidation of myristoyl-CoA to lauroyl-CoA R-HSA-77285	1	0	0/1	1	
Beta oxidation of octanoyl-CoA to hexanoyl-CoA R-HSA-77348	1	0	0/2	1	
Beta oxidation of palmitoyl-CoA to myristoyl-CoA R-HSA-77305	1	0	0/0	1	
Beta-catenin phosphorylation cascade R-HSA-196299	0.306150886106038	2.97723305650971	1/11	1	GSK3B
Beta-oxidation of pristanoyl-CoA R-HSA-389887	1	0	0/3	1	
Bicarbonate transporters R-HSA-425381	1	0	0/3	1	
Bile acid and bile salt metabolism R-HSA-194068	1	0	0/13	1	
Binding and Uptake of Ligands by Scavenger Receptors R-HSA-2173782	1	0	0/20	1	
Binding and entry of HIV virion R-HSA-173107	1	0	0/4	1	
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	1	0	0/8	1	
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB R-HSA-141333	1	0	0/1	1	
Biological oxidations R-HSA-211859	0.702748401228579	0.820547402458074	2/74	1	HSP90AB1;ESD
Biosynthesis of A2E, implicated in retinal degradation R-HSA-2466712	1	0	0/0	1	
Biosynthesis of D-series resolvins R-HSA-9018676	1	0	0/2	1	
Biosynthesis of DHA-derived SPMs R-HSA-9018677	1	0	0/5	1	
Biosynthesis of DHA-derived sulfido conjugates R-HSA-9026395	1	0	0/0	1	
Biosynthesis of DPA-derived SPMs R-HSA-9018683	1	0	0/3	1	
Biosynthesis of DPAn-3 SPMs R-HSA-9025094	1	0	0/3	1	
Biosynthesis of DPAn-3-derived 13-series resolvins R-HSA-9026403	1	0	0/1	1	
Biosynthesis of DPAn-3-derived maresins R-HSA-9026290	1	0	0/1	1	
Biosynthesis of DPAn-3-derived protectins and resolvins R-HSA-9026286	1	0	0/2	1	
Biosynthesis of DPAn-6 SPMs R-HSA-9025106	1	0	0/1	1	
Biosynthesis of E-series 18(R)-resolvins R-HSA-9023661	1	0	0/3	1	
Biosynthesis of E-series 18(S)-resolvins R-HSA-9018896	1	0	0/3	1	
Biosynthesis of EPA-derived SPMs R-HSA-9018679	1	0	0/4	1	
Biosynthesis of aspirin-triggered D-series resolvins R-HSA-9020265	1	0	0/2	1	
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives R-HSA-9027604	1	0	0/2	1	
Biosynthesis of maresin conjugates in tissue regeneration (MCTR) R-HSA-9026762	1	0	0/0	1	
Biosynthesis of maresin-like SPMs R-HSA-9027307	1	0	0/0	1	
Biosynthesis of maresins R-HSA-9018682	1	0	0/2	1	
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR) R-HSA-9026766	1	0	0/0	1	
Biosynthesis of protectins R-HSA-9018681	1	0	0/1	1	
Biosynthesis of specialized proresolving mediators (SPMs) R-HSA-9018678	1	0	0/6	1	
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein R-HSA-446193	1	0	0/21	1	
Biotin transport and metabolism R-HSA-196780	1	0	0/6	1	
Blockage of phagosome acidification R-HSA-9636467	1	0	0/0	1	
Blood group systems biosynthesis R-HSA-9033658	1	0	0/4	1	
Branched-chain amino acid catabolism R-HSA-70895	1	0	0/10	1	
Breakdown of the nuclear lamina R-HSA-352238	1	0	0/1	1	
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA R-HSA-450385	0.392656936762207	2.12481668814913	1/15	1	AKT1
Butyrophilin (BTN) family interactions R-HSA-8851680	1	0	0/4	1	
C6 deamination of adenosine R-HSA-75102	1	0	0/0	1	
CASP8 activity is inhibited R-HSA-5218900	1	0	0/10	1	
CD163 mediating an anti-inflammatory response R-HSA-9662834	1	0	0/6	1	
CD209 (DC-SIGN) signaling R-HSA-5621575	0.502746226092124	1.48529432265259	1/21	1	PRKACA
CD22 mediated BCR regulation R-HSA-5690714	1	0	0/4	1	
CD28 co-stimulation R-HSA-389356	0.207617938043856	2.49132790802566	2/26	1	AKT1;GRB2
CD28 dependent PI3K/Akt signaling R-HSA-389357	0.431805925514622	1.85846933099209	1/17	1	AKT1
CD28 dependent Vav1 pathway R-HSA-389359	0.258418896963325	3.72249508442804	1/9	1	GRB2
CDC42 GTPase cycle R-HSA-9013148	0.903997072396424	0.425219850754421	1/70	1	RACGAP1
CDC6 association with the ORC:origin complex R-HSA-68689	1	0	0/3	1	
CDH11 homotypic and heterotypic interactions R-HSA-9833576	1	0	0/5	1	
CHL1 interactions R-HSA-447041	0.152963291582325	7.44678746050763	1/5	1	HSPA8
CLEC7A (Dectin-1) induces NFAT activation R-HSA-5607763	1	0	0/9	1	
CLEC7A/inflammasome pathway R-HSA-5660668	1	0	0/6	1	
COX reactions R-HSA-140180	1	0	0/1	1	
CREB phosphorylation R-HSA-199920	1	0	0/7	1	
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling R-HSA-442742	1	0	0/21	1	
CREB1 phosphorylation through the activation of Adenylate Cyclase R-HSA-442720	0.207429845307695	4.96540189488741	1/7	1	PRKACA
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde R-HSA-442729	0.180645600448662	5.95924542920011	1/6	1	KPNA2
CREB3 factors activate genes R-HSA-8874211	1	0	0/4	1	
CRMPs in Sema3A signaling R-HSA-399956	0.233344945733602	4.2553675471041	1/8	1	GSK3B
CS/DS degradation R-HSA-2024101	1	0	0/6	1	
CTLA4 inhibitory signaling R-HSA-389513	0.392656936762207	2.12481668814913	1/15	1	AKT1
CTNNB1 S33 mutants aren't phosphorylated R-HSA-5358747	0.306150886106038	2.97723305650971	1/11	1	GSK3B
CTNNB1 S37 mutants aren't phosphorylated R-HSA-5358749	0.306150886106038	2.97723305650971	1/11	1	GSK3B
CTNNB1 S45 mutants aren't phosphorylated R-HSA-5358751	0.306150886106038	2.97723305650971	1/11	1	GSK3B
CTNNB1 T41 mutants aren't phosphorylated R-HSA-5358752	0.306150886106038	2.97723305650971	1/11	1	GSK3B
CYP2E1 reactions R-HSA-211999	1	0	0/3	1	
Ca-dependent events R-HSA-111996	0.171810524850556	2.84930879195428	2/23	1	PRKACA;KPNA2
Ca2+ activated K+ channels R-HSA-1296052	1	0	0/2	1	
Ca2+ pathway R-HSA-4086398	1	0	0/33	1	
CaM pathway R-HSA-111997	0.148587063380759	3.15063803388239	2/21	1	PRKACA;KPNA2
CaMK IV-mediated phosphorylation of CREB R-HSA-111932	0.233344945733602	4.2553675471041	1/8	1	KPNA2
Calcineurin activates NFAT R-HSA-2025928	1	0	0/9	1	
Calcitonin-like ligand receptors R-HSA-419812	1	0	0/5	1	
Calmodulin induced events R-HSA-111933	0.148587063380759	3.15063803388239	2/21	1	PRKACA;KPNA2
Calnexin/calreticulin cycle R-HSA-901042	1	0	0/14	1	
Cam-PDE 1 activation R-HSA-111957	1	0	0/2	1	
Cap-dependent Translation Initiation R-HSA-72737	1	0	0/97	1	
Cardiac conduction R-HSA-5576891	0.817898721327136	0.589674833625627	1/51	1	PRKACA
Cardiogenesis R-HSA-9733709	1	0	0/18	1	
Carnitine metabolism R-HSA-200425	1	0	0/8	1	
Carnitine synthesis R-HSA-71262	1	0	0/1	1	
Caspase activation via Death Receptors in the presence of ligand R-HSA-140534	1	0	0/13	1	
Caspase activation via Dependence Receptors in the absence of ligand R-HSA-418889	1	0	0/3	1	
Caspase activation via extrinsic apoptotic signalling pathway R-HSA-5357769	1	0	0/16	1	
Caspase-mediated cleavage of cytoskeletal proteins R-HSA-264870	1	0	0/7	1	
Catecholamine biosynthesis R-HSA-209905	1	0	0/1	1	
Cation-coupled Chloride cotransporters R-HSA-426117	1	0	0/4	1	
Cell death signalling via NRAGE, NRIF and NADE R-HSA-204998	1	0	0/41	1	
Cell junction organization R-HSA-446728	1	0	0/46	1	
Cell recruitment (pro-inflammatory response) R-HSA-9664424	0.550115851502016	1.29064629367649	1/24	1	HSP90AB1
Cell surface interactions at the vascular wall R-HSA-202733	0.641274836547706	0.925016793604346	2/66	1	GRB2;CD74
Cell-Cell communication R-HSA-1500931	0.903997072396424	0.425219850754421	1/70	1	GRB2
Cell-cell junction organization R-HSA-421270	1	0	0/29	1	
Cell-extracellular matrix interactions R-HSA-446353	1	0	0/13	1	
Cellular Senescence R-HSA-2559583	1	0	0/173	1	
Cellular hexose transport R-HSA-189200	1	0	0/5	1	
Cellular response to mitochondrial stress R-HSA-9840373	1	0	0/7	1	
Cellular response to starvation R-HSA-9711097	0.433096762360438	1.17330141134125	5/132	1	SEC13;ATP6V1E1;ATP6V0D1;ATP6V0B;LAMTOR5
Ceramide signalling R-HSA-193681	1	0	0/2	1	
ChREBP activates metabolic gene expression R-HSA-163765	1	0	0/3	1	
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex R-HSA-75035	1	0	0/11	1	
Cholesterol biosynthesis R-HSA-191273	1	0	0/6	1	
Cholesterol biosynthesis via desmosterol R-HSA-6807047	1	0	0/0	1	
Cholesterol biosynthesis via lathosterol R-HSA-6807062	1	0	0/0	1	
Choline catabolism R-HSA-6798163	1	0	0/2	1	
Chondroitin sulfate biosynthesis R-HSA-2022870	1	0	0/10	1	
Chondroitin sulfate/dermatan sulfate metabolism R-HSA-1793185	1	0	0/21	1	
Chromatin modifications during the maternal to zygotic transition (MZT) R-HSA-9821002	1	0	0/60	1	
Chromatin modifying enzymes R-HSA-3247509	1	0	0/180	1	
Chromatin organization R-HSA-4839726	1	0	0/180	1	
Chromosome Maintenance R-HSA-73886	1	0	0/81	1	
Chylomicron assembly R-HSA-8963888	1	0	0/5	1	
Chylomicron clearance R-HSA-8964026	1	0	0/1	1	
Chylomicron remodeling R-HSA-8963901	1	0	0/6	1	
Ciprofloxacin ADME R-HSA-9793528	1	0	0/2	1	
Circadian Clock R-HSA-400253	1	0	0/52	1	
Citric acid cycle (TCA cycle) R-HSA-71403	1	0	0/12	1	
