p.value	odds_ratio	overlap	adj_p.value	genes
Binding and Uptake of Ligands by Scavenger Receptors R-HSA-2173782	1	0	0/20	1	
Binding and entry of HIV virion R-HSA-173107	0.116263980170045	10.686886668013	1/4	1	CCR5
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	1	0	0/8	1	
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB R-HSA-141333	1	0	0/1	1	
Biological oxidations R-HSA-211859	1	0	0/74	1	
Biosynthesis of A2E, implicated in retinal degradation R-HSA-2466712	1	0	0/0	1	
Biosynthesis of D-series resolvins R-HSA-9018676	1	0	0/2	1	
Biosynthesis of DHA-derived SPMs R-HSA-9018677	1	0	0/5	1	
Biosynthesis of DHA-derived sulfido conjugates R-HSA-9026395	1	0	0/0	1	
Biosynthesis of DPA-derived SPMs R-HSA-9018683	1	0	0/3	1	
Biosynthesis of DPAn-3 SPMs R-HSA-9025094	1	0	0/3	1	
Biosynthesis of DPAn-3-derived 13-series resolvins R-HSA-9026403	1	0	0/1	1	
Biosynthesis of DPAn-3-derived maresins R-HSA-9026290	1	0	0/1	1	
Biosynthesis of DPAn-3-derived protectins and resolvins R-HSA-9026286	1	0	0/2	1	
Biosynthesis of DPAn-6 SPMs R-HSA-9025106	1	0	0/1	1	
Biosynthesis of E-series 18(R)-resolvins R-HSA-9023661	1	0	0/3	1	
Biosynthesis of E-series 18(S)-resolvins R-HSA-9018896	1	0	0/3	1	
Biosynthesis of EPA-derived SPMs R-HSA-9018679	1	0	0/4	1	
Biosynthesis of aspirin-triggered D-series resolvins R-HSA-9020265	1	0	0/2	1	
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives R-HSA-9027604	1	0	0/2	1	
Biosynthesis of maresin conjugates in tissue regeneration (MCTR) R-HSA-9026762	1	0	0/0	1	
Biosynthesis of maresin-like SPMs R-HSA-9027307	1	0	0/0	1	
Biosynthesis of maresins R-HSA-9018682	1	0	0/2	1	
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR) R-HSA-9026766	1	0	0/0	1	
Biosynthesis of protectins R-HSA-9018681	1	0	0/1	1	
Biosynthesis of specialized proresolving mediators (SPMs) R-HSA-9018678	1	0	0/6	1	
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein R-HSA-446193	1	0	0/21	1	
Biotin transport and metabolism R-HSA-196780	1	0	0/6	1	
Blockage of phagosome acidification R-HSA-9636467	1	0	0/0	1	
Blood group systems biosynthesis R-HSA-9033658	1	0	0/4	1	
Branched-chain amino acid catabolism R-HSA-70895	1	0	0/10	1	
Breakdown of the nuclear lamina R-HSA-352238	1	0	0/1	1	
Budding and maturation of HIV virion R-HSA-162588	1	0	0/16	1	
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA R-HSA-450385	1	0	0/15	1	
Butyrophilin (BTN) family interactions R-HSA-8851680	1	0	0/4	1	
C-type lectin receptors (CLRs) R-HSA-5621481	0.288936588408046	1.42776350931966	5/118	1	NFKB1;RELA;RELB;IL1B;NFKB2
C6 deamination of adenosine R-HSA-75102	1	0	0/0	1	
CASP8 activity is inhibited R-HSA-5218900	1	0	0/10	1	
CD163 mediating an anti-inflammatory response R-HSA-9662834	1	0	0/6	1	
CD22 mediated BCR regulation R-HSA-5690714	1	0	0/4	1	
CD28 co-stimulation R-HSA-389356	0.55318421545593	1.27728821101974	1/26	1	CDC42
CD28 dependent PI3K/Akt signaling R-HSA-389357	1	0	0/17	1	
CD28 dependent Vav1 pathway R-HSA-389359	0.242905995435717	4.00656868135255	1/9	1	CDC42
CDH11 homotypic and heterotypic interactions R-HSA-9833576	1	0	0/5	1	
CDK-mediated phosphorylation and removal of Cdc6 R-HSA-69017	0.650052482368673	0.909346948967421	2/72	1	CCNA2;CDC6
CHL1 interactions R-HSA-447041	1	0	0/5	1	
CLEC7A (Dectin-1) induces NFAT activation R-HSA-5607763	1	0	0/9	1	
CLEC7A (Dectin-1) signaling R-HSA-5607764	0.1421697855352	1.88917004625934	5/91	1	NFKB1;RELA;RELB;IL1B;NFKB2
COPI-dependent Golgi-to-ER retrograde traffic R-HSA-6811434	0.50294416502729	1.20623698765238	2/55	1	KIF2A;COPB1
COPI-independent Golgi-to-ER retrograde traffic R-HSA-6811436	1	0	0/36	1	
COPI-mediated anterograde transport R-HSA-6807878	0.350557993683664	1.46004196596012	3/69	1	SPTBN2;COPB1;COG1
COPII-mediated vesicle transport R-HSA-204005	0.254147963263314	2.14314560142854	2/32	1	SEC23A;CTSZ
COX reactions R-HSA-140180	1	0	0/1	1	
CREB phosphorylation R-HSA-199920	1	0	0/7	1	
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling R-HSA-442742	1	0	0/21	1	
CREB1 phosphorylation through the activation of Adenylate Cyclase R-HSA-442720	1	0	0/7	1	
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde R-HSA-442729	1	0	0/6	1	
CREB3 factors activate genes R-HSA-8874211	1	0	0/4	1	
CRMPs in Sema3A signaling R-HSA-399956	1	0	0/8	1	
CS/DS degradation R-HSA-2024101	1	0	0/6	1	
CTLA4 inhibitory signaling R-HSA-389513	1	0	0/15	1	
CTNNB1 S33 mutants aren't phosphorylated R-HSA-5358747	1	0	0/11	1	
CTNNB1 S37 mutants aren't phosphorylated R-HSA-5358749	1	0	0/11	1	
CTNNB1 S45 mutants aren't phosphorylated R-HSA-5358751	1	0	0/11	1	
CTNNB1 T41 mutants aren't phosphorylated R-HSA-5358752	1	0	0/11	1	
CYP2E1 reactions R-HSA-211999	1	0	0/3	1	
Ca-dependent events R-HSA-111996	1	0	0/23	1	
Ca2+ activated K+ channels R-HSA-1296052	1	0	0/2	1	
Ca2+ pathway R-HSA-4086398	0.640631955377151	0.996158732799185	1/33	1	GNB2
CaM pathway R-HSA-111997	1	0	0/21	1	
CaMK IV-mediated phosphorylation of CREB R-HSA-111932	1	0	0/8	1	
Calcineurin activates NFAT R-HSA-2025928	1	0	0/9	1	
Calcitonin-like ligand receptors R-HSA-419812	1	0	0/5	1	
Calmodulin induced events R-HSA-111933	1	0	0/21	1	
Calnexin/calreticulin cycle R-HSA-901042	1	0	0/14	1	
Cam-PDE 1 activation R-HSA-111957	1	0	0/2	1	
Cap-dependent Translation Initiation R-HSA-72737	1	0	0/97	1	
Carboxyterminal post-translational modifications of tubulin R-HSA-8955332	1	0	0/23	1	
Cardiac conduction R-HSA-5576891	0.795101624791598	0.634644967427019	1/51	1	SCN8A
Cardiogenesis R-HSA-9733709	1	0	0/18	1	
Cargo recognition for clathrin-mediated endocytosis R-HSA-8856825	0.266552678900415	1.72514198601905	3/59	1	VAMP2;CD3D;CBL
Cargo trafficking to the periciliary membrane R-HSA-5620920	1	0	0/21	1	
Carnitine metabolism R-HSA-200425	1	0	0/8	1	
Carnitine synthesis R-HSA-71262	1	0	0/1	1	
Caspase activation via Death Receptors in the presence of ligand R-HSA-140534	1	0	0/13	1	
Caspase activation via Dependence Receptors in the absence of ligand R-HSA-418889	1	0	0/3	1	
Caspase activation via extrinsic apoptotic signalling pathway R-HSA-5357769	1	0	0/16	1	
Caspase-mediated cleavage of cytoskeletal proteins R-HSA-264870	1	0	0/7	1	
Catecholamine biosynthesis R-HSA-209905	1	0	0/1	1	
Cation-coupled Chloride cotransporters R-HSA-426117	1	0	0/4	1	
Cdc20:Phospho-APC/C mediated degradation of Cyclin A R-HSA-174184	0.350557993683664	1.46004196596012	3/69	1	BUB3;CDK1;CCNA2
Cell death signalling via NRAGE, NRIF and NADE R-HSA-204998	0.127331973640782	2.55375756187567	3/41	1	ARHGEF11;NGEF;MCF2L
Cell junction organization R-HSA-446728	1	0	0/46	1	
Cell surface interactions at the vascular wall R-HSA-202733	0.871958877241893	0.486318002787028	1/66	1	INPP5D
Cell-Cell communication R-HSA-1500931	1	0	0/70	1	
Cell-cell junction organization R-HSA-421270	1	0	0/29	1	
Cell-extracellular matrix interactions R-HSA-446353	1	0	0/13	1	
Cellular hexose transport R-HSA-189200	1	0	0/5	1	
Cellular response to chemical stress R-HSA-9711123	0.590865642439873	0.97070753423674	5/169	1	HDAC3;NFKB1;RELA;PPARA;STAT3
Cellular response to heat stress R-HSA-3371556	1	0	0/55	1	
Cellular response to hypoxia R-HSA-1234174	1	0	0/66	1	
Cellular response to mitochondrial stress R-HSA-9840373	1	0	0/7	1	
Cellular response to starvation R-HSA-9711097	1	0	0/132	1	
Cellular responses to stimuli R-HSA-8953897	0.71936072975042	0.882505107467545	17/620	1	CCNA2;CXCL8;E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;NFKB1;RELA;PPARA;STAT3;EHMT2
Cellular responses to stress R-HSA-2262752	0.71936072975042	0.882505107467545	17/620	1	CCNA2;CXCL8;E2F3;TFDP1;E2F1;H2BC13;H2BC17;H3C1;H2BC12;H2AC8;H2BC14;HDAC3;NFKB1;RELA;PPARA;STAT3;EHMT2
Centrosome maturation R-HSA-380287	0.127331973640782	2.55375756187567	3/41	1	CDK1;MAPRE1;CEP78
Ceramide signalling R-HSA-193681	1	0	0/2	1	
ChREBP activates metabolic gene expression R-HSA-163765	1	0	0/3	1	
Chaperone Mediated Autophagy R-HSA-9613829	1	0	0/15	1	
Chaperonin-mediated protein folding R-HSA-390466	0.274882679040778	1.69444780773197	3/60	1	GNB2;HDAC3;STAT3
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex R-HSA-75035	0.288365431745851	3.20406387724278	1/11	1	CDK1
Cholesterol biosynthesis R-HSA-191273	1	0	0/6	1	
Cholesterol biosynthesis via desmosterol R-HSA-6807047	1	0	0/0	1	
Cholesterol biosynthesis via lathosterol R-HSA-6807062	1	0	0/0	1	
Choline catabolism R-HSA-6798163	1	0	0/2	1	
Chondroitin sulfate biosynthesis R-HSA-2022870	1	0	0/10	1	
Chondroitin sulfate/dermatan sulfate metabolism R-HSA-1793185	1	0	0/21	1	
Chylomicron assembly R-HSA-8963888	1	0	0/5	1	
Chylomicron clearance R-HSA-8964026	1	0	0/1	1	
Chylomicron remodeling R-HSA-8963901	1	0	0/6	1	
Cilium Assembly R-HSA-5617833	0.564389849872715	1.02903304763575	3/96	1	CDK1;MAPRE1;CEP78
Ciprofloxacin ADME R-HSA-9793528	1	0	0/2	1	
Circadian Clock R-HSA-400253	0.473206431282382	1.27957997235896	2/52	1	HDAC3;PPARA
Citric acid cycle (TCA cycle) R-HSA-71403	1	0	0/12	1	
Class B/2 (Secretin family receptors) R-HSA-373080	0.692480154387814	0.86046333162253	1/38	1	GNB2
Class C/3 (Metabotropic glutamate/pheromone receptors) R-HSA-420499	1	0	0/1	1	
Class I MHC mediated antigen processing & presentation R-HSA-983169	0.998111973342149	0.154981847848486	1/198	1	SEC23A
Class I peroxisomal membrane protein import R-HSA-9603798	1	0	0/8	1	
Classical Kir channels R-HSA-1296053	1	0	0/1	1	
Classical antibody-mediated complement activation R-HSA-173623	1	0	0/3	1	
Clathrin-mediated endocytosis R-HSA-8856828	0.238255162579616	1.65583896398389	4/82	1	VAMP2;CD3D;CBL;GAK
Cobalamin (Cbl) metabolism R-HSA-9759218	1	0	0/4	1	
Cobalamin (Cbl, vitamin B12) transport and metabolism R-HSA-196741	1	0	0/7	1	
Coenzyme A biosynthesis R-HSA-196783	1	0	0/1	1	
Cohesin Loading onto Chromatin R-HSA-2470946	0.265984697433587	3.56074569329776	1/10	1	WAPL
Collagen biosynthesis and modifying enzymes R-HSA-1650814	1	0	0/31	1	
Collagen chain trimerization R-HSA-8948216	1	0	0/22	1	
Collagen degradation R-HSA-1442490	1	0	0/34	1	
Collagen formation R-HSA-1474290	1	0	0/45	1	
Common Pathway of Fibrin Clot Formation R-HSA-140875	1	0	0/11	1	
Competing endogenous RNAs (ceRNAs) regulate PTEN translation R-HSA-8948700	1	0	0/1	1	
Complement cascade R-HSA-166658	0.175378720698121	2.80010201131709	2/25	1	C3;CPN2
Complex I biogenesis R-HSA-6799198	1	0	0/41	1	
Conjugation of benzoate with glycine R-HSA-177135	1	0	0/2	1	
Conjugation of carboxylic acids R-HSA-159424	1	0	0/4	1	
Conjugation of phenylacetate with glutamine R-HSA-177162	1	0	0/1	1	
Conjugation of salicylate with glycine R-HSA-177128	1	0	0/4	1	
Constitutive Signaling by AKT1 E17K in Cancer R-HSA-5674400	1	0	0/25	1	
Constitutive Signaling by Aberrant PI3K in Cancer R-HSA-2219530	0.736899902578986	0.757069815975627	1/43	1	FGF5
Constitutive Signaling by EGFRvIII R-HSA-5637810	0.331116137121452	2.66887927516196	1/13	1	CBL
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	0.409122587631764	2.00003463165419	1/17	1	CBL
Constitutive Signaling by NOTCH1 HD Domain Mutants R-HSA-2691232	1	0	0/9	1	
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	0.788591033174282	0.647762265480832	1/50	1	HDAC3
Constitutive Signaling by NOTCH1 PEST Domain Mutants R-HSA-2644606	0.788591033174282	0.647762265480832	1/50	1	HDAC3
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant R-HSA-2660826	1	0	0/4	1	
Constitutive Signaling by Overexpressed ERBB2 R-HSA-9634285	1	0	0/7	1	
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase R-HSA-176407	1	0	0/18	1	
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding R-HSA-6814122	0.509526609716264	1.45249715242618	1/23	1	GNB2
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding R-HSA-389958	1	0	0/33	1	
Costimulation by the CD28 family R-HSA-388841	0.463061452308441	1.30602289621601	2/51	1	CDC42;CD3D
Creatine metabolism R-HSA-71288	1	0	0/1	1	
Creation of C4 and C2 activators R-HSA-166786	1	0	0/7	1	
Cristae formation R-HSA-8949613	1	0	0/25	1	
Cross-presentation of particulate exogenous antigens (phagosomes) R-HSA-1236973	1	0	0/5	1	
Cross-presentation of soluble exogenous antigens (endosomes) R-HSA-1236978	1	0	0/45	1	
Crosslinking of collagen fibrils R-HSA-2243919	1	0	0/14	1	
Cysteine formation from homocysteine R-HSA-1614603	1	0	0/1	1	
Cytochrome P450 - arranged by substrate type R-HSA-211897	1	0	0/16	1	
Cytochrome c-mediated apoptotic response R-HSA-111461	1	0	0/5	1	
Cytoprotection by HMOX1 R-HSA-9707564	0.193660323022215	2.06011727739823	3/50	1	HDAC3;PPARA;STAT3
Cytosolic iron-sulfur cluster assembly R-HSA-2564830	1	0	0/2	1	
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	0.141287419614727	2.42477512779573	3/43	1	NFKB1;RELA;NFKB2
Cytosolic sulfonation of small molecules R-HSA-156584	1	0	0/11	1	
Cytosolic tRNA aminoacylation R-HSA-379716	1	0	0/7	1	
DAG and IP3 signaling R-HSA-1489509	1	0	0/25	1	
DAP12 interactions R-HSA-2172127	1	0	0/23	1	
DAP12 signaling R-HSA-2424491	1	0	0/21	1	
DARPP-32 events R-HSA-180024	1	0	0/14	1	
DCC mediated attractive signaling R-HSA-418885	0.242905995435717	4.00656868135255	1/9	1	CDC42
DDX58/IFIH1-mediated induction of interferon-alpha/beta R-HSA-168928	0.342138484783288	1.48287981325852	3/68	1	NFKB1;RELA;NFKB2
DNA Damage Bypass R-HSA-73893	1	0	0/25	1	
DNA Damage Recognition in GG-NER R-HSA-5696394	1	0	0/18	1	
DNA Damage Reversal R-HSA-73942	1	0	0/0	1	
DNA Double Strand Break Response R-HSA-5693606	0.113300748607229	2.27779712792881	4/61	1	H2BC13;H2BC17;H2BC12;H2BC14
DNA Double-Strand Break Repair R-HSA-5693532	0.187068908283421	1.70621967758548	5/100	1	CCNA2;H2BC13;H2BC17;H2BC12;H2BC14
DNA Repair R-HSA-73894	0.458880955241567	1.11773415725261	6/178	1	CCNA2;H2BC13;H2BC17;H2BC12;H2AC8;H2BC14
DNA replication initiation R-HSA-68952	1	0	0/3	1	
DSCAM interactions R-HSA-376172	1	0	0/1	1	
Dasatinib-resistant KIT mutants R-HSA-9669914	1	0	0/1	1	
Deactivation of the beta-catenin transactivating complex R-HSA-3769402	1	0	0/29	1	
Deadenylation of mRNA R-HSA-429947	1	0	0/18	1	
Deadenylation-dependent mRNA decay R-HSA-429914	1	0	0/39	1	
Dectin-1 mediated noncanonical NF-kB signaling R-HSA-5607761	0.266552678900415	1.72514198601905	3/59	1	RELA;RELB;NFKB2
Dectin-2 family R-HSA-5621480	1	0	0/12	1	
Defective ABCA1 causes TGD R-HSA-5682113	1	0	0/2	1	
Defective ABCA12 causes ARCI4B R-HSA-5682294	1	0	0/1	1	
Defective ABCA3 causes SMDP3 R-HSA-5683678	1	0	0/0	1	
Defective ABCA3 causes SMDP3 R-HSA-5688399	1	0	0/0	1	
Defective ABCB11 causes PFIC2 and BRIC2 R-HSA-5678520	1	0	0/1	1	
Defective ABCB4 causes PFIC3, ICP3 and GBD1 R-HSA-5678771	1	0	0/0	1	
Defective ABCB6 causes MCOPCB7 R-HSA-5683371	1	0	0/0	1	
Defective ABCC2 causes DJS R-HSA-5679001	1	0	0/0	1	
Defective ABCC6 causes PXE R-HSA-5690338	1	0	0/0	1	
Defective ABCC8 can cause hypo- and hyper-glycemias R-HSA-5683177	1	0	0/0	1	
Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome R-HSA-5678420	1	0	0/1	1	
Defective ABCD1 causes ALD R-HSA-5684045	1	0	0/0	1	
Defective ABCD4 causes MAHCJ R-HSA-5683329	1	0	0/2	1	
Defective ABCG5 causes sitosterolemia R-HSA-5679096	1	0	0/0	1	
Defective ABCG8 causes GBD4 and sitosterolemia R-HSA-5679090	1	0	0/0	1	
Defective ACTH causes obesity and POMCD R-HSA-5579031	1	0	0/1	1	
Defective ACY1 causes encephalopathy R-HSA-5579007	1	0	0/0	1	
Defective ADA disrupts (deoxy)adenosine deamination R-HSA-9734735	1	0	0/0	1	
Defective AHCY causes HMAHCHD R-HSA-5578997	1	0	0/1	1	
Defective ALG1 causes CDG-1k R-HSA-4549380	1	0	0/0	1	
Defective ALG11 causes CDG-1p R-HSA-4551295	1	0	0/0	1	
Defective ALG12 causes CDG-1g R-HSA-4720489	1	0	0/0	1	
Defective ALG14 causes ALG14-CMS R-HSA-5633231	1	0	0/0	1	
Defective ALG2 causes CDG-1i R-HSA-4549349	1	0	0/0	1	
Defective ALG3 causes CDG-1d R-HSA-4720475	1	0	0/1	1	
Defective ALG6 causes CDG-1c R-HSA-4724289	1	0	0/0	1	
Defective ALG8 causes CDG-1h R-HSA-4724325	1	0	0/0	1	
Defective ALG9 causes CDG-1l R-HSA-4720454	1	0	0/0	1	
Defective AMN causes MGA1 R-HSA-3359462	1	0	0/0	1	
Defective APRT disrupts adenine salvage R-HSA-9734195	1	0	0/1	1	
Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI) R-HSA-5619099	1	0	0/0	1	
Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI) R-HSA-9036092	1	0	0/1	1	
Defective B3GALT6 causes EDSP2 and SEMDJL1 R-HSA-4420332	1	0	0/7	1	
Defective B3GALTL causes PpS R-HSA-5083635	1	0	0/14	1	
Defective B3GAT3 causes JDSSDHD R-HSA-3560801	1	0	0/8	1	
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	1	0	0/4	1	
Defective B4GALT1 causes CDG-2d R-HSA-4793953	1	0	0/0	1	
Defective B4GALT7 causes EDS, progeroid type R-HSA-3560783	1	0	0/7	1	
Defective BTD causes biotidinase deficiency R-HSA-3371598	1	0	0/1	1	
Defective Base Excision Repair Associated with MUTYH R-HSA-9605310	1	0	0/0	1	
Defective Base Excision Repair Associated with NEIL1 R-HSA-9616334	1	0	0/1	1	
Defective Base Excision Repair Associated with NEIL3 R-HSA-9629232	1	0	0/0	1	
Defective Base Excision Repair Associated with NTHL1 R-HSA-9616333	1	0	0/0	1	
Defective Base Excision Repair Associated with OGG1 R-HSA-9656249	1	0	0/0	1	
Defective C1GALT1C1 causes TNPS R-HSA-5083632	1	0	0/10	1	
Defective CBLIF causes IFD R-HSA-3359457	1	0	0/0	1	
Defective CD320 causes MMATC R-HSA-3359485	1	0	0/0	1	
Defective CFTR causes cystic fibrosis R-HSA-5678895	1	0	0/56	1	
Defective CHST14 causes EDS, musculocontractural type R-HSA-3595174	1	0	0/3	1	
Defective CHST3 causes SEDCJD R-HSA-3595172	1	0	0/4	1	
Defective CHST6 causes MCDC1 R-HSA-3656225	1	0	0/4	1	
Defective CHSY1 causes TPBS R-HSA-3595177	1	0	0/3	1	
Defective CP causes aceruloplasminemia (ACERULOP) R-HSA-5619060	1	0	0/1	1	
Defective CSF2RA causes SMDP4 R-HSA-5688890	1	0	0/2	1	
Defective CSF2RB causes SMDP5 R-HSA-5688849	1	0	0/2	1	
Defective CUBN causes MGA1 R-HSA-3359463	1	0	0/0	1	
Defective CYP11A1 causes AICSR R-HSA-5579026	1	0	0/0	1	
Defective CYP11B1 causes AH4 R-HSA-5579017	1	0	0/0	1	
Defective CYP11B2 causes CMO-1 deficiency R-HSA-5579009	1	0	0/0	1	
Defective CYP17A1 causes AH5 R-HSA-5579028	1	0	0/0	1	
Defective CYP19A1 causes AEXS R-HSA-5579030	1	0	0/0	1	
Defective CYP1B1 causes Glaucoma R-HSA-5579000	1	0	0/0	1	
Defective CYP21A2 causes AH3 R-HSA-5579021	1	0	0/0	1	
Defective CYP24A1 causes HCAI R-HSA-5579010	1	0	0/0	1	
Defective CYP26B1 causes RHFCA R-HSA-5579015	1	0	0/0	1	
Defective CYP26C1 causes FFDD4 R-HSA-5579004	1	0	0/0	1	
Defective CYP27A1 causes CTX R-HSA-5578996	1	0	0/1	1	
Defective CYP27B1 causes VDDR1A R-HSA-5579014	1	0	0/0	1	
Defective CYP27B1 causes VDDR1B R-HSA-5579027	1	0	0/0	1	
Defective CYP2U1 causes SPG56 R-HSA-5579011	1	0	0/1	1	
Defective CYP4F22 causes ARCI5 R-HSA-5579005	1	0	0/0	1	
Defective CYP7B1 causes SPG5A and CBAS3 R-HSA-5579013	1	0	0/0	1	
Defective DHDDS causes RP59 R-HSA-4755609	1	0	0/0	1	
Defective DNA double strand break response due to BARD1 loss of function R-HSA-9699150	1	0	0/1	1	
Defective DNA double strand break response due to BRCA1 loss of function R-HSA-9663199	1	0	0/1	1	
Defective DOLK causes DOLK-CDG R-HSA-4755583	1	0	0/0	1	
Defective DPAGT1 causes CDG-1j, CMSTA2 R-HSA-4549356	1	0	0/1	1	
Defective DPM1 causes DPM1-CDG R-HSA-4717374	1	0	0/2	1	
Defective DPM2 causes DPM2-CDG R-HSA-4719377	1	0	0/2	1	
Defective DPM3 causes DPM3-CDG R-HSA-4719360	1	0	0/2	1	
Defective EXT1 causes exostoses 1, TRPS2 and CHDS R-HSA-3656253	1	0	0/4	1	
Defective EXT2 causes exostoses 2 R-HSA-3656237	1	0	0/4	1	
Defective F8 accelerates dissociation of the A2 domain R-HSA-9672387	1	0	0/1	1	
Defective F8 binding to the cell membrane R-HSA-9672395	1	0	0/1	1	
Defective F8 binding to von Willebrand factor R-HSA-9672393	1	0	0/2	1	
Defective F8 cleavage by thrombin R-HSA-9672391	1	0	0/3	1	
Defective F8 secretion R-HSA-9672397	1	0	0/1	1	
Defective F8 sulfation at Y1699 R-HSA-9674519	1	0	0/1	1	
Defective F9 secretion R-HSA-9673218	1	0	0/0	1	
Defective F9 variant does not activate FX R-HSA-9673202	1	0	0/1	1	
Defective FMO3 causes TMAU R-HSA-5579019	1	0	0/0	1	
Defective GALE causes EDG R-HSA-5609977	1	0	0/0	1	
Defective GALK1 causes GALCT2 R-HSA-5609976	1	0	0/0	1	
Defective GALNT12 causes CRCS1 R-HSA-5083636	1	0	0/8	1	
Defective GALNT3 causes HFTC R-HSA-5083625	1	0	0/8	1	
Defective GALT can cause GALCT R-HSA-5609978	1	0	0/0	1	
Defective GCK causes maturity-onset diabetes of the young 2 (MODY2) R-HSA-5619073	1	0	0/0	1	
Defective GCLC causes HAGGSD R-HSA-5578999	1	0	0/2	1	
Defective GFPT1 causes CMSTA1 R-HSA-4085023	1	0	0/0	1	
Defective GGT1 causes GLUTH R-HSA-5579022	1	0	0/0	1	
Defective GGT1 in aflatoxin detoxification causes GLUTH R-HSA-9035968	1	0	0/0	1	
Defective GNE causes sialuria, NK and IBM2 R-HSA-4085011	1	0	0/1	1	
Defective GSS causes GSS deficiency R-HSA-5579006	1	0	0/1	1	
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function R-HSA-9704331	1	0	0/14	1	
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function R-HSA-9704646	1	0	0/14	1	
Defective HEXA causes GM2G1 R-HSA-3656234	1	0	0/1	1	
Defective HEXB causes GM2G2 R-HSA-3656248	1	0	0/1	1	
Defective HK1 causes hexokinase deficiency (HK deficiency) R-HSA-5619056	1	0	0/1	1	
Defective HLCS causes multiple carboxylase deficiency R-HSA-3371599	1	0	0/3	1	
Defective HPRT1 disrupts guanine and hypoxanthine salvage R-HSA-9734281	1	0	0/0	1	
Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations R-HSA-9670615	1	0	0/1	1	
Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations R-HSA-9670613	1	0	0/1	1	
Defective Inhibition of DNA Recombination at Telomere R-HSA-9670621	1	0	0/1	1	
Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function R-HSA-9645722	1	0	0/2	1	
Defective Intrinsic Pathway for Apoptosis R-HSA-9734009	1	0	0/16	1	
Defective LARGE causes MDDGA6 and MDDGB6 R-HSA-5083627	1	0	0/0	1	
Defective LFNG causes SCDO3 R-HSA-5083630	1	0	0/5	1	
Defective MAN1B1 causes MRT15 R-HSA-4793950	1	0	0/0	1	
Defective MAOA causes BRUNS R-HSA-5579012	1	0	0/1	1	
Defective MAT1A causes MATD R-HSA-5579024	1	0	0/1	1	
Defective MGAT2 causes CDG-2a R-HSA-4793952	1	0	0/0	1	
Defective MMAA causes MMA, cblA type R-HSA-3359475	1	0	0/2	1	
Defective MMAB causes MMA, cblB type R-HSA-3359471	1	0	0/0	1	
Defective MMACHC causes MAHCC R-HSA-3359474	1	0	0/1	1	
Defective MMADHC causes MMAHCD R-HSA-3359473	1	0	0/1	1	
Defective MOGS causes CDG-2b R-HSA-4793954	1	0	0/0	1	
Defective MPDU1 causes CDG-1f R-HSA-4687000	1	0	0/0	1	
Defective MPI causes MPI-CDG R-HSA-4043916	1	0	0/0	1	
Defective MTR causes HMAG R-HSA-3359469	1	0	0/1	1	
Defective MTRR causes HMAE R-HSA-3359467	1	0	0/1	1	
Defective MUT causes MMAM R-HSA-3359478	1	0	0/2	1	
Defective MUTYH substrate binding R-HSA-9608287	1	0	0/0	1	
Defective MUTYH substrate processing R-HSA-9608290	1	0	0/0	1	
Defective Mismatch Repair Associated With MLH1 R-HSA-5545483	1	0	0/0	1	
Defective Mismatch Repair Associated With MSH2 R-HSA-5632928	1	0	0/1	1	
Defective Mismatch Repair Associated With MSH3 R-HSA-5632927	1	0	0/0	1	
Defective Mismatch Repair Associated With MSH6 R-HSA-5632968	1	0	0/1	1	
Defective Mismatch Repair Associated With PMS2 R-HSA-5632987	1	0	0/0	1	
Defective NEU1 causes sialidosis R-HSA-4341670	1	0	0/2	1	
Defective NTHL1 substrate binding R-HSA-9630222	1	0	0/0	1	
