p.value	odds_ratio	overlap	adj_p.value	genes
RHOBTB2 GTPase cycle R-HSA-9013418	0.0950618404105915	4.30799944020108	2/14	0.800933728411777	CCT2;CCT6A
RNA Polymerase III Transcription Initiation From Type 2 Promoter R-HSA-76066	0.0950618404105915	4.30799944020108	2/14	0.800933728411777	POLR2K;POLR2L
G-protein mediated events R-HSA-112040	0.101006419469372	2.88091967719847	3/30	0.848326067315548	GNAI3;KPNA2;MAPK1
HIV Infection R-HSA-162906	0.102960244995564	1.69901583842798	9/148	0.862007855578003	PPIA;SUPT4H1;POLR2K;POLR2L;SEC13;AP1M1;CCR5;RAN;RANBP1
Activation of BIM and translocation to mitochondria  R-HSA-111446	0.108600335498006	12.8522723403568	1/3	0.870771270126006	DYNLL1
N-Glycan antennae elongation R-HSA-975577	0.108600335498006	12.8522723403568	1/3	0.870771270126006	B4GALT2
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes R-HSA-170145	0.108600335498006	12.8522723403568	1/3	0.870771270126006	CCNA2
RNA Polymerase I Transcription Termination R-HSA-73863	0.107073549204614	3.97598561323549	2/15	0.870771270126006	POLR2K;POLR2L
RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061	0.107073549204614	3.97598561323549	2/15	0.870771270126006	POLR2K;POLR2L
Recycling of eIF2:GDP R-HSA-72731	0.108600335498006	12.8522723403568	1/3	0.870771270126006	EIF2S2
Respiratory syncytial virus (RSV) genome replication, transcription and translation R-HSA-9820965	0.107073549204614	3.97598561323549	2/15	0.870771270126006	HSPA8;SEC11A
SARS-CoV Infections R-HSA-9679506	0.107987886366744	1.50340310412227	14/260	0.870771270126006	PPIA;YWHAB;YWHAQ;KPNA2;SEC13;SEC23A;DDOST;STAT1;SUMO1;IFNGR1;SNRPD1;SNRPG;SNRPD3;SNRPB
SUMOylation of ubiquitinylation proteins R-HSA-3232142	0.107073549204614	3.97598561323549	2/15	0.870771270126006	SEC13;SUMO1
Signaling by Rho GTPases R-HSA-194315	0.105487607873945	1.42319201700109	19/374	0.870771270126006	YWHAB;TUBB4B;DYNLL1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;YWHAQ;MAPK1;SEC13;LAMTOR1;ZWINT;CCT2;CCT6A;ARPC5;ARPC3
Signaling by TGF-beta Receptor Complex R-HSA-170834	0.107327088758273	1.93312733838565	6/87	0.870771270126006	TFDP1;MAPK1;STAT1;MYC;NEDD8;E2F4
Suppression of apoptosis R-HSA-9635465	0.108600335498006	12.8522723403568	1/3	0.870771270126006	MAPK1
Synthesis of PG R-HSA-1483148	0.108600335498006	12.8522723403568	1/3	0.870771270126006	PLD6
Synthesis of PI R-HSA-1483226	0.108600335498006	12.8522723403568	1/3	0.870771270126006	CDIPT
Signaling by Rho GTPases, Miro GTPases and RHOBTB3 R-HSA-9716542	0.111775567055265	1.41007339144551	19/377	0.89353118965263	YWHAB;TUBB4B;DYNLL1;H2BC17;H3C1;H2BC12;H2AC7;H2AC8;H2BC14;H2BC3;YWHAQ;MAPK1;SEC13;LAMTOR1;ZWINT;CCT2;CCT6A;ARPC5;ARPC3
COPI-mediated anterograde transport R-HSA-6807878	0.116069691253756	2.03394520828981	5/69	0.925071953716121	TUBB4B;DYNLL1;COPB1;RAB1A;TMED2
Formation of TC-NER Pre-Incision Complex R-HSA-6781823	0.117010099778153	2.68097533219411	3/32	0.92699941734692	POLR2K;POLR2L;PRPF19
Nonhomologous End-Joining (NHEJ) R-HSA-5693571	0.116892314022199	2.25909153761931	4/50	0.92699941734692	H2BC17;H2BC12;H2BC14;H2BC3
Defective homologous recombination repair (HRR) due to BRCA2 loss of function R-HSA-9701190	0.119464097660101	3.69084069955096	2/16	0.935273496135422	RPA3;RAD51AP1
Diseases of DNA Double-Strand Break Repair R-HSA-9675136	0.119464097660101	3.69084069955096	2/16	0.935273496135422	RPA3;RAD51AP1
SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871	0.119464097660101	3.69084069955096	2/16	0.935273496135422	YWHAB;YWHAQ
Transport of Mature mRNAs Derived from Intronless Transcripts R-HSA-159234	0.119464097660101	3.69084069955096	2/16	0.935273496135422	SEC13;SLBP
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal R-HSA-141444	0.125346969350116	2.59110180061504	3/33	0.975574359692692	DYNLL1;SEC13;ZWINT
Amplification of signal from the kinetochores R-HSA-141424	0.125346969350116	2.59110180061504	3/33	0.975574359692692	DYNLL1;SEC13;ZWINT
2-LTR circle formation R-HSA-164843	1	0	0/5	1	
5-Phosphoribose 1-diphosphate biosynthesis R-HSA-73843	1	0	0/0	1	
A tetrasaccharide linker sequence is required for GAG synthesis R-HSA-1971475	1	0	0/10	1	
ABC transporter disorders R-HSA-5619084	1	0	0/63	1	
ABC transporters in lipid homeostasis R-HSA-1369062	1	0	0/10	1	
ABC-family proteins mediated transport R-HSA-382556	0.949135177746886	0.332577059397564	1/77	1	EIF2S2
ABO blood group biosynthesis R-HSA-9033807	1	0	0/2	1	
ADORA2B mediated anti-inflammatory cytokines production R-HSA-9660821	0.553612977356495	1.28202882811191	1/21	1	GNAI3
ADP signalling through P2Y purinoceptor 1 R-HSA-418592	1	0	0/14	1	
ADP signalling through P2Y purinoceptor 12 R-HSA-392170	0.344236190036209	2.57008458248319	1/11	1	GNAI3
AKT phosphorylates targets in the cytosol R-HSA-198323	1	0	0/12	1	
AKT phosphorylates targets in the nucleus R-HSA-198693	1	0	0/10	1	
AKT-mediated inactivation of FOXO1A R-HSA-211163	1	0	0/4	1	
ALK mutants bind TKIs R-HSA-9700645	1	0	0/3	1	
ALKBH2 mediated reversal of alkylation damage R-HSA-112122	1	0	0/0	1	
ALKBH3 mediated reversal of alkylation damage R-HSA-112126	1	0	0/0	1	
AMPK inhibits chREBP transcriptional activation activity R-HSA-163680	1	0	0/6	1	
APC truncation mutants are not K63 polyubiquitinated R-HSA-5467333	1	0	0/1	1	
APC truncation mutants have impaired AXIN binding R-HSA-5467337	1	0	0/10	1	
APC-Cdc20 mediated degradation of Nek2A R-HSA-179409	1	0	0/22	1	
APC/C-mediated degradation of cell cycle proteins R-HSA-174143	0.954762201117562	0.319697148679627	1/80	1	CCNA2
APC/C:Cdc20 mediated degradation of Cyclin B R-HSA-174048	1	0	0/23	1	
APC/C:Cdc20 mediated degradation of Securin R-HSA-174154	1	0	0/66	1	
APC/C:Cdc20 mediated degradation of mitotic proteins R-HSA-176409	0.935711693844916	0.361648547173489	1/71	1	CCNA2
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 R-HSA-174178	1	0	0/71	1	
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint R-HSA-179419	0.930497248440735	0.372478991567458	1/69	1	CCNA2
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway R-HSA-5649702	1	0	0/2	1	
APOBEC3G mediated resistance to HIV-1 infection R-HSA-180689	0.174406148124961	6.42991121082952	1/5	1	PPIA
ARL13B-mediated ciliary trafficking of INPP5E R-HSA-5624958	1	0	0/0	1	
ARMS-mediated activation R-HSA-170984	0.142129845273879	8.57316652446317	1/4	1	YWHAB
ASP-3026-resistant ALK mutants R-HSA-9717264	1	0	0/0	1	
ATF4 activates genes in response to endoplasmic reticulum  stress R-HSA-380994	1	0	0/24	1	
ATF6 (ATF6-alpha) activates chaperone genes R-HSA-381183	1	0	0/9	1	
ATF6 (ATF6-alpha) activates chaperones R-HSA-381033	1	0	0/11	1	
ATF6B (ATF6-beta) activates chaperones R-HSA-8874177	1	0	0/4	1	
ATP sensitive Potassium channels R-HSA-1296025	1	0	0/1	1	
AUF1 (hnRNP D0) binds and destabilizes mRNA R-HSA-450408	0.870479581049987	0.489103881449791	1/53	1	HSPA8
AURKA Activation by TPX2 R-HSA-8854518	0.408107159969482	1.46914349975516	2/37	1	TUBB4B;DYNLL1
AXIN missense mutants destabilize the destruction complex R-HSA-5467340	1	0	0/10	1	
Abacavir ADME R-HSA-2161522	1	0	0/3	1	
Abacavir metabolism R-HSA-2161541	1	0	0/1	1	
Abacavir transmembrane transport R-HSA-2161517	1	0	0/2	1	
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway R-HSA-73930	1	0	0/1	1	
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787	0.132188505977977	3.44430718189997	2/17	1	TFDP1;E2F1
Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139	0.381222220846868	1.55895902004401	2/35	1	TFDP1;E2F1
Aberrant regulation of mitotic exit in cancer due to RB1 defects R-HSA-9687136	1	0	0/19	1	
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate R-HSA-2978092	1	0	0/0	1	
Acetylation R-HSA-156582	1	0	0/2	1	
Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	1	0	0/5	1	
Acetylcholine binding and downstream events R-HSA-181431	1	0	0/5	1	
Acetylcholine inhibits contraction of outer hair cells R-HSA-9667769	1	0	0/1	1	
Acetylcholine regulates insulin secretion R-HSA-399997	1	0	0/4	1	
Acrosome Reaction and Sperm:Oocyte Membrane Binding R-HSA-1300645	1	0	0/1	1	
Activated NOTCH1 Transmits Signal to the Nucleus R-HSA-2122948	1	0	0/15	1	
Activated NTRK2 signals through CDK5 R-HSA-9032845	1	0	0/5	1	
Activated NTRK2 signals through FRS2 and FRS3 R-HSA-9028731	1	0	0/7	1	
Activated NTRK2 signals through FYN R-HSA-9032500	1	0	0/4	1	
Activated NTRK2 signals through PI3K R-HSA-9028335	1	0	0/5	1	
Activated NTRK2 signals through PLCG1 R-HSA-9026527	1	0	0/2	1	
Activated NTRK2 signals through RAS R-HSA-9026519	1	0	0/6	1	
Activated NTRK3 signals through PI3K R-HSA-9603381	1	0	0/4	1	
Activated NTRK3 signals through PLCG1 R-HSA-9034793	1	0	0/1	1	
Activated NTRK3 signals through RAS R-HSA-9034864	1	0	0/5	1	
Activated point mutants of FGFR2 R-HSA-2033519	1	0	0/4	1	
Activation and oligomerization of BAK protein R-HSA-111452	1	0	0/1	1	
Activation of AKT2 R-HSA-165158	1	0	0/3	1	
Activation of AMPA receptors R-HSA-399710	1	0	0/0	1	
Activation of AMPK downstream of NMDARs R-HSA-9619483	0.631841499343673	1.02437078713227	1/26	1	TUBB4B
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins R-HSA-176814	0.938171251492933	0.356462116080611	1/72	1	CCNA2
Activation of BMF and translocation to mitochondria R-HSA-139910	1	0	0/1	1	
Activation of C3 and C5 R-HSA-174577	1	0	0/5	1	
Activation of Ca-permeable Kainate Receptor R-HSA-451308	1	0	0/4	1	
Activation of G protein gated Potassium channels R-HSA-1296041	1	0	0/11	1	
Activation of GABAB receptors R-HSA-991365	0.498966544921479	1.50933201594162	1/18	1	GNAI3
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE) R-HSA-936964	1	0	0/14	1	
Activation of Matrix Metalloproteinases R-HSA-1592389	1	0	0/12	1	
Activation of NF-kappaB in B cells R-HSA-1169091	1	0	0/66	1	
Activation of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767	1	0	0/4	1	
Activation of NMDA receptors and postsynaptic events R-HSA-442755	0.383458603753469	1.37905292543158	3/59	1	TUBB4B;KPNA2;MAPK1
Activation of Na-permeable kainate receptors R-HSA-451307	1	0	0/0	1	
Activation of PPARGC1A (PGC-1alpha) by phosphorylation R-HSA-2151209	1	0	0/7	1	
Activation of RAC1 R-HSA-428540	1	0	0/10	1	
Activation of RAC1 downstream of NMDARs R-HSA-9619229	1	0	0/5	1	
Activation of RAS in B cells R-HSA-1169092	1	0	0/5	1	
Activation of SMO R-HSA-5635838	1	0	0/7	1	
Activation of TRKA receptors R-HSA-187015	1	0	0/3	1	
Activation of caspases through apoptosome-mediated cleavage R-HSA-111459	1	0	0/2	1	
Activation of gene expression by SREBF (SREBP) R-HSA-2426168	1	0	0/24	1	
Activation of kainate receptors upon glutamate binding R-HSA-451326	1	0	0/12	1	
Activation of the AP-1 family of transcription factors R-HSA-450341	0.318559709069054	2.85600744758908	1/10	1	MAPK1
Activation of the TFAP2 (AP-2) family of transcription factors R-HSA-8866907	1	0	0/6	1	
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S R-HSA-72662	0.848731099233435	0.530409771183194	1/49	1	EIF2S2
Activation of the phototransduction cascade R-HSA-2485179	1	0	0/6	1	
Activation, myristolyation of BID and translocation to mitochondria R-HSA-75108	1	0	0/3	1	
Activation, translocation and oligomerization of BAX R-HSA-114294	1	0	0/2	1	
Acyl chain remodeling of CL R-HSA-1482798	1	0	0/4	1	
Acyl chain remodeling of DAG and TAG R-HSA-1482883	1	0	0/3	1	
Acyl chain remodelling of PC R-HSA-1482788	1	0	0/10	1	
Acyl chain remodelling of PE R-HSA-1482839	1	0	0/9	1	
Acyl chain remodelling of PG R-HSA-1482925	1	0	0/6	1	
Acyl chain remodelling of PI R-HSA-1482922	1	0	0/7	1	
Acyl chain remodelling of PS R-HSA-1482801	1	0	0/6	1	
Adaptive Immune System R-HSA-1280218	0.516299577019383	1.01784007885116	15/393	1	PPIA;YWHAB;TUBB4B;DYNLL1;SEC13;CTSC;AP1M1;SEC23A;SEC61G;UBA3;CD3D;UBE2F;VAMP8;SEC22B;CLTA
Adenylate cyclase activating pathway R-HSA-170660	1	0	0/5	1	
Adenylate cyclase inhibitory pathway R-HSA-170670	0.235383581618475	4.2860969528668	1/7	1	GNAI3
Adherens junctions interactions R-HSA-418990	1	0	0/23	1	
Adipogenesis R-HSA-9843745	1	0	0/68	1	
Adrenaline signalling through Alpha-2 adrenergic receptor R-HSA-392023	1	0	0/2	1	
Adrenaline,noradrenaline inhibits insulin secretion R-HSA-400042	1	0	0/13	1	
Adrenoceptors R-HSA-390696	1	0	0/3	1	
Aerobic respiration and respiratory electron transport R-HSA-1428517	1	0	0/109	1	
Aflatoxin activation and detoxification R-HSA-5423646	1	0	0/6	1	
Aggrephagy R-HSA-9646399	0.353841739128265	1.66037147168254	2/33	1	TUBB4B;DYNLL1
Agmatine biosynthesis R-HSA-351143	1	0	0/0	1	
Alanine metabolism R-HSA-8964540	1	0	0/0	1	
Alpha-defensins R-HSA-1462054	1	0	0/3	1	
Alpha-oxidation of phytanate R-HSA-389599	1	0	0/3	1	
Alpha-protein kinase 1 signaling pathway R-HSA-9645460	1	0	0/9	1	
Alternative Lengthening of Telomeres (ALT) R-HSA-9006821	1	0	0/1	1	
Alternative complement activation R-HSA-173736	1	0	0/2	1	
Amine Oxidase reactions R-HSA-140179	1	0	0/1	1	
Amine ligand-binding receptors R-HSA-375280	1	0	0/3	1	
Amino Acid conjugation R-HSA-156587	1	0	0/4	1	
Amino acid transport across the plasma membrane R-HSA-352230	1	0	0/10	1	
Anchoring fibril formation R-HSA-2214320	1	0	0/13	1	
Anchoring of the basal body to the plasma membrane R-HSA-5620912	0.509370491253451	1.19343025904594	2/45	1	TUBB4B;DYNLL1
Androgen biosynthesis R-HSA-193048	1	0	0/2	1	
Antagonism of Activin by Follistatin R-HSA-2473224	1	0	0/2	1	
Anti-inflammatory response favouring Leishmania parasite infection R-HSA-9662851	0.801594271869943	0.622085984281075	1/42	1	GNAI3
Antigen Presentation: Folding, assembly and peptide loading of class I MHC R-HSA-983170	0.171956326043045	2.86838050873959	2/20	1	SEC13;SEC23A
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers R-HSA-983695	1	0	0/16	1	
Antigen processing-Cross presentation R-HSA-1236975	0.634391275446562	0.924007968574745	3/86	1	SEC61G;VAMP8;SEC22B
Antigen processing: Ubiquitination & Proteasome degradation R-HSA-983168	0.981056601106455	0.332679961663373	2/152	1	UBA3;UBE2F
Antimicrobial peptides R-HSA-6803157	1	0	0/16	1	
Apoptosis R-HSA-109581	0.363221350536757	1.2487076741987	6/130	1	YWHAB;DYNLL1;TFDP1;E2F1;YWHAQ;MAPK1
Apoptosis induced DNA fragmentation R-HSA-140342	1	0	0/10	1	
Apoptotic cleavage of cell adhesion  proteins R-HSA-351906	1	0	0/4	1	
Apoptotic cleavage of cellular proteins R-HSA-111465	1	0	0/20	1	
Apoptotic execution phase R-HSA-75153	1	0	0/31	1	
Apoptotic factor-mediated response R-HSA-111471	0.291884735022825	3.21357144757802	1/9	1	MAPK1
Aquaporin-mediated transport R-HSA-445717	1	0	0/21	1	
Arachidonate production from DAG R-HSA-426048	1	0	0/4	1	
Arachidonic acid metabolism R-HSA-2142753	1	0	0/21	1	
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2 R-HSA-211957	1	0	0/0	1	
Aryl hydrocarbon receptor signalling R-HSA-8937144	1	0	0/6	1	
Aspartate and asparagine metabolism R-HSA-8963693	1	0	0/4	1	
Aspirin ADME R-HSA-9749641	1	0	0/12	1	
Assembly Of The HIV Virion R-HSA-175474	0.291884735022825	3.21357144757802	1/9	1	PPIA
Assembly and cell surface presentation of NMDA receptors R-HSA-9609736	0.696434865498924	0.852568679258093	1/31	1	TUBB4B
Assembly and release of respiratory syncytial virus (RSV) virions R-HSA-9820962	1	0	0/2	1	
Assembly of Viral Components at the Budding Site R-HSA-168316	1	0	0/2	1	
Assembly of active LPL and LIPC lipase complexes R-HSA-8963889	1	0	0/9	1	
Assembly of collagen fibrils and other multimeric structures R-HSA-2022090	1	0	0/38	1	
Astrocytic Glutamate-Glutamine Uptake And Metabolism R-HSA-210455	1	0	0/2	1	
Asymmetric localization of PCP proteins R-HSA-4608870	1	0	0/58	1	
Atorvastatin ADME R-HSA-9754706	1	0	0/3	1	
Attachment and Entry R-HSA-9678110	1	0	0/1	1	
Attachment and Entry R-HSA-9694614	1	0	0/7	1	
Attachment of GPI anchor to uPAR R-HSA-162791	1	0	0/2	1	
Attenuation phase R-HSA-3371568	0.517882860165378	1.4251445251651	1/19	1	HSPA8
Autodegradation of Cdh1 by Cdh1:APC/C R-HSA-174084	1	0	0/63	1	
Autodegradation of the E3 ubiquitin ligase COP1 R-HSA-349425	1	0	0/51	1	
Autointegration results in viral DNA circles R-HSA-177539	1	0	0/3	1	
Autophagy R-HSA-9612973	0.13064460350818	1.81829699607462	6/92	1	HSPA8;TUBB4B;DYNLL1;LAMTOR1;ULK1;ATG101
Axon guidance R-HSA-422475	0.978863878580027	0.510985564585476	7/343	1	HSPA8;TUBB4B;MAPK1;CLTA;ARPC5;ARPC3;RPL17
Axonal growth inhibition (RHOA activation) R-HSA-193634	1	0	0/2	1	
Axonal growth stimulation R-HSA-209563	1	0	0/2	1	
BDNF activates NTRK2 (TRKB) signaling R-HSA-9024909	1	0	0/1	1	
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members R-HSA-111453	1	0	0/8	1	
BMAL1:CLOCK,NPAS2 activates circadian gene expression R-HSA-1368108	1	0	0/20	1	
Bacterial Infection Pathways R-HSA-9824439	0.793763144714459	0.63780152469564	1/41	1	MAPK1
Basigin interactions R-HSA-210991	0.344236190036209	2.57008458248319	1/11	1	PPIA
Beta defensins R-HSA-1461957	1	0	0/6	1	
Beta oxidation of butanoyl-CoA to acetyl-CoA R-HSA-77352	1	0	0/5	1	
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA R-HSA-77346	1	0	0/2	1	
Beta oxidation of hexanoyl-CoA to butanoyl-CoA R-HSA-77350	1	0	0/3	1	
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA R-HSA-77310	1	0	0/3	1	
Beta oxidation of myristoyl-CoA to lauroyl-CoA R-HSA-77285	1	0	0/1	1	
Beta oxidation of octanoyl-CoA to hexanoyl-CoA R-HSA-77348	1	0	0/2	1	
Beta oxidation of palmitoyl-CoA to myristoyl-CoA R-HSA-77305	1	0	0/0	1	
Beta-catenin independent WNT signaling R-HSA-3858494	0.91153333485459	0.49053636385935	2/105	1	CLTA;MYC
Beta-catenin phosphorylation cascade R-HSA-196299	1	0	0/11	1	
Beta-oxidation of pristanoyl-CoA R-HSA-389887	1	0	0/3	1	
Beta-oxidation of very long chain fatty acids R-HSA-390247	1	0	0/4	1	
Bicarbonate transporters R-HSA-425381	1	0	0/3	1	
Bile acid and bile salt metabolism R-HSA-194068	1	0	0/13	1	
Binding and Uptake of Ligands by Scavenger Receptors R-HSA-2173782	1	0	0/20	1	
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	0.264172706115377	3.67308504447128	1/8	1	MYC
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB R-HSA-141333	1	0	0/1	1	
Biological oxidations R-HSA-211859	0.942813390288604	0.346515497629378	1/74	1	BPNT2
Biosynthesis of A2E, implicated in retinal degradation R-HSA-2466712	1	0	0/0	1	
Biosynthesis of D-series resolvins R-HSA-9018676	1	0	0/2	1	
Biosynthesis of DHA-derived SPMs R-HSA-9018677	1	0	0/5	1	
Biosynthesis of DHA-derived sulfido conjugates R-HSA-9026395	1	0	0/0	1	
Biosynthesis of DPA-derived SPMs R-HSA-9018683	1	0	0/3	1	
Biosynthesis of DPAn-3 SPMs R-HSA-9025094	1	0	0/3	1	
Biosynthesis of DPAn-3-derived 13-series resolvins R-HSA-9026403	1	0	0/1	1	
Biosynthesis of DPAn-3-derived maresins R-HSA-9026290	1	0	0/1	1	
Biosynthesis of DPAn-3-derived protectins and resolvins R-HSA-9026286	1	0	0/2	1	
Biosynthesis of DPAn-6 SPMs R-HSA-9025106	1	0	0/1	1	
Biosynthesis of E-series 18(R)-resolvins R-HSA-9023661	1	0	0/3	1	
Biosynthesis of E-series 18(S)-resolvins R-HSA-9018896	1	0	0/3	1	
Biosynthesis of EPA-derived SPMs R-HSA-9018679	1	0	0/4	1	
Biosynthesis of aspirin-triggered D-series resolvins R-HSA-9020265	1	0	0/2	1	
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives R-HSA-9027604	1	0	0/2	1	
Biosynthesis of maresin conjugates in tissue regeneration (MCTR) R-HSA-9026762	1	0	0/0	1	
Biosynthesis of maresin-like SPMs R-HSA-9027307	1	0	0/0	1	
Biosynthesis of maresins R-HSA-9018682	1	0	0/2	1	
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR) R-HSA-9026766	1	0	0/0	1	
Biosynthesis of protectins R-HSA-9018681	1	0	0/1	1	
Biosynthesis of specialized proresolving mediators (SPMs) R-HSA-9018678	1	0	0/6	1	
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein R-HSA-446193	0.553612977356495	1.28202882811191	1/21	1	ALG5
Biotin transport and metabolism R-HSA-196780	1	0	0/6	1	
Blockage of phagosome acidification R-HSA-9636467	1	0	0/0	1	
Blood group systems biosynthesis R-HSA-9033658	1	0	0/4	1	
Branched-chain amino acid catabolism R-HSA-70895	1	0	0/10	1	
Breakdown of the nuclear lamina R-HSA-352238	1	0	0/1	1	
Budding and maturation of HIV virion R-HSA-162588	0.458894009609797	1.71140093295747	1/16	1	PPIA
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA R-HSA-450385	0.437679640112941	1.83398057876147	1/15	1	YWHAB
Butyrophilin (BTN) family interactions R-HSA-8851680	1	0	0/4	1	
C-type lectin receptors (CLRs) R-HSA-5621481	0.98983419438835	0.213719043732607	1/118	1	UBA3
C6 deamination of adenosine R-HSA-75102	1	0	0/0	1	
CASP8 activity is inhibited R-HSA-5218900	1	0	0/10	1	
CD163 mediating an anti-inflammatory response R-HSA-9662834	1	0	0/6	1	
CD209 (DC-SIGN) signaling R-HSA-5621575	1	0	0/21	1	
CD22 mediated BCR regulation R-HSA-5690714	1	0	0/4	1	
CD28 co-stimulation R-HSA-389356	1	0	0/26	1	
CD28 dependent PI3K/Akt signaling R-HSA-389357	1	0	0/17	1	
CD28 dependent Vav1 pathway R-HSA-389359	1	0	0/9	1	
CDC42 GTPase cycle R-HSA-9013148	0.933154963720485	0.366985295333829	1/70	1	LAMTOR1
CDH11 homotypic and heterotypic interactions R-HSA-9833576	1	0	0/5	1	
CDK-mediated phosphorylation and removal of Cdc6 R-HSA-69017	0.761083100835686	0.728044476773648	2/72	1	CCNA2;CDC6
CHL1 interactions R-HSA-447041	0.174406148124961	6.42991121082952	1/5	1	HSPA8
CLEC7A (Dectin-1) induces NFAT activation R-HSA-5607763	1	0	0/9	1	
CLEC7A (Dectin-1) signaling R-HSA-5607764	0.970591527530416	0.279816591125833	1/91	1	UBA3
CLEC7A/inflammasome pathway R-HSA-5660668	1	0	0/6	1	
COPI-independent Golgi-to-ER retrograde traffic R-HSA-6811436	0.394731717852687	1.51272901639371	2/36	1	TUBB4B;DYNLL1
COX reactions R-HSA-140180	1	0	0/1	1	
CREB phosphorylation R-HSA-199920	1	0	0/7	1	
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling R-HSA-442742	0.553612977356495	1.28202882811191	1/21	1	MAPK1
CREB1 phosphorylation through the activation of Adenylate Cyclase R-HSA-442720	1	0	0/7	1	
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde R-HSA-442729	0.205475785531498	5.14414324267236	1/6	1	KPNA2
CREB3 factors activate genes R-HSA-8874211	1	0	0/4	1	
CRMPs in Sema3A signaling R-HSA-399956	1	0	0/8	1	
CS/DS degradation R-HSA-2024101	1	0	0/6	1	
CTLA4 inhibitory signaling R-HSA-389513	1	0	0/15	1	
CTNNB1 S33 mutants aren't phosphorylated R-HSA-5358747	1	0	0/11	1	
CTNNB1 S37 mutants aren't phosphorylated R-HSA-5358749	1	0	0/11	1	
CTNNB1 S45 mutants aren't phosphorylated R-HSA-5358751	1	0	0/11	1	
CTNNB1 T41 mutants aren't phosphorylated R-HSA-5358752	1	0	0/11	1	
CYP2E1 reactions R-HSA-211999	1	0	0/3	1	
Ca-dependent events R-HSA-111996	0.213363040881783	2.45690336361357	2/23	1	KPNA2;MAPK1
Ca2+ activated K+ channels R-HSA-1296052	1	0	0/2	1	
Ca2+ pathway R-HSA-4086398	0.718998322784487	0.798879056196462	1/33	1	MYC
CaM pathway R-HSA-111997	0.553612977356495	1.28202882811191	1/21	1	KPNA2
CaMK IV-mediated phosphorylation of CREB R-HSA-111932	0.264172706115377	3.67308504447128	1/8	1	KPNA2
Calcineurin activates NFAT R-HSA-2025928	0.291884735022825	3.21357144757802	1/9	1	PPIA
Calcitonin-like ligand receptors R-HSA-419812	1	0	0/5	1	
Calmodulin induced events R-HSA-111933	0.553612977356495	1.28202882811191	1/21	1	KPNA2
Calnexin/calreticulin cycle R-HSA-901042	1	0	0/14	1	
Cam-PDE 1 activation R-HSA-111957	1	0	0/2	1	
Cap-dependent Translation Initiation R-HSA-72737	0.886494642509068	0.532964063475686	2/97	1	EIF2S2;RPL17
Carboxyterminal post-translational modifications of tubulin R-HSA-8955332	0.586711236520839	1.16491237093854	1/23	1	TUBB4B
Cardiac conduction R-HSA-5576891	1	0	0/51	1	
Cardiogenesis R-HSA-9733709	1	0	0/18	1	
Carnitine metabolism R-HSA-200425	1	0	0/8	1	
Carnitine synthesis R-HSA-71262	1	0	0/1	1	
Caspase activation via Death Receptors in the presence of ligand R-HSA-140534	1	0	0/13	1	
Caspase activation via Dependence Receptors in the absence of ligand R-HSA-418889	1	0	0/3	1	
Caspase activation via extrinsic apoptotic signalling pathway R-HSA-5357769	1	0	0/16	1	
Caspase-mediated cleavage of cytoskeletal proteins R-HSA-264870	1	0	0/7	1	
Catecholamine biosynthesis R-HSA-209905	1	0	0/1	1	
Cation-coupled Chloride cotransporters R-HSA-426117	1	0	0/4	1	
