SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
TNNT3	1	1	1	1.0088517749705	1.72466123786188	1	1.01835943268369	1	1	1	1	1
TNNT2	1	1	1	1.00969747386238	1.23540318958001	1	1.03239114310662	1.00011059811396	1	1	1	1
TNNT1	1	1	1	1.13353412422031	1.55127940768707	1	1.1163458726142	1	1	1	1	1
TNNI2	1	1	1	1.0930347838897	1.03245484313255	1	1.13567157029612	1	1	1	1	1
TNNC2	1	1	1	1.00811929457855	2.51555542493022	1	1	1	1	1	1	1
TNNC1	1	1	1	1.0208865708889	1.09361601245238	1	1.18782769605848	1	1	1	1	1
TMOD4	1	1	1	1.00084360917246	1.89521693772181	1	1	1	1	1	1	1
CALB1	1	1	1.10496535273183	1	1.02954145417898	1	1	1	1	1	1	1.11040669925873
ATP2A1	1	1	1	1.0917202396433	1.75929767896409	1	1.46989311079949	1	1	1	1.04996137817935	1
MYL11	1	1	1	1	3.10638068689068	1	1.01745436629574	1	1	1	1.62927328895745	1
PYGM	1	1.02266927353159	1.07320341494026	1.05714607109426	1.59810109000103	1	1.23598592354229	1	1	1	1	1
GEMIN6	1.01150733502364	1	1	1	1.22889346441484	1	1	1.00007862394529	1.00022525774594	1	1	1.04702954931075
GEMIN4	1	1	1	1.00294386492363	1.24333956625913	1	1.03982103270797	1	1	1	1.00572988050865	1.02294838351919
ZZZ3	1	1.02657555038944	1	1.0013041360185	1.0274602305728	1	1.03505180311959	1.00007686238953	1	1	1	1
FAN1	1	1	1	1	1	1.08915601963909	1.07064605072716	1	1	1	1	1
EME2	1.0605198160344	1	1	1	1.00469515347457	1	1	1.00008558285642	1	1	1	1
ERCC4	1	1	1.12154005910129	1	1	1	1.1420022396848	1	1	1	1	1.05237052496964
PUM1	1	1	1	1	1.06625782673564	1	1	1	1	1	1	1
ESPNL	1	1	1.01521878131399	1.01944100982656	1	4.10381768523003	1	1	1.0003219858393	1	1.0376942839838	1
SLC6A1	1	1.02643174799962	1	1.00132454723415	1	1.00389177530129	1.00874158500867	1	1	1	1	1
SLC6A13	1	1	1	1	1.02529386802682	1	1.294257051884	1	1.00020858929956	1	1	1.02213536781771
MTMR12	1.05809829410534	1	1.00238381822802	1	1	1.01349746735848	1	1	1	1	1	1
RUFY1	1	1	1.18149688881693	1.00966487872675	1.05722805296917	1.00535126607916	1	1.00008161909433	1	1	1	1.02269873739044
MTM1	1	1	1	1	1	1.18468572139525	1	1	1.00020684994824	1	1	1
RNF123	1	1	1.11721775482657	1	1	1	1	1.00007929529736	1	1	1.04099269023245	1
WBP11	1	1	1	1.0003112802549	1.18477998887878	1.01186357436439	1	1	1	1	1	1
WDR33	1	1	1	1	1.03957703874965	1.01415151908879	1	1	1.00896823207185	1	1	1
AKAP1	1	1.11573487773466	1	1	1.21902574649297	1	1.14614915555003	1	1	1	1	1
SLC9A7	1.00517750350713	1	1	1.06319055306284	1	1	1.28749578707853	1	1.00019827474496	1	1	1
ATP1A4	1	1.11368545213541	1	1.03623688753824	1.07388892354702	1	1	1.000092769335	1.00023345100939	1	1	1
ATP1A2	1	1	1	1	2.82359250477044	1	2.98632000828942	1	1	1	1	1.42937076114231
ZNF131	1	1.02057603252329	1.26699561786338	1	1.0360792049758	1	1.00089216941288	1.00007742388369	1	1	1	1.00532315795428
DCUN1D4	1	1	1.04723785981779	1	1	1.02040688040368	1	1	1	1	1.03069423115347	1
DCUN1D2	1	1	1	1.02068952548572	1.27581813203618	1	1	1	1.00019894055718	1	1	1
REPS1	1	1.15223465494785	1	1	1.02976106230198	1	1	1	1.00021657419424	1	1.01496095582181	1.00887900189869
KDM4A	1	1.07918004444097	1.10013980811258	1	1.06447956981461	1	1.45994416900151	1	1	1	1	1
TOP3A	1	1.04104083045943	1	1.00256489463094	1.26978398932116	1	1.32903811848255	1.00007852875365	1	1	1	1
EPS15L1	1.09329529354837	1	1.99551441248202	1	1.00682372167164	1	1	1	1.00020156832027	1	1	1.00501834299481
ZC3H11A	1	1	1.02568169496129	1	1	1	1.02201840155707	1.00007651114367	1	1.00210817306399	1	1
INPP5B	1	1	1	1	1	1	1	1	1.00022572448538	1	1	1
WDR19	1	1	1	1	1.05040097699112	1	1.03891595634244	1.00007696697386	1	1	1	1
TRIM63	1	1	1	1.00354159334619	1.81364140504447	1	1.02201721781998	1	1	1	1.23790208667051	1
UBTF	1	1	1.16709941887819	1	1	1.07697002969043	1.00641315297128	1.04280787712416	1	1	1	1
ERLIN2	1	1	1	1	1.08149656228328	1	1.05969124814795	1	1.00019973675226	1	1	1.00230672811493
AHCY	1	1	1	1	1	1.3274693990526	1	1	1.00020743094264	1	1.30686968595195	1
TIAM2	1	1.12096816358516	1	1.00431458764184	1.02155554765439	1	1.00792664880922	1	1.00019744644902	1	1	1.01179139929348
SLC27A1	1	1	1.29721900338892	1	1	1	1.25676243630464	1.00008503919304	1	1	1	1
VTI1A	1.00540509939495	1.02996913027882	1.09825891950833	1	1.07381251523625	1	1	1	1.00020584185235	1	1	1
VPS54	1	1.0505916880474	1	1	1	1	1	1.00008000190264	1.00020190446991	1	1.02883128897218	1
VPS53	1	1	1.17767558977215	1	1	1.2984715061872	1	1	1	1	1	1
VPS52	1	1.00245651050879	1	1.00054087991895	1	1.05634669242129	1.01210441053335	1	1	1	1	1
TRIP10	1.03289751505855	1	1.02569934876926	1.17640909104458	1.41441657239992	1	1.03894691386723	1	1.01128663945355	1	1	1.14221005458768
YAF2	1	1	1	1	1	1	1	1	1	1	1	1
CBFA2T2	1	1	1.33080525900948	1	1.00375950818064	1	1.10477586509254	1	1.00021040005076	1	1	1
NOTO	1.06411626601226	1.16354155178796	1.37428622770959	1.15435278842055	1	1.1000246589762	1.40360481469594	1	1.13714297390944	1	1	1.10604758787171
TDRD12	1	1	1.2487528421409	1	1	1.00901990586764	1	1.00008198958086	1	1	1	1
ZC3H8	1	1	1	1	1	1	1	1	1	1	1	1
RAB33B	1	1.2176743376981	1	1	1.21092552741435	1.00747466695875	1	1	1.01599201786405	1	1	1.00014432746827
KMT2B	1	1.06573787750356	1.48631803564192	1	1	1.03752104598855	1.25117472176505	1	1	1	1.57091576152146	1.00031049205957
RHOJ	1	1	1	1	1	1	1	1	1	1	1	1
INTS8	1	1.03705867823752	1	1	1.02958525941844	1	1	1	1	1	1	1
INTS4	1	1	1	1.00123099670077	1	1	1	1.00008586861723	1	1	1.00529490219053	1
INTS3	1	1	1.0517156730475	1	1	1	1.13304918207377	1.00008208019066	1	1	1	1
INTS1	1	1	1.09064770915783	1.00850765666668	1	1	1.17459425017568	1	1	1	1.01029669792657	1
INTS10	1	1	1	1	1.01239408731772	1	1	1	1.00019975770499	1	1	1
ICE2	1	1	1	1	1.20165855197798	1	1	1	1.00020304176466	1	1	1.04468125892365
ELL2	1	1	1	1	1.07185502408266	1	1	1	1.0002097620468	1	1	1
SNAPC4	1	1	1.03360224887204	1.00195765374363	1	1	1.106795233914	1.00007617590906	1.00024056474438	1	1	1.10360502909831
TMC1	1	1	1	1.01644177590753	1.01427277340118	1	1	1	1	1	1	1
MYO7A	1	1.060511687994	1	1	1	1.01455473909775	1.05863572489154	1.00008853316286	1.00019686400741	1	1	1
MYO15A	1	1	1.10533051010256	1	1	1	1.10533473813211	1.03678940396964	1	1	1	1
LHFPL5	1	1	1.06808225783321	1	1	1.13015799503887	1	1	1.00022434735022	1	1	1.00827700233421
HTR3B	1	1	1.04466785567326	1.02710213310456	1	1	1	1	1.00021028827204	1	1	1
ZNF84	1.02689190881999	1	1.02353286182093	1	1	1	1.76428445927101	1	1.00020241975037	1	1	1.00427359677748
RHOB	1	1	1	1	1	1	1	1	1	1	1	1
POLR3A	1	1	1	1.05885612120911	1.06666572006106	1	1	1.0000799661147	1	1	1	1
SNRNP70	1	1	1	1	1	1.00783857166201	1	1.00008134830326	1.00019722835685	1	1	1
SRRM2	1	1	1.32023791637987	1	1	1	1.149166695337	1	1	1.01593905776259	1.08831461423185	1
SNRNP200	1	1	1.09391991509109	1.00252632271672	1	1	1.34873630098879	1	1	1.02093252668603	1.07371431592916	1
SPC25	1	1	1.15886645630894	1	1	1	1	1.00009482988095	1	1	1	1
POU3F1	1.15808296147862	1.06573787750356	1	1.01229094465563	1.18945275145912	1	1	1.14321259507425	1	1	1	1.16458258774601
PRKAG2	1	1	1.19818922158421	1	1	1.08112921800528	1.03426498006179	1	1	1	1	1
SNRNP48	1	1.01022501978652	1	1	1.16884625592741	1	1	1.13759766465494	1	1	1	1
ODF2	1.24550151807358	1	1.03457856784975	1	1	1.01856175703886	1.02271210861963	1.0000880073899	1	1	1	1.00324449589127
CKAP5	1	1.02992101241067	1.14622006537647	1	1.00445417543939	1	1.03371395612225	1	1	1	1	1
CEP164	1	1	1.23518061172534	1	1	1	1.00048936440916	1.00007945789984	1	1	1	1
CEP152	1.01586199866797	1	1.16185903066564	1	1	1	1.25122986555979	1	1	1	1	1.01103919517269
CEP135	1	1.05091809156404	1.37020985046822	1	1	1	1.08765256967297	1	1	1	1	1.08502262216139
CENPJ	1.0102037599259	1	1.1533019097045	1	1.00136227257219	1.00405494962684	1.01412657240949	1	1.00024212231017	1	1	1.04852582709673
AKAP9	1	1	1.03346283435929	1	1.33578084931704	1	1	1.00008144645743	1.00020550784152	1	1	1
CLASP1	1	1	1	1.00580820407616	1.3219043303504	1	1	1.00007874095521	1	1	1	1
ZSWIM8	1	1	1.17908262817225	1.0012360605287	1	1	1.00549979541563	1	1.05256068126178	1	1	1
UBD	3.93480303317114	1.02848954093414	1.46800172196913	1.00153193802879	1	1.20050367951225	1.51270187202575	1	1.11800274987326	1	1.10853920437879	2.25438467133347
LIMD1	1	1	1	1	1	1	1	1	1	1	1	1
IPO8	1	1	1.06244335470821	1	1.07584422889375	1	1.00969205828572	1	1	1	1	1
STX17	1	1.05723885672464	1	1.05037867579123	1	1.03012188847188	1.12200000803228	1	1.00020691954621	1	1	1
SPTBN2	1	1	1	1.04398876824578	1	1.0841441065105	1	1.00009004802259	1	1	1.02004373716727	1
GNAT1	1	1	1.02457955673458	1	1.03402692803258	1	1.0635074946318	1	1	1	1	1
TRDN	1	1	1	10	1.53787750865813	1	1.09981191268922	1	1	1	1	1
CETP	1	1	1	1	1	1	1	1	1	1	1	1
SLCO1A2	1.19652310495946	1	1.19300122456819	1	1	1.091505603463	1	1	1.00021267423691	1	1	1
RCL1	1	1	1	1	1.05162582075615	1.04086351518932	1.07775445614795	1	1.00022649042657	1	1.03765754678737	1
CASTOR2	1	1	1	1	1	1	1	1	1	1	1	1
CASTOR1	1	1	1	1	1	1	1	1	1	1	1	1
FMR1	1	1	1.14959987239231	1	1	1	1	1	1.00021377159594	1	1	1
PPP1R3A	1	1	1	10	1.2491433245925	1	1	1	1	1	1	1
TRIM41	1	1	1.20796593161456	1	1	1	1.00975615261569	1.00007919027943	1.00020662428317	1	1	1
PPP1R12B	1	1	1.0551121779058	1.03661016248584	1.37221611898349	1	1.01810128311014	1	1	1	1	1
RND3	1.39505627182683	1	1.02661155466445	1.03306084077114	1	1.58727524810483	1	1	1.01728775912307	1	1	1.50676088622564
KCNK3	1	1	1	1.02462487141951	1.17111720845116	1	1	1	1.00013855062593	1	1	1
SRGAP3	1	1	1.1652071043373	1.02555287574164	1	1	1.50167825673754	1.000090390696	1	1	1	1.14073151813372
RBM17	1.1384390439817	1	1	1.00254470994447	1.06281534897767	1	1.01227232610114	1	1.00020852669326	1	1	1.00204058599478
RBM10	1	1	1	1	1	1	1.04040432673785	1	1.00019870469751	1	1	1
PRPF8	1	1	1.29224228348118	1	1.01896619048584	1	1.12512988997139	1	1	1	1.03648769016114	1
SPG7	1	1	1.04038695508262	1.00122783692599	1	1	1	1	1.00020580698127	1	1	1
KLK2	1	1	1	1.01974529921546	1	1	1.05276229029961	1	1	1	1	1
RAB11FIP3	1	1	1.03118209001292	1.00122761567611	1	1.07247192967131	1	1.00007592804542	1	1	1	1
LPIN3	1	1	1	1	1.07092946898002	1.09363013987794	1.00859255395249	1.00008453127303	1	1	1	1
SAFB	1	1	1.0795694691271	1	1.00915555895357	1	1.05069592653137	1.00008467494277	1	1	1	1
L3MBTL2	1	1	1.02745065703783	1.00584166911363	1	1.03923651386845	1	1.00008755534945	1	1	1	1
PPL	1	1.04321288237574	1	1	1.01652255885155	1	1.02862574626573	1	1.00021017498083	1	1	1
ALDH7A1	1	1	1	1	1.04202399908303	1.11456275157187	1	1	1.00020289637743	1	1.00388217843779	1
PRPF3	1	1	1	1	1	1	1.00381852768777	1.00007608655659	1	1	1	1
RBM5	1	1	1	1	1	1	1.07769736560819	1	1	1	1	1
RBM39	1	1.03427877351097	1	1	1.05375775057527	1.03619274573127	1.0084585163226	1.05127924424493	1	1	1	1
RBM25	1	1.10723113245287	1	1	1.00543453115105	1	1.17008233955634	1.00007719408592	1.00019822752119	1	1	1.01529860562695
TRAK1	1.02220340401595	1	1.17976236304861	1.05043871309504	1.38808500276643	1	1	1	1	1	1	1
KDM7A	1	1	1.01701814534636	1.10841167486901	1	1	1.05751115611546	1.00008009358007	1	1	1	1
CLCN6	1	1	1.66829731286214	1	1.00154040868373	1	1.11280267737647	1.72491658950895	1	1	1	1
HLCS	1	1	1	1	1	1.19966907601278	1	1.00008646635219	1	1	1	1
THBS3	1	1.03227115310886	1	1	1.00376175109411	1	1.02498434761984	1	1	1	1	1.00071341373719
IFT122	1	1	1	1.00886877294062	1.07583013270381	1	1.00874620895935	1	1.00020510669021	1	1	1
RNPC3	1	1.01028107060827	1	1	1.10829982637778	1	1.82952582985351	1	1	1	1	1.06727365544173
GPR18	1	1.52065209328825	1.10839689159016	1	1	1	1.19761788121409	1.00008336029369	1	1	1.04832174710687	1
GPR17	1	1	1.0419123201688	1	1.66330407678996	1	1	1	1.00026025001184	1	1	1
TLL2	1	1	1.56100890114851	1.00672898388051	1	1	1.06174535502387	1.00007624288646	1	1	1	1.0500692572374
RBM7	1	1	1.04277760077123	1	1	1.00972824532482	1.22181412728044	1	1	1	1.10365608708362	1.05349741739042
IGFBP5	1	1	1	1.13117658965617	2.83602036336432	1	1	1	1	1	1	1.95922814241269
REPS2	1	1	1	1	1	1.13179729252394	1	1	1	1	1	1
TNKS1BP1	1	1.24160654658735	1.00891476356532	1	1	1	1.13645725920453	1.0066377026089	1	1	1	1
NUP160	1	1	1.06779336153931	1	1.10139997590106	1	1.10346825026435	1	1	1	1	1.00061806437286
NTSR1	1	1	1.34786124255389	1	1.19029522394927	1	1	1	1.00022511827652	1	1	1
PPARGC1B	1	1	1	1	1	1	1	1	1	1	1	1
NUP54	1	1	1	1.01841189883091	1	1.01285954367877	1	1.0000787349511	1.00020750733682	1	1	1.05371222340409
NUP188	1	1	1.14556386855241	1	1	1	1.03085635091213	1.06814118761317	1.00022890841554	1	1	1
KLF15	1	1	1	1.06610131424644	1.00038119621499	1.00216666138292	1.09279635185849	1	1.00693386638915	1	1.01135137150737	1
NUMA1	1.00265716505819	1	1.72755500738022	1.06775923084285	1	1	1.06102520332925	1	1	1	1	1
IDI1	1	1	1	1	1	1	1	1	1	1	1	1
RBFOX2	1	1	1	1	1	1	1	1	1	1	1	1
ATF6B	1	1	1	1	1	1	1	1	1	1	1	1
ING5	1	1	1.14569642552876	1	1.21816102434127	1	1.00550503016033	1.00007852034742	1	1	1	1
MXI1	1	1.14353260389349	1	1	1	1.15403152827324	1	1.10030982138329	1	1	1.12224917645806	1
WDR83	1.01028280657003	1	1.12152364237767	1	1.14010999670448	1	1.00315446466243	1	1.00022625116757	1	1	1
RBSN	1	1	1	1.03412503889415	1	1	1.00721006104039	1	1	1	1	1
SNTA1	1	1.08653439027323	1	1.04524264753759	1.79714750966424	1	1	1.00008772712248	1.00021762664858	1	1.01909996479742	1
ATF7	1	1	1.07264611189243	1.09372731547521	1	1.01724511237708	1	1.11453441939223	1	1	1.08191614075937	1.40139694911775
AGXT2	1	1	1	1	1.06887178917805	1	1	1.00008743923246	1	1	1	1
MUC20	1	1	2.36702782948337	1	1.00884891459454	1	1.22110677772319	1.00007997770222	1	1	1	1.13133426567964
MED6	1.00662051107505	1	1	1.01171360554562	1.07694990913286	1	1	1.00007947914645	1	1	1.01557274205485	1
MED23	1	1	1	1	1	1	1	1	1	1	1	1
MED13	1	1	1	1	1.01433008459094	1	1.05044085877559	1	1	1.00487219589598	1	1
MED13L	1	1	1	1.00255930320897	1.69361592304083	1	1	1.00007616633445	1	1	1	1.17250238818229
KANSL3	1	1	1.29139275686111	1.01369187318873	1.02333407737606	1	1	1.00008171694173	1	1	1	1
OGT	1	1	1.19580454587468	1	1.00704293860486	1	1.07198237895791	1.0607336412209	1	1.00393086065528	1	1.04194886063963
EYA4	1.1123042439949	1	1	1.15879727457949	2.21575144083889	1	2.3315782676335	1	1	1	2.0286986337463	1.80132148626331
MTF2	1	1	1	1	1	1	1	1	1	1	1	1
KMT2D	1	1	1	1	1	1	1	1	1	1	1	1
KMT2C	1	1	1	1	1	1	1	1	1	1	1	1
KDM4C	1.01985215817084	1.03206573762914	1	1	1	1	1.16877121183275	1.02262154876167	1	1	1	1.00193199345573
POLR1A	1	1.08398750378641	1	1	1	1.08197829593231	1	1.04281961457266	1	1	1	1
IWS1	1.07310733472985	1.01067622071147	1	1	1	1	1.20140084734829	1.00007766151396	1	1	1	1
RNMT	1	1.00598041241994	1	1	1.06227088528882	1	1.00548683560705	1.02225936682506	1	1	1.04680310210011	1
TIA1	1	1.08973084495984	1	1.00054042074189	1	1	1	1.00008140572365	1.00022428936286	1	1	1.01990839613235
HNRNPM	1	1.04747737036115	1.03383905085452	1.00122642606338	1	1	1.08346297121656	1.1548242307547	1	1	1	1
HNRNPH1	1	1.1298834903653	1	1	1	1.10601377195885	1	1.00008013204504	1	1	1	1
ACTA1	1	1	1	1.14755490065885	1	1	1	1	1	1	1	1
DROSHA	1	1	1.28218863823837	1	1	1	1.01602078957475	1	1	1	1.09741080974045	1
FBXO4	1	1	1	1.00593299278508	2.19414047667408	1	1	1	1.00022567448326	1	1.19881515451664	1
MYBBP1A	1	1	1	1	1	1	1	1	1	1	1	1
HOMER2	1	1.07290531891071	1	1	1.22362407131286	1	1	1	1.00023213535255	1	1	1
GRIN3A	1	1.01588953280007	1	1.00266367954197	2.23399521326268	1	1.03869308422034	1	1.00212201190742	1	1	1.01405605005855
RGS17	1	1	1	1	1.49080930180545	1	1.19640580018862	1.000086770675	1	1	1	1
FBXO32	1.03456924948049	1	1.29270086402317	1.09850523236762	1.99490910727563	1	1	1	1.00111825767497	1	1	1.35571569983922
FNBP1L	1.00358968303842	1.17802579180873	1	1	1	1.28078270459796	1	1	1	1	1	1
EPN2	1	1	1.17594762530533	1.00293028298815	1	1	1	1.00007910565215	1.00019639410734	1	1	1
EPHA7	1	1	1	1	1	1	1	1	1	1	1	1
EPC1	1	1	1.0233812558306	1.00788175224111	1.13275482974196	1	1.0591556305127	1.00007897609273	1.00020604530671	1	1	1.08502122215536
CCNL2	1	1	1.0164376753831	1	1	1.0192494038679	1	1.00008089846363	1	1	1	1
IFT81	1	1	1.03380555433369	1	1.50133420265982	1	1	1	1.00022965797375	1	1	1.01435720827335
IFT172	1	1	1.00199673932689	1	1	1	1.39233779748561	1.00008490453524	1	1	1	1
TPRX1	1	1	1	1	1	1	1.00907193490946	1	1	1	1	1
PSIP1	1	1	1.10073014083684	1	1	1	1.07714605572602	1	1	1	1	1.15484317407553
XRN1	1.03579475068948	1	1	1	1	1.01054239407792	1.04161538462094	1.00007638359546	1.00020214840419	1	1	1.00193249346163
AHCTF1	1	1.00876047418602	1	1.00130805238684	1	1.10070572956387	1.01853436347879	1	1	1	1	1
CENPC	1	1	1	1	1.32920942343191	1	1.03318100863421	1	1.00021858996566	1	1	1
DDX46	1	1	1.06145617695875	1	1.01874250359063	1	1.013215495152	1.00008009854287	1	1	1	1
TSEN2	1	1.01277354384155	1	1	1.31967822411254	1	1.00089221088347	1.00007790563471	1	1	1	1
MME	1	1.11710149597395	1	1	1.195645040032	1.12478108357217	1	1	1.00021458053808	1	1	1
TARDBP	1	1	1	1	1.0182721089602	1.00783744735763	1.09157408130615	1	1	1	1	1.00506531258617
SHOX	1	1	1	1	1	1	1	1	1	1	1	1
CWF19L2	1	1	1	1	1.22840748952797	1	1	1.00008774227917	1	1	1	1.08889970268497
CTNNBL1	1	1	1	1	1.7476752173355	1	1	1.00007710450773	1.00020196254455	1	1	1
KLC1	1	1	1.16591627320485	1.09193002818602	1	1	1.0241230252021	1.00007990403681	1	1	1	1.00318933404679
KIF27	1	1.13276163623812	1	1.00806573852276	1.609593849324	1	1.0336460909212	1.00007802002415	1	1	1	1
KIF1B	1	1	1.15020326630099	1.03789152869325	1.69292951665922	1	1	1	1	1	1.04860672148824	1
GOSR1	1	1.04952667804242	1.13198560580271	1	1	1	1.13022972231342	1.00008417346018	1	1	1	1
LMO7	1	1	1	1	1.10449604434244	1	1	1	1.0023069147167	1	1	1.00649207427828
KLHL41	1.21250188696422	1	1	1.0401070682614	2.09900932929533	1	1	1	1	1	1.0828316445472	1.13418121886592
KLHL2	1	1.00001224782276	1	1	1	1.31722330926533	1	1.63553434447417	1	1	1	1
KLHL22	1.05459611350197	1.08837798371693	1	1	1	1.04139981178894	1.03818927472882	1.00007789736555	1.0002191104016	1	1	1
KLHL20	1	1	1	1	1.35172348618006	1	1	1	1.00020735948106	1	1	1
KBTBD13	1	1	1	1	1.32805768286833	1	1	1	1	1	1	1
FEM1A	1.07295169994685	1.61839684234712	1	1.01900021572378	1.84054216471959	1	1.06342137170949	1.00007844472608	1	1	1.04639187300824	1
FBXO40	1.10354474077557	1	1.04945854784106	1.06810437708263	1.69179173385513	1	1.22170793772562	1	1.00024474525454	1	1	1
FBXO11	1	1	1.19413781411133	1	1	1.0860453564296	1	1	1	1	1.00559171751791	1
FBXL18	1	1	1.13005400890104	1.00123393814597	1	1	1	1.00008913175179	1	1	1.01665429053538	1
FBXL13	1	1.54134167264895	1	1	1.37697100771447	1	1	1.00007839445236	1.00019710238164	1	1	1
DCAF6	1	1	1	1.00294450771992	1.51608025980701	1	1	1	1	1	1	1
DCAF11	1	1	1	1.00294082753847	1	1.00231262611559	1	1	1	1	1.02351394218338	1
MIA2	1	1	1	1	1	1.21072763462245	1	1	1	1	1.02106434129087	1
GOLGA4	1	1.00899008369657	1	1	1.6139836915211	1	1	1.00008266528764	1	1	1	1
ZNF335	1.89506287832402	1	1.31816097313658	1.08804478104412	1.0042384585105	1	1	1.13990698446334	1	1	1.14004854424847	1.50056576591248
EXOC4	1.0327114009241	1.00471269792575	1	1.01419108267977	1.06931136623469	1	1.27174970145845	1.00007900673592	1	1	1.00525891892202	1
EXOC3	1	1	1.01650175810004	1.00456291380738	1	1.02493865417866	1.09289510560426	1.00007609693313	1	1	1	1
EPPIN	1	1	1	1.00431432114575	1	1	1.05517172152346	1.00007992952768	1.00021943118481	1	1	1
CHRNE	1.03061311751954	1	1	1	1.03773032376864	1.09166035649982	1	1.00009808723922	1.00022668672141	1	1	1
CHRND	1	1	1	1.01846670391436	1.06876663281839	1	1	1	1	1	1	1
DEFA1	1	1	1	1	1	1	1	1	1	1	1	1
DEFA1B	1	1	1	1	1	1	1	1	1	1	1	1
MTHFR	1.08696398045715	1	1.33746788975684	1.01559256492573	1	1	1	1.02362335739737	1	1	1	1
LCAT	1	1.01385253445651	1	1	1.05514829481747	1	1.28745259466057	1.00008128861264	1	1	1	1
PTDSS2	1	1.14729755983874	1	1	1.03757201414575	1	1	1.00008273469115	1.00020497313123	1	1	1.00220789784263
POMT1	1	1	1.15361278785141	1.0283534064433	1	1	1	1	1.14404614873238	1	1	1
CYP2C19	1	1	1	1	1	2.01529623498055	1	1	1.08607925392684	1	1	1
AKR1D1	1	1.00908497338979	1	1	1	1.73702955277244	1	1	1.10387130518905	1	1	1
KCNE4	1	1	1	1.002926528659	1	1	1.03727834894803	1.00007887902089	1	1	1	1
MTMR3	1	1	1	1	1.08735087757254	1	1.05842185396472	1	1.00013861607084	1	1	1
FPGS	1	1	1.26781356515664	1	1	1	1.00441081490398	1.08421866289103	1	1	1	1
SLC22A5	1	1.1650120351039	1.01265706720984	1.00806008792162	1	1	1	1	1.00020341971659	1	1	1
FUT2	1	1.01374931179851	1.00704687552549	1.01520713421313	1.54304263837893	1	1	1.00008537941746	1	1	1	1
FUT1	1.00665165272042	1	1	1.00436387860052	1	1	1	1.00008274799814	1.00022526956615	1	1	1
CELF1	1	1	1	1	1.26248850570605	1	1.22105119123237	1	1	1	1	1
MSH5	1.07136988692075	1	1.21040645886322	1	1.03111404700013	1	1.0434129574036	1	1	1	1	1
GINS3	1.02045477107514	1.09066085387129	1	1	1	1	1.23699973474081	1.03359903326974	1	1	1	1
WDR91	1.04348290255963	1.04531039740913	1	1	1	1	1.03896700850124	1.00008116463716	1	1	1.02061103158352	1.00231155177749
IQGAP2	1	1	1	1.00131712618472	1	1.67469983552815	1	1	1.00022003641279	1	1.04555641541099	1
SH3PXD2A	1	1	1.31225632577969	1	1.03582454072371	1	1	1	1.05203104962266	1	1.04527124692475	1.00527515672182
LONP2	1	1	1	1	1	1.10067739736911	1.42006930573193	1	1	1.01672690822542	1	1
KIFC3	1	1.10583734933003	1.10213096542004	1	1	1	1.04599386659294	1.13455590071557	1	1	1	1
OBSL1	1	1	1	1.04279368440077	1.01692148503781	1	1.18100593663568	1.0019493618898	1	1	1	1
CUL9	1	1	1.38116939489442	1	1	1	1.12995181900243	1.07520374989845	1	1	1	1
EXOSC10	1	1	1	1.65250051197964	1.01633920786079	1	1.00325077061974	1	1.00019984704058	1	1	1
DDX23	1	1.03886059208945	1	1	1	1	1.03220849513817	1.00007861830423	1	1	1	1
SLC7A9	1	1	1.10485418582927	1.00031133755344	1	1.01651936155901	1.25978239118128	1.00008152605239	1.00022511335979	1	1	1.00346467762282
VARS1	1	1	1	1	1	1	1	1	1	1	1	1
NAPB	1	1.0318189438359	1	1.0459943669893	1.07810250705731	1	1.18836295772727	1.00007752306759	1	1	1	1
KICS2	1	1	1	1	1	1.20772484218408	1	1	1	1	1.05749166766203	1
ITFG2	1.0141736450198	1	1	1	1	1.07421211967952	1.21161265343774	1	1	1	1	1.03727678673477
DEPDC5	1	1	1.12833252665094	1	1	1	1	1.00008263946181	1	1	1.05392989628302	1
SPIDR	1	1	1	1	1.55536756116316	1	1.09438058086646	1	1.00019655027264	1	1.00526737326281	1
CA14	1	1	1	1.05534713810234	1	1.1491576438233	1	1	1.0002412768102	1	1.01023676904581	1
FOXK1	1	1	1	1	1	1	1	1	1	1	1	1
GGA1	1.0975087831797	1.0593882530573	1.09534204877977	1	1	1	1.09296716037542	1.00008710428242	1	1	1	1
TNS2	1	1	1.03361069786036	1	1	1	1	1	1.00019796400622	1	1	1
PTCD3	1	1.0108887280898	1	1.00223924179041	1.22695712374244	1	1	1	1.00020139191553	1	1	1
MYH2	1.621888493962	1	1	10	1	1	1	1	1	1	1	1
TTLL7	1	1.06402285942692	1	1	1.24612985590394	1	1.08743430997523	1.01109915005466	1.00022073231085	1	1	1.056349065601
KCNJ14	1	1	1.14549110498621	1	1.0400469566475	1	1.04226047935405	1.23672630727399	1	1	1	1
KCNV1	1	1.01801600613054	1	1.0012358372472	1.14247407853503	1	1.08121838760361	1.00009315616355	1	1	1	1
KCNS2	1	1	1	1	1	1	1.00562261252003	1.08030793274305	1	1	1	1.0793428861675
KCNJ6	1	1	1.01191450475651	1.00880679011571	1.21597128061972	1	1.02772829416679	1.00008361105182	1	1	1	1
KCNN2	1.10259664766393	1	1	1.01159386693283	1.00584423112233	1.04249802772669	1	1	1.00022936686508	1	1	1
