SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
ERCC4	1.07068703386721	1.22831866240577	1	1.00131139855364	1.08649576087727	1.03648418920435	1	1.00008123644479	1.00019810423718	1	1.71105148482014	1
PUM1	1.05282724245327	1.40710431168755	1.014258150269	1.00570667140532	1	1.04547039279372	1.01040449703062	1.00007740669103	1.00013856021795	1	1.19808260598655	1.0929448763362
ESPNL	1.17130773322036	1	1	1	4.60539304304806	1	1.36237753520778	1.00311507948704	1	1	1	1.05004519558839
SLC6A1	1.10789802742146	1	1.47468216238831	1	1.03543755765734	1	1	1.00007707272369	1.00013869721656	1.02057251185179	1.14912180023271	1.6257363103769
SLC6A13	2.29912831912751	1.04020668375857	1.11236858706176	1.0370887513188	1	1.50991420442142	1	1.00008940696654	1	1	1.4781304205497	1
MTMR12	1	1.19165712448979	1	1.02708602603719	1.00433349689325	1	1.30889161702204	1.00008102020872	1.00020924761566	1	1.06698673714566	1.20737624034692
RUFY1	1.08732046369904	1.12668021031256	1	1	1	1	1.14873478141086	1	1.00019948552921	1	1.29375499063467	1
MTM1	1.0016645657106	1.199131808356	1.106016474966	1.00131271988453	1.01544224752072	1	1.38823977653625	1.0669555970105	1	1	1.04141548541754	1.06175479220915
RNF123	1.23349388201812	1.11535387671232	1	1.00407578046993	1.0180621316351	1.0614144957451	1.08778934115939	1	1.11987345873446	1	1	1.77934123134784
WBP11	1.24421886719593	1.15679406285246	1.02012751425239	1	1	1	1.01879702663325	1.00008260442658	1.00020812682454	1	1.04642564874201	1.02411046829924
WDR33	1.74425609024398	1.01871752770886	1.10670730674597	1.00042023620705	1	1	1.00868581513287	1.06497640771465	1	1	1.11991426454664	1.22331071308199
AKAP1	1.09143588852028	1	2.2810329762712	1.00130874395152	1	1.17417914391494	1	1.00008477190188	1.00892818694894	1	1.04446723063181	1.88410113623357
SLC9A7	1	1.03282078004968	1.03571054098194	1	1.06014605214726	1.03582109907784	1	1.00009143192822	1	1	1.13174975056293	1.04818775291394
ATP1A4	1.01425781836664	1	1.09974645211939	1	1	1.66417918793424	1.13831726486771	1	1	1	1.09446503885808	1.11604817794939
ATP1A2	1.18713319631401	1	1.0090984857102	1.00126641896026	1	4.70015778685329	1	1.00012100988427	1.00025708138562	1	1.89790857437892	1
ZNF131	1.87287082828581	1	1	1.03927471454135	1	1.11392309729358	1	1	1.00020447068507	1	1.12908808802549	1
DCUN1D4	1.20340561735946	1.22934242297168	1	1.01905976579948	1.0106880988951	1	1.50121790851449	1.00007704183906	1.00020214295211	1	1	1.34330887618963
DCUN1D2	1.15901249521371	1.01029529454305	1.0254902065285	1	1	1.3667074787374	1.00867915576356	1.01019537054338	1	1	1.17733626182491	1.0382233744107
REPS1	2.68906992244607	1	1.06151177511465	1.0109325799842	1	1.00900609525139	1.12944634529928	1.0052737919933	1	1	1	1
KDM4A	1.29098974439802	1	1	1.00255634279791	1	1.09234237250529	1	1.00007612466621	1.00021078777988	1	1.10821095549435	1.08720242893904
TOP3A	1.06545282595288	1	1.09953527521435	1	1	1.29612252237634	1	1	1.00020895454167	1	1.09011889485102	1.28244434806107
EPS15L1	1	1.06779830839401	1	1.02407856335561	1	1.83008113065185	1.00973917739838	1.00008149711115	1	1	1.66307299755875	1
ZC3H11A	1.01978207841465	1.30520824896064	1	1.02188106557927	1.04376066501502	1.32827477021521	1	1	1.00020369663945	1	1.01964304524704	1.03843118337819
INPP5B	1.08636128816652	1.04899989251063	1.00163430862476	1.01400280375133	1.03049986090195	1.53390683547869	1.00589970641915	1.00008133807299	1	1	1.66137810926985	1.56350134991338
WDR19	1.44386182779077	1.36623165623233	1.00163326567811	1.0735230094252	1	1.13913281283822	1	1	1.00020814805976	1	1.14061555324515	1.11397044245709
TRIM63	1	1	1	1	1	4.84925882285294	1	1	1	1	1	1
UBTF	1.27711987696104	1.06573787750356	1	1.08804478104412	1.24367096760011	1	1	1	1.13714297390944	1	1.0283803611709	1.36132212697618
ERLIN2	1.0062573463799	1.00001224530977	1.14235786375125	1.00328528662848	1	1.00894786473037	1	1.00008203762518	1	1	1.40657377767954	1
AHCY	1.10935203995482	1.27388933304747	1.12215043237715	1.00054202851526	1.08228048814375	1	1.27855989347513	1.00008683034232	1	1	1	1.12522196458769
TIAM2	1.28921987219531	1	1.03613088701	1	1	1.09924275591478	1	1.00008425518927	1	1	1.25723574678549	1
SLC27A1	1.08994988297597	1.37060367778935	1	1.00054097681114	1.27195693279203	1.32604678018845	1	1	1.0002113214266	1	1.43944225419639	1.15044977534553
VTI1A	1	1	1	1.00255638629727	1	1.22442988776671	1.00953348693208	1.00008636072031	1	1	1.01060224242029	1.14697682874139
VPS54	1.05676006121552	1	1.22882336187994	1.00705074884038	1.0109522772615	1.05442702762317	1.07261070873773	1	1	1	1	1.34062682832164
VPS53	1.09211900629798	1.29717238975866	1	1.0078925422902	1.05328035590431	1	1.11239574172706	1.00007994492489	1.00020871446195	1	1.05913960949975	1.0785352366311
VPS52	1.11487498619809	1	1.04469439138244	1	1.11437385069728	1	1	1.00007932490844	1.00006993571925	1	1.07215908328452	1.27927944827257
TRIP10	1	1.0898327474073	1	1	1	2.34230558570946	1	1.92995464145807	1	1	1.00596956365616	1
YAF2	1	1	1	1	1	1	1	1	1	1	1	1
CBFA2T2	1.06445420949267	1.09972659247622	1	1.01096889191467	1	1.23658728811681	1	1.00008166429028	1	1	1.51106701240219	1.03877287152117
NOTO	1	1	1	1	1.22232733982068	1	1	1.17321628593672	1	1	1.05737987114215	1
TDRD12	1.03407253184299	1	1	1.00839381904548	1.02512432273793	1	1.05578924505938	1	1.00013974495081	1	1.13941659378534	1.01859806123337
ZC3H8	1	1	1	1	1	1	1	1	1	1	1	1
RAB33B	1.24134922340307	1	1.663518710246	1.02282951642402	1	1	1.09556871443556	1.00007952092614	1	1	1.42502465745749	1
KMT2B	1.10931445121978	1	1	1.05783134428134	1.08829388353424	1	1	1.02487786305498	1.00693386638915	1	1	1
RHOJ	1	1	1	1	1	1	1	1	1	1	1	1
INTS8	1.01541791604075	1	1.03169827185544	1.00823605036007	1	1.04162248859608	1.04671442322141	1.00007913875517	1.00021999050384	1	1.14974683300566	1.04955625946177
INTS4	1.1293731282812	1.02928204711636	1.01956567314039	1	1.01381207726281	1.17244372581609	1.0004894096487	1	1.00022533204111	1	1	1.00070396283675
INTS3	1.2324977741494	1.0191139394818	1	1.20968525645646	1.1022658215987	1.00885245323443	1	1	1.00021320020583	1	1.06002126853637	1.07524249140823
INTS1	1.26185373312912	1.02432273986589	1	1	1.07710857003408	1.13613963459924	1	1.00007965437586	1.00021440591078	1	1	1.47127961474666
INTS10	1.00176755409819	1.06191771102424	1.28615971651442	1.03016105333039	1	1.03912616042876	1.05160165189477	1.00008260901306	1	1	1.10141336896642	1.33563058258568
ICE2	1.00667551736918	1.20923259285205	1.102499907275	1.03089625310522	1	1.06576896674682	1.5893013993664	1.00008074774499	1	1	1.06446711015701	1
ELL2	1.13256447126055	1.0644454299217	2.96015607819256	1.00409383434387	1	1.09301288843941	1.05437662963361	1.00007822855186	1	1	1.15296886689008	1.37733968510105
SNAPC4	1.19567242664788	1.33539169309063	1	1	1.00152738031913	1.36299037956765	1	1	1	1	1.55415267811427	1
TMC1	1.20483960274807	1	1	1	1	1.03290968386657	1.04462178685233	1	1.00023382291541	1	1.20927831404902	1.13544773075533
MYO7A	1.25607074585674	1	1.02643658191237	1.00132410191377	1.07050079031009	1	1	1	1	1	1.13047002290251	1.3372159375273
MYO15A	1.88696064324884	1.03330386985281	1	1.05178446032641	1.00086105571636	1.18458858349464	1	1	1.00024181283876	1	1.55495434352696	1.11174376414839
LHFPL5	1.01292764040742	1.16037110690303	1	1.00054587190833	2.04643568210216	1	1.04605004190591	1.00007592680312	1	1	1.10329238118626	1
HTR3B	1.01033750427772	1	1	1	1.07852368914874	1.05854115111346	1.07707447797288	1	1	1	1.42237000315286	1.00431603188304
ZNF84	1	1.01352500772142	1	1.03761212064928	1.00499761758249	1.84629968268617	1	1.00007666336795	1	1	1.0565972685656	1
RHOB	1	1	1	1	1	1	1	1	1	1	1	1
POLR3A	1.12338700318505	1.13884062924463	1.00226395123412	1	1	1.72003231425705	1.04969679957122	1	1.00020772383734	1	1.05079471654008	1.41515864224139
SNRNP70	1.07298707625677	1.00901748674214	1.14319199518335	1.0893033378226	1.66738180865953	1	1.01588305208666	1	1	1	1.10171537085015	1.01697892759666
SRRM2	1.86649193125654	1.12403652324264	1	1.017834728168	1.0825174661906	1.02316377202947	1	1.00007683944564	1.16572309372979	1	1	1.11684194472299
SNRNP200	1.7510254081385	1.11646592801034	1	1	1.00932633211411	1.07448595433737	1	1.00679000415077	1.00996528653049	1	1	1.15278111430861
SPC25	1.1969348816734	1.11576318024374	1	1.0012636098429	1.2623361283799	1.01097948925436	1.01728651423382	1	1.00019791317522	1	1.40571111676545	1.03608400897258
POU3F1	1	1	1.00851179326626	1	1	1.15075807610781	1.01329634882337	1	1.02582100164086	1	1.1336835804181	1
PRKAG2	1.56236584667074	1.20535613148499	1	1.00259339270228	1.13927260108763	1	1	1.30550928240211	1.00022703463022	1	1.00559155595831	1.62565153271909
SNRNP48	1.07044292293262	1	1.35688623467104	1.01633551822811	1	1.25386445418922	1.03761753900476	1	1.0002042039354	1	1.01399421570703	1.10264312809888
ODF2	1	1.22207362743013	1	1.00585098575001	1.08527609570549	1	1	1	1.00020366273948	1	1.20632667108641	1
CKAP5	1.71759893862321	1	1	1.04558508955624	1	1.20932044466703	1	1.00008096041194	1.00020244061288	1	1.19286346989915	1.60938353743031
CEP164	2.41592575421798	1.38553922771915	1	1.04111438948616	1.07346012323447	1.13496490103872	1	1	1.00019999220361	1	1.31494856815941	1.03893070134341
CEP152	1	1.16376728519704	1	1.00132444760764	1.17175679053448	1.0960973315888	1	1.00008108960741	1.00021780235033	1	1.12126673186489	1
CEP135	1.02166064891394	1	1	1.06752077442976	1.01309069874552	1.16403090707813	1	1.00007621412092	1.00020104542773	1	1.15796286529471	1
CENPJ	1	1.13706336248683	1	1.03337441743678	1	1	1	1.0000827867127	1	1	1.03274721448685	1
AKAP9	1.04809531779462	1.0763186688877	1	1.00292113985031	1	3.06276993699865	1.02704385509175	1	1	1.01479194296134	1.48069492573963	1.04468409473899
CLASP1	1.21576600167607	1.22872749751827	1.00912623710772	1	1	1.84512485751965	1.02588184781904	1	1.00020326026857	1	1.07076598042543	1.02046035330857
ZSWIM8	1.16755692518542	1.09704530465132	1	1	1.48843726942952	1.13894604597233	1	1.0000764066923	1	1	1.07345031859998	1.35682646883037
UBD	1	1	1	1	1.1094435242975	1	1	1.00007991239953	1	1	1	1
LIMD1	1	1	1	1	1	1	1	1	1	1	1	1
IPO8	1.79456830702888	1.0023255237593	1	1.00031103605579	1	1.11928601509831	1	1.00343493888996	1.00020920886432	1	1.55991060480844	1.57277427781387
STX17	1.07664908108988	1	2.59403210509251	1	1.11222569665009	1	1	1.00008247454407	1	1	1.35300538202015	1.76574106264934
SPTBN2	2.13130007859398	1.0555014736933	1.16356689206554	1	1.49458471315632	1	1.01364628928694	1	1.08180750779241	1	1	2.34530799677309
GNAT1	1.1204402908772	1.08448647742314	1	1.08085657565164	1	1.21409679727691	1	1.00007998644739	1.00670028688319	1	1.10583041376302	1.70534433658899
TRDN	1	1	1	1	1	7.1227940786555	1	1	1	1	1.47225129289578	1
CETP	1	1	1	1	1	1	1	1	1	1	1	1
SLCO1A2	1	1.65786217525274	1	1.19095898218119	1.14445570289139	1	1.13915877481256	1.00007715247035	1	1	1.29289880850217	1.14569287450379
RCL1	1.09355438990602	1.00156890458442	2.77757851895316	1.002584446948	1	1	1	1.20448065470257	1	1	1	1.0249662079739
CASTOR2	1	1	1	1	1	1	1	1	1	1	1	1
CASTOR1	1	1	1	1	1	1	1	1	1	1	1	1
FMR1	1.00866184472953	1.09649253666143	1	1.01224339525346	1.13401360045454	1.02543154804833	1.0033909841695	1.00007782210154	1	1	1.10701475370696	1.4166855532675
PPP1R3A	1	1	1	1	1	10	1	1	1	1	1	1
TRIM41	1.0646438668836	1.01204031676439	1	1.02418138633612	1.0188370094963	1.06709260617744	1	1	1	1	1.55911058373484	1.00525587849133
PPP1R12B	1.3504617813582	1.12441419432798	1	1	1	1.7447014437068	1	1.00007662498345	1.00020862034556	1	1.19670274263751	1.06189210221534
RND3	1	1.33412124438037	1	1	1.23111007256941	1	1.00333741184382	1.04385070604928	1	1	1.12601230955399	1
KCNK3	1.01000292310774	1.26845798782489	1.04634788051012	1	1	1.07448761780172	1.17622743166752	1.00008849065377	1	1	1.09783968980022	1.04798206780942
SRGAP3	1.16123628670343	1.15107037472672	1	1	1.26185776962969	1.22243133079046	1	1	1.0002359000832	1	2.18924054245692	1
RBM17	1	1.01717168344643	1.01359574231203	1	1	2.62302112229379	1	1.00007873760298	1	1	1.09726582983775	1
RBM10	1.27478461023092	1.033693350232	1.17120758239965	1.02851318409045	1.04217848087888	1.00425581897809	1	1.00007796136999	1	1	1.0502293926479	1.32035301601321
PRPF8	1.70860728888152	1.32638085962215	1	1.00449358377681	1	1.07463831044009	1	1.09866830478244	1.00021272716863	1.0063104422086	1	1.2212643590828
SPG7	1.03601584607392	1.11405351571919	1	1	1.20767831916392	1.03166170458155	1.0135867586016	1.00008133183286	1	1	1.08358509880284	1.30965745625434
KLK2	1.06400059819233	1	1.0005229085255	1	1.45279442280527	1.0780385956736	1	1	1.00028378174542	1	1.02665611185531	1.01231229636781
RAB11FIP3	1.1555360718134	1.10339851875377	1	1	1.11643731780136	1	1.10852124673592	1	1.00022167131957	1	1.1273543184107	1.67227252481641
LPIN3	1.37465674892326	1.04037025930382	1.19015933644863	1.39964227992809	1	1	1	1	1.33813489217602	1	1.10185008691155	1.14539974698782
SAFB	1.75451547015751	1.02528383617055	1	1.00122909785369	1	1.70136894804405	1	1	1.04064639193223	1	1.4133783143588	1.05271260456577
L3MBTL2	1.14639112782577	1.00233037633228	1	1	1.22195142079869	1	1.0093528630672	1	1.00021387064846	1	1.2135689718321	1.3341066401041
PPL	1.63503184689313	1	1.27306101512081	1.00123544550092	1	1.04447736764542	1	1.00008725989382	1	1	1.04763718573781	2.14264138801017
ALDH7A1	1.32092971974021	1.16831901803657	1.09501306217278	1.05898110532713	1	1	1.22171578974106	1.00007940440724	1	1	1	1.15066342792113
PRPF3	1.35660671636282	1.00585900806093	1.00293872123162	1.0809511039812	1.03491208045467	1.05656239798648	1	1	1.00020051112192	1	1.62140952079905	1.21351789860511
RBM5	1.17290019147151	1.13660339607758	1.0448007384422	1.0012269566262	1.05390378041304	1.1699797236887	1	1.00007814243898	1.00021745450739	1	1.23107182811448	1.02375858116268
RBM39	1.10419231886966	1	1.08479317630979	1.08558316994487	1	1	1	1	1.00021433437725	1.03640176742629	1.01592036513456	1.02284889089692
RBM25	1.20265928163434	1	1.16126910625446	1.16554176104523	1	1.16381117951763	1	1	1	1	1.03541650907484	1
TRAK1	1	1.24126893092747	1	1	1	1.76814942166875	1.00236270902163	1.02419099411653	1.00020128082289	1	1.20787180618406	1.06749692222313
KDM7A	1.05013251166587	1.15931355823225	1	1	1.00353811302414	2.15598009672742	1	1	1.00021899204779	1	1.15563142686341	1.03203986407574
CLCN6	1.02081406885748	1.20018393591153	1	1.12957886109092	1	1.05613754460151	1	1	1.23843468533744	1	1.04926109371407	1.50193077400821
HLCS	1.00326317789603	1.09411961198599	1.03039628157561	1.05913818022084	1.09564004891115	1	1.2415414994595	1	1.00021372357482	1	1.15016732038137	1.0799627079074
THBS3	1.02745527514534	1	1.008875412354	1.0013221977552	1	1.18671001257842	1	1.00008241343256	1.00020197232353	1	1.16228921406661	1
IFT122	1.27926100584238	1.00001224637364	1.0358147323861	1	1	1.09639879239209	1	1.14453798862303	1	1	1.6713346090472	1.18285154124697
RNPC3	1.03349222848594	1	1.09300568461643	1.26455197099072	1	1.11109852390676	1	1.00007815005179	1.01092633105044	1	1.02929497212514	1
GPR18	1.05073297317142	1	1	1.04205016544779	1.25098898074939	1.03372344670797	1	1	1.00022536942156	1	1	1.08651025906482
GPR17	1.82027764256808	1.04794315727895	1	1.09459148915041	1	1.11105132414091	1.00854410563315	1.12571806337823	1	1	1.4555072545686	1.19740272329834
TLL2	1.05064240998934	1.14959774185361	1	1	1.00667080811871	1.36436100483144	1	1	1.00022621557983	1	1.53477670505923	1
RBM7	1.35172989247211	1.13402797000909	1	1.00820137718455	1.14943504787115	1	1	1.00007691075377	1.00023016682974	1	1	1
IGFBP5	1.00395893566925	2.57023577474892	1.06538299184283	1	1	1.88625767547981	1.01536261126042	1.00008455509683	1.00024408888806	1	1.4987015209653	1
REPS2	1.2719264701344	1.00194455921022	1.11354038603789	1.00291960998149	1.10988710935527	1	1.01210956806219	1.00008357760713	1.00020384967528	1	1.22541228076585	1.06822806112375
TNKS1BP1	1.10129314920377	1	1	1.00730596171701	1.04246303097066	1.31819349179078	1	1	1.00021057913941	1	1.09498576578223	1.91733338937884
NUP160	1.10993829564064	1.02282647548777	1	1.00774284477022	1	1.82447589487661	1	1.00007795740036	1.00006189890326	1	1.25071273361139	1
NTSR1	1.92944012589937	1	1	1.03563949738241	1	1.01224408608152	1.11343911401849	1.00012587207023	1	1	1.13870145823701	1.63167410276286
PPARGC1B	1	1	1	1	1	1	1	1	1	1	1	1
NUP54	1.04358383195797	1.02304016728854	1.08684305306685	1	1.03446507588122	1	1.05187566647402	1	1	1	1.42778238224003	1
NUP188	1.10992246028057	1.00909247489098	1	1.00132573940004	1.08529451400021	1.02433123343405	1	1	1	1	1.01996295139363	1.02540154600811
KLF15	1.18679653551936	1.02836195309712	1.22959412149989	1	1	1	1	1.42686515615329	1	1	1	1.96576676329321
NUMA1	1	1.41870811227275	1	1	1.03033052879958	1.21348808262708	1	1.00007690339282	1.00021867250851	1	1.2994080920611	1.01201538242003
IDI1	1	1	1	1	1	1	1	1	1	1	1	1
RBFOX2	1	1	1	1	1	1	1	1	1	1	1	1
ATF6B	1	1	1	1	1	1	1	1	1	1	1	1
ING5	1.27168110022746	1.38940693062564	1	1.04635726308254	1	1.12106859286648	1	1	1.00021330242434	1	1.05116602915536	1.04730593354757
MXI1	1.02122817440524	1	1.39504947263273	1.0360585594548	1.00901115204914	1	1.22633980779021	1	1.00693386638915	1	1	1.00031049205957
WDR83	1	1.03352540808786	1	1.02317755255331	1	1.35394523888485	1	1.00008191892928	1	1	1.35570833951145	1.31938821011492
RBSN	1.08135284208968	1.08139799512378	1.02810448514411	1	1.26219176858635	1.06252356751547	1	1.00007891299756	1.0002105900617	1	2.88406863543526	1.49180058459589
SNTA1	1.07342915765012	1	1.0935053907808	1	1	2.23811396707714	1.00595986698716	1	1	1	1	1.25423785839727
ATF7	1.04723902977201	1.00594839163105	1	1	1.07192258195191	1	1.10715732932111	1	1.05504184278625	1	1	1
AGXT2	1.11286497895128	1.14998135494208	1.05405040144709	1.12979647366105	1	1.04743793310004	1.01465699677367	1	1.00021820017289	1	1.04881539334168	1.31626165644556
MUC20	1.19366712010718	1.70025792638615	1	1.02300561706851	1	1.3061692645567	1	1	1.00021185597898	1	1.03153359239937	1
MED6	1	1.01619687387065	1.0935754202428	1	1	1.17255522305273	1.05820158505662	1	1.00013844983779	1	1	1.05099556163193
MED23	1	1	1	1	1	1	1	1	1	1	1	1
MED13	1.09165777744414	1.05695864692015	1.00884876020268	1.00721493388638	1	1.77214837785812	1	1.00008309350029	1.00019801631028	1	1.62820649582211	1.01934547213364
MED13L	1.00181994547834	1.45649213892875	1.00923345559959	1	1	1.27281737982453	1.00969625814619	1	1.00683483849249	1	1.07093608303154	1
KANSL3	1.0432161503055	1.34153298923157	1	1	1	1.23065618250373	1.0556533634081	1	1.00021053022674	1	1.26600804447045	1.09314170191923
OGT	1.03598482456135	1.05319751882073	1	1.0004004063923	1	1.42854683857976	1	1	1.00020882375184	1	1.01550121145494	1
EYA4	1	1	1	1	1	2.55221203185922	1	1	2.29863764307811	1	1	1
MTF2	1	1	1	1	1	1	1	1	1	1	1	1
KMT2D	1	1	1	1	1	1	1	1	1	1	1	1
KMT2C	1	1	1	1	1	1	1	1	1	1	1	1
KDM4C	1	1	1.09613658430855	1.00123436903269	1.00982198294798	1.04257950666749	1	1	1.06341107802467	1	1.04072861953947	1
POLR1A	1.2834639833277	1	1.11819085731988	1.01412212056394	1.17584208173452	1	1.01391939279784	1	1.00789484150875	1	1.09463928778764	1.6366406175807
IWS1	1	1	1.15002959723539	1.000540272204	1.10444751590944	1.05066285999303	1	1	1.00022050908986	1	1.10728588977804	1.26811720112859
RNMT	1.23321582601829	1	1.073364413168	1.00054095545415	1	1.08945872337037	1	1	1.00911008516186	1	1	1.02550066772011
TIA1	1.02743943938625	1	1.24483332897123	1	1.00518152110219	1.29199072780641	1.05735741057067	1	1	1	1.12257817749117	1
HNRNPM	1.18571175142119	1	1	1	1.04129321485068	1.63488635212801	1	1	1.16527765085467	1	1.06890875495545	1.61588768265079
HNRNPH1	1.24676533655322	1	1.02589608690378	1.3242505471801	1.10034697517044	1	1.02453270134912	1	1.00019712598016	1.00488079588254	1.16292971791149	1.00376817291103
ACTA1	1	1	1	1	1.12723209226029	5.99560774448246	1	1	1	1	1.08242834797847	1
DROSHA	1.05768797984588	1.79820459357394	1	1.00031108927411	1.03289878324762	1.09584837158857	1	1.000077111339	1.00013840952796	1	1	1.00193339046824
FBXO4	1.19820639715759	1.20525748487342	1.04230084544571	1	1	1.00462700447536	1.81898081350946	1.00007606080537	1	1	1	1.02129543859781
MYBBP1A	1	1	1	1	1	1	1	1	1	1	1	1
HOMER2	1.42191704766338	1	3.80876941763618	1.00130823447618	1	1.22154616973732	1.02502020249318	2.374952314906	1	1	1.41430343781982	1.05896319621504
GRIN3A	1.16395307894131	1	1.15043341269888	1	1	1.22485023731431	1	1.04426491376305	1	1	2.10066344297449	1
RGS17	1.03449957404166	1.00233054188971	1.14461597867104	1.00123812155727	1	1.82393724495857	1	1	1.00210372103532	1	1.01362603541611	1.04564262962739
FBXO32	1	1.39819282392553	1	1	1	3.73777138380718	1.12510154201959	1.0779706582903	1	1	1.1583083599732	1
FNBP1L	1	1	1.13965692148418	1.00122646121534	1.18524869706499	1	1.15014212190559	1.00008247717547	1.00019750564622	1	1.0176564004687	1.03696354745513
EPN2	1.0856216971799	1.0775635918906	1	1	1.00517772186694	1.201131087505	1.02212826339787	1	1	1	1.09219296441116	1.00297927665419
EPHA7	1	1	1	1	1	1	1	1	1	1	1	1
EPC1	1.16261556720773	1.07105462516809	1	1	1	1.48949443232522	1	1	1	1	1.22293062369008	1
CCNL2	1.1363981961328	1.00281918562518	1	1.01322475416479	1.10814094368531	1	1.01827773014869	1	1.07577929570952	1	1.04695001273043	1.24571215797777
IFT81	1.11970619652424	1.14183454560063	1	1.00196951289232	1	1.36878635443517	1.00350649621695	1.0897756249589	1	1	1.17404230940515	1
IFT172	1.03364781847099	1.01905619050832	1	1.00593586692379	1.00518645923124	1.28513965242315	1	1	1.22956404309036	1	1.09227356806906	1.08146450306985
TPRX1	1.02246552489977	1	1	1.00318792540149	1.0242246196135	1.07442979116227	1	1	1.00021547980601	1	1.05977628364604	1
PSIP1	1.14031852864444	1.07705107021972	1	1.00782250809002	1.04060157965732	1.07234126142836	1	1.00007714221921	1.00020519151631	1	1.11797793075218	1
XRN1	1	1.02824079966841	1.00052219732152	1.02059475055331	1.24735197698358	1	1	1	1	1.02163419931472	1.29221505408836	1
AHCTF1	1.03626287841806	1	1.11717931696058	1	1.04015429021837	1	1	1.00007791759986	1.02496681159158	1	1.3164053080265	1.23729855791985
CENPC	1.03048992012091	1.46584294044577	1.03417017298154	1.00123732999637	1	1.22267446905354	1	1.02319825121688	1	1	1.61343032394168	1.00526067047997
DDX46	1.27442718482145	1.04217044075634	1	1.00863210669594	1	1.10620096410455	1	1	1.05571865291322	1	1.25537911700387	1.21867614374686
TSEN2	1.53570138073646	1	1.00199577632826	1.01056315683603	1	1.31928086523871	1	1	1.00020913794855	1	1.21695045481082	1.32176453946491
MME	1.23479923243565	1	1.14716151790378	1.07808674364477	1	1	1.02163187584989	1.02582720128001	1	1.01443964102102	1.2484238865914	1.25545347292381
TARDBP	1.3321539289334	1.14886556894599	1.0306980999734	1.210021913841	1	1	1	1.00007683198375	1.01609725184828	1	1.08243718564806	1
SHOX	1	1	1	1	1	1	1	1	1	1	1	1
CWF19L2	1.17823065541736	1.00168238261826	1.02891486104403	1.046579071479	1	1.04238875817139	1.03087142712308	1	1.00020487415381	1	1.37394917230191	1
CTNNBL1	1.16589731474778	1.04001481729474	1.16543059842011	1.05402042285959	1	1.10286500271455	1.0096022498354	1	1	1	1.13923438324263	1.20012232953183
KLC1	1.53142809791454	1.0312810387564	1	1	1.01768707035853	1.4723165652893	1	1	1.00020565340785	1	1.01437813308222	1
KIF27	1.12928110662399	1	1.06964255405948	1	1	2.39281555228626	1	1	1.0002241205569	1	1.01138806329768	1.05372032731146
KIF1B	1.1696318979154	1.36413435688859	1	1	1	1.96410194157983	1.01507639475949	1.039267427654	1.00021069503409	1	1	1.89309776128893
GOSR1	1.76180290895745	1	1	1.05862505579314	1.14864594519814	1.02820323759081	1	1	1.00021606536427	1	1.05043752512204	1.0639032546477
LMO7	1.07940591035368	1.02678739200428	1.12295819330836	1.01173082199891	1	1.16398729701618	1.09129224311586	1.00008474264778	1	1	1.19516074786637	1
KLHL41	1	1	1	1	1	8.82692266643733	1.00349433346174	1	1.00024849194191	1	1	1
KLHL2	1.25136294459075	1	1.49466672663903	1.04659029831102	1.0288493676014	1	1.04416009081307	1	1.00019676387773	1	1.07304657805024	1.38883713356313
KLHL22	1	1	1.11295417701437	1.01456706908842	1.07516196804874	1	1	1	1	1	1.08634449128573	1.65353320105418
KLHL20	1.26652157495248	1.00878054060892	1.08546010735006	1.00579087061624	1	1.01185243745505	1.05717764866233	1.00008638911928	1	1	1.19094930137771	1.15524286100327
KBTBD13	1	1	1	1.00455281172974	1	1.90159415691692	1	1	1	1	1	1
FEM1A	1	1	1.0736798001248	1	1	3.39269851153749	1	1	1.000229325242	1	1	1.23567444452813
FBXO40	1	1	1	1	1	3.49284759195571	1	1.00898143350553	1	1	1.00577790035764	1.44217989195783
FBXO11	1.04711179988824	1.03015444121964	1	1.00122510540292	1.12793841857355	1	1.01268995883587	1.00007660726789	1.00020898004287	1	1	1.0194023631547
FBXL18	1.54682350108008	1.02689768455696	1	1	1.65158842441685	1.05685482067344	1.05342756913677	1	1.00019827774532	1	1	1.19024594309122
FBXL13	1.14555588142392	1	1.19192068502012	1.00303340615238	1	1.68407560351759	1.01515954865828	1	1	1	1.43978995627464	1.18266151085344
DCAF6	1.1449012681773	1.64363789466013	1.10723021335848	1	1	1.41649302406465	1.1919488195523	1.00008208308108	1.00020519715197	1.01469569058577	1.03343691479028	1.45234876535124
DCAF11	1.40758727093559	1.21584545918223	1.18456636330781	1	1.0007334861963	1	1.08710706175846	1.00008343622973	1.0001999138258	1.01937367167447	1	1.55237183321767
MIA2	1.45233259979192	1.00057233168353	1.02110239101479	1.00290026476291	1.07167987026445	1	1.0246567609262	1.00008377492489	1.00021284359881	1.01478653460074	1	1.21528844393881
GOLGA4	1.2604588270738	1	1.03009031958269	1.04008181296315	1	1.61183248073334	1.10159798234324	1	1.00020176398058	1.02091663253594	1.09437702475375	1.1893851596847
ZNF335	1	1.05868845713626	1	1	1	1.01389088279933	1.18708376638036	1	1.00693386638915	1	1	1
EXOC4	1	1	1.1966401205755	1	1	1.28723132250429	1	1	1.00020620120394	1	1	1.06393061615988
EXOC3	1.02169061788352	1.07138957770748	1	1	1.07073371546869	1	1	1	1.0002015185224	1	1.0201544117725	1.51661865071344
