term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
PPARA activates gene expression R-HSA-1989781	R-HSA-1989781	Fibrosis	8.11528672269268	9/116	4.79893834115183e-06	0.000215870887413847	3.66580592314996	NRF1;NFYB;SREBF1;RXRA;NR1H2;SP1;PPARG;NR1H3;NFYA
PTEN Regulation R-HSA-6807070	R-HSA-6807070	Fibrosis	8.42320709807153	11/139	3.30532613766093e-07	3.13297698905432e-05	4.50404279489277	EGR1;SNAI2;RCOR1;SUZ12;SALL4;JUN;PPARG;TP53;ATF2;SNAI1;PML
PTK6 Expression R-HSA-8849473	R-HSA-8849473	Fibrosis	60.9912701258124	2/5	0.00116352385719402	0.0173482714437805	1.76074379118008	NR3C1;HIF1A
Post-translational protein modification R-HSA-597592	R-HSA-597592	Fibrosis	2.25940237975117	31/1473	0.000202535882359612	0.00419945493580008	2.37680707477733	PML;NR1I2;SMAD4;THRB;RAD21;RXRA;MYC;NFE2L2;NFKB2;RELA;TRIM28;AR;SATB1;NR3C1;NR1H2;RARA;BRCA1;SP3;PPARG;KAT2A;YY1;SIN3A;PGR;VDR;TP53;HIF1A;SMAD3;NR1H3;ESR1;SUZ12;SMAD2
Pre-NOTCH Expression and Processing R-HSA-1912422	R-HSA-1912422	Fibrosis	6.89009216799713	8/119	4.67045760755538e-05	0.00127787572066515	2.89351138127453	KAT2A;TFDP1;RBPJ;JUN;NOTCH1;RUNX1;TP53;E2F1
Pre-NOTCH Transcription and Translation R-HSA-1912408	R-HSA-1912408	Fibrosis	8.06292667140059	8/103	1.63797622241404e-05	0.000579625185904915	3.23685275180355	KAT2A;TFDP1;RBPJ;JUN;NOTCH1;RUNX1;TP53;E2F1
Programmed Cell Death R-HSA-5357801	R-HSA-5357801	Fibrosis	4.26266511398178	9/211	0.000507418272878948	0.00885979010671531	2.05257656666544	TFDP1;STAT3;CTNNB1;IRF1;SATB1;TP63;TP53;IRF2;E2F1
Purinergic signaling in leishmaniasis infection R-HSA-9660826	R-HSA-9660826	Fibrosis	12.0431075116411	3/26	0.00277001280373292	0.0353442979860922	1.45168063994112	NFKB1;NFKB2;RELA
Pyroptosis R-HSA-5620971	R-HSA-5620971	Fibrosis	16.1886418862166	4/27	0.00019755471313955	0.0041411676694888	2.38287718522822	IRF2;IRF1;TP63;TP53
RIP-mediated NFkB activation via ZBP1 R-HSA-1810476	R-HSA-1810476	Fibrosis	19.7806114288493	3/17	0.00077837968064495	0.0127519732866154	1.89442260572585	NFKB1;RELA;NFKB2
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	Fibrosis	9.46632530482726	69/1390	1.99090574189646e-31	2.6419319194966e-28	27.5780783780038	STAT1;CEBPB;RUNX1;CREB1;PML;MYBL2;NR1I2;SMAD4;TCF3;JUN;THRB;NR2C2;SREBF1;RXRA;MYC;SP1;RUNX2;SRF;TFDP1;NFATC2;RELA;TRIM28;GATA2;ATF2;AR;NR3C1;NELFE;SSRP1;PRDM1;HNF4A;NR1H2;GLI2;NOTCH1;FOS;ELF2;ELF1;NFKB1;TCF7L2;PITX2;RARA;BRCA1;PPARD;PPARG;E2F6;KAT2A;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;VDR;TP53;NFYA;E2F1;TFAP2D;NFYB;SMAD3;MAX;NR1H3;SPI1;ESR1;RBPJ;SUZ12;TAF7;SMAD2;E2F4;TAF1
RUNX1 regulates estrogen receptor mediated transcription R-HSA-8931987	R-HSA-8931987	Fibrosis	45.754769402955	2/6	0.00173278405453345	0.0239521295871447	1.62065586735049	ESR1;RUNX1
RUNX1 regulates transcription of genes involved in BCR signaling R-HSA-8939245	R-HSA-8939245	Fibrosis	92.2229628205786	3/6	2.50034625151821e-05	0.000809258408723089	3.0919127792988	ELF1;RUNX1;ELF2
RUNX1 regulates transcription of genes involved in WNT signaling R-HSA-8939256	R-HSA-8939256	Fibrosis	45.754769402955	2/6	0.00173278405453345	0.0239521295871447	1.62065586735049	ESR1;RUNX1
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells R-HSA-8939246	R-HSA-8939246	Fibrosis	36.6365942993941	2/7	0.00240853529920844	0.0314889294783212	1.50184210371915	RUNX1;RUNX2
RUNX1 regulates transcription of genes involved in interleukin signaling R-HSA-8939247	R-HSA-8939247	Fibrosis	60.9912701258124	2/5	0.00116352385719402	0.0173482714437805	1.76074379118008	ELF1;RUNX1
RUNX2 regulates bone development R-HSA-8941326	R-HSA-8941326	Fibrosis	13.7922466498856	4/31	0.000342417549262008	0.00639983222353077	2.19383141122703	SMAD4;AR;RUNX2;GLI2
RUNX2 regulates chondrocyte maturation R-HSA-8941284	R-HSA-8941284	Fibrosis	60.9912701258124	2/5	0.00116352385719402	0.0173482714437805	1.76074379118008	GLI2;RUNX2
RUNX2 regulates genes involved in differentiation of myeloid cells R-HSA-8941333	R-HSA-8941333	Fibrosis	91.5124025058675	2/4	0.00070315536201918	0.0116635895674931	1.9331677712371	RUNX1;RUNX2
RUNX3 regulates BCL2L11 (BIM) transcription R-HSA-8952158	R-HSA-8952158	Fibrosis	60.9912701258124	2/5	0.00116352385719402	0.0173482714437805	1.76074379118008	SMAD4;SMAD3
RUNX3 regulates CDKN1A transcription R-HSA-8941855	R-HSA-8941855	Fibrosis	69.1028834704925	3/7	4.34059428459515e-05	0.00121262497171742	2.91627349253564	SMAD4;SMAD3;TP53
RUNX3 regulates NOTCH signaling R-HSA-8941856	R-HSA-8941856	Fibrosis	25.1858215130118	3/14	0.000426781856892554	0.00755119365461892	2.1219843918623	RBPJ;NOTCH1;KAT2A
RUNX3 regulates WNT signaling R-HSA-8951430	R-HSA-8951430	Fibrosis	55.4168505182844	3/8	6.88940664761495e-05	0.00172495143799718	2.76322312697142	CTNNB1;MYC;TCF7L2
Regulated Necrosis R-HSA-5218859	R-HSA-5218859	Fibrosis	6.75406611589185	4/59	0.00391381449468807	0.0461656163062317	1.33568136227797	IRF2;IRF1;TP63;TP53
Regulation of CDH11 Expression and Function R-HSA-9759475	R-HSA-9759475	Fibrosis	14.8943204912359	4/29	0.00026287479102148	0.00516792366941487	2.28668390952472	CTNNB1;SNAI1;ILF3;SP1
Regulation of CDH11 gene transcription R-HSA-9762293	R-HSA-9762293	Fibrosis	39.5666736488871	3/10	0.000145279821087739	0.00318655078650297	2.49667915544483	ILF3;SNAI1;SP1
Regulation of Expression and Function of Type II Classical Cadherins R-HSA-9764260	R-HSA-9764260	Fibrosis	13.2934754038805	4/32	0.000388043367437812	0.00700589862027179	2.15453615148523	CTNNB1;SNAI1;ILF3;SP1
Regulation of Homotypic Cell-Cell Adhesion R-HSA-9759476	R-HSA-9759476	Fibrosis	13.2934754038805	4/32	0.000388043367437812	0.00700589862027179	2.15453615148523	CTNNB1;SNAI1;ILF3;SP1
Regulation of NFE2L2 gene expression R-HSA-9818749	R-HSA-9818749	Fibrosis	156.023111084992	5/8	7.90735269061091e-09	1.23447729652243e-06	5.90851689284075	NOTCH1;RELA;NFKB1;MYC;NFE2L2
Regulation of NPAS4 gene transcription R-HSA-9768777	R-HSA-9768777	Fibrosis	60.9912701258124	2/5	0.00116352385719402	0.0173482714437805	1.76074379118008	SRF;NR3C1
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	Fibrosis	19.1669297441192	10/61	9.62423490258663e-10	1.96482457165115e-07	6.70667621931652	SUZ12;SALL4;ATF2;JUN;EGR1;SNAI1;SNAI2;PPARG;RCOR1;TP53
Regulation of TP53 Activity R-HSA-5633007	R-HSA-5633007	Fibrosis	5.01418440549691	8/160	0.000365867434348575	0.0067902949004274	2.16811136403361	TAF7;SSRP1;TP63;TP53;PRDM1;BRCA1;TAF1;PML
Regulation of TP53 Activity through Phosphorylation R-HSA-6804756	R-HSA-6804756	Fibrosis	5.36834629676636	5/92	0.00333822426639369	0.0415945878075533	1.38096317509989	TAF7;SSRP1;TP53;BRCA1;TAF1
Regulation of TP53 Expression R-HSA-6804754	R-HSA-6804754	Fibrosis	Inf	2/2	0.000118893317610829	0.00269694756358239	2.56912749739887	PRDM1;TP53
Regulation of beta-cell development R-HSA-186712	R-HSA-186712	Fibrosis	9.79015149161634	4/42	0.00111017792337495	0.0173482714437805	1.76074379118008	NOTCH1;HNF4A;RBPJ;KAT2A
Regulation of cholesterol biosynthesis by SREBP (SREBF) R-HSA-1655829	R-HSA-1655829	Fibrosis	9.36854867034732	5/55	0.000325548184797642	0.00621586246369023	2.20649860358958	RXRA;NFYA;NFYB;SP1;SREBF1
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells R-HSA-210744	R-HSA-210744	Fibrosis	21.3062801299725	3/16	0.000646164231050086	0.0108539232228287	1.96441325480554	RBPJ;NOTCH1;KAT2A
Regulation of lipid metabolism by PPARalpha R-HSA-400206	R-HSA-400206	Fibrosis	9.01080512727723	10/118	6.15876321168664e-07	4.95313865570192e-05	4.30511951442349	NRF1;SIN3A;NFYB;SREBF1;RXRA;NR1H2;SP1;PPARG;NR1H3;NFYA
Repression of WNT target genes R-HSA-4641265	R-HSA-4641265	Fibrosis	25.1858215130118	3/14	0.000426781856892554	0.00755119365461892	2.1219843918623	TLE5;MYC;TCF7L2
Response of EIF2AK1 (HRI) to heme deficiency R-HSA-9648895	R-HSA-9648895	Fibrosis	23.0950876121283	3/15	0.000529224913284594	0.00918014980298897	2.03715023186187	ATF4;ATF3;CEBPB
SARS-CoV-1 Infection R-HSA-9678108	R-HSA-9678108	Fibrosis	4.86856246488454	7/143	0.00097120637916073	0.015527600784895	1.80889564320096	IRF3;NFKB1;SMAD3;SMAD4;SP1;RUNX1;RELA
SARS-CoV-1 activates/modulates innate immune responses R-HSA-9692916	R-HSA-9692916	Fibrosis	10.0512514666219	4/41	0.00101293875278076	0.0160978410172463	1.79323236602838	IRF3;NFKB1;RUNX1;RELA
SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871	R-HSA-9735871	Fibrosis	21.3062801299725	3/16	0.000646164231050086	0.0108539232228287	1.96441325480554	SMAD4;SP1;SMAD3
SARS-CoV-1-host interactions R-HSA-9692914	R-HSA-9692914	Fibrosis	7.30550548318175	7/98	9.63660508115452e-05	0.00228353123976644	2.64139304266641	IRF3;NFKB1;SMAD3;SMAD4;SP1;RUNX1;RELA
SMAD2/3 MH2 Domain Mutants in Cancer R-HSA-3315487	R-HSA-3315487	Fibrosis	Inf	3/3	1.28069896117781e-06	7.72494327946797e-05	4.1121047007063	SMAD2;SMAD3;SMAD4
SMAD2/3 Phosphorylation Motif Mutants in Cancer R-HSA-3304356	R-HSA-3304356	Fibrosis	45.754769402955	2/6	0.00173278405453345	0.0239521295871447	1.62065586735049	SMAD2;SMAD3
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription R-HSA-2173796	R-HSA-2173796	Fibrosis	23.0334604503316	7/36	1.01847697333411e-07	1.1262657863453e-05	4.94835910866584	TFDP1;SMAD2;SMAD4;E2F4;MYC;SP1;SMAD3
SMAD4 MH2 Domain Mutants in Cancer R-HSA-3311021	R-HSA-3311021	Fibrosis	Inf	3/3	1.28069896117781e-06	7.72494327946797e-05	4.1121047007063	SMAD2;SMAD3;SMAD4
STAT3 nuclear events downstream of ALK signaling R-HSA-9701898	R-HSA-9701898	Fibrosis	53.0963896290256	4/11	4.25430100914526e-06	0.000198086225934588	3.70314572238461	PRDM1;SIN3A;STAT3;HIF1A
SUMO E3 ligases SUMOylate target proteins R-HSA-3108232	R-HSA-3108232	Fibrosis	15.7297998542451	23/183	2.28258245643122e-18	1.51449345984211e-15	14.8197325977756	SIN3A;AR;PGR;RAD21;SP3;NR1I2;RXRA;NR1H2;SATB1;SUZ12;NR3C1;VDR;ESR1;PPARG;TP53;RARA;NR1H3;THRB;BRCA1;TRIM28;NFKB2;RELA;PML
SUMOylation R-HSA-2990846	R-HSA-2990846	Fibrosis	15.1542803505907	23/189	4.77310324727028e-18	2.53356320365106e-15	14.5962682570909	SIN3A;AR;PGR;RAD21;SP3;NR1I2;RXRA;NR1H2;SATB1;SUZ12;NR3C1;VDR;ESR1;PPARG;TP53;RARA;NR1H3;THRB;BRCA1;TRIM28;NFKB2;RELA;PML
SUMOylation of intracellular receptors R-HSA-4090294	R-HSA-4090294	Fibrosis	66.3007709139899	12/30	1.25645633942783e-16	4.76376446405923e-14	13.3220497195839	RARA;NR1H3;THRB;NR3C1;RXRA;VDR;NR1H2;AR;PGR;NR1I2;ESR1;PPARG
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	R-HSA-2559582	Fibrosis	5.37449082716053	6/111	0.0013529356056789	0.019514625529738	1.70963977807111	NFKB1;STAT3;CEBPB;JUN;FOS;RELA
Signal Transduction R-HSA-162582	R-HSA-162582	Fibrosis	3.31311034604138	61/2605	1.24830288912057e-10	3.01181442520545e-08	7.52117179096806	STAT1;SALL4;USF2;TCF4;RUNX1;CREB1;PML;SMAD4;JUN;RAD21;SREBF1;RXRA;MYC;SP1;SRF;TFDP1;RELA;STAT6;ATF2;AR;NR3C1;PRDM1;RCOR1;NR1H2;TLE5;EGR1;GLI2;IKZF1;NOTCH1;FOS;NFKB1;STAT3;TCF7L2;RARA;GLI1;PPARD;SNAI2;PPARG;CHD1;NFATC1;KAT2A;CTNNB1;YY1;SIN3A;PGR;USF1;ID2;TP53;E2F1;HIF1A;SMAD3;FOXA1;NR1H3;STAT5A;MYCN;ESR1;RBPJ;SUZ12;SMAD2;E2F4;SNAI1
Signaling by ALK R-HSA-201556	R-HSA-201556	Fibrosis	23.6669989832548	6/30	7.29523909365259e-07	5.22082869248373e-05	4.28226055676622	STAT3;SIN3A;PRDM1;MYCN;MYC;HIF1A
Signaling by ALK fusions and activated point mutants R-HSA-9725370	R-HSA-9725370	Fibrosis	10.3570584870303	9/93	7.47518802993149e-07	5.22082869248373e-05	4.28226055676622	STAT5A;STAT1;FOXM1;STAT3;IRF4;CEBPB;JUN;NOTCH1;TP53
Signaling by ALK in cancer R-HSA-9700206	R-HSA-9700206	Fibrosis	10.3570584870303	9/93	7.47518802993149e-07	5.22082869248373e-05	4.28226055676622	STAT5A;STAT1;FOXM1;STAT3;IRF4;CEBPB;JUN;NOTCH1;TP53
Signaling by Activin R-HSA-1502540	R-HSA-1502540	Fibrosis	19.7806114288493	3/17	0.00077837968064495	0.0127519732866154	1.89442260572585	SMAD2;SMAD4;SMAD3
Signaling by CSF3 (G-CSF) R-HSA-9674555	R-HSA-9674555	Fibrosis	10.255986830941	3/30	0.00419009676204907	0.04898906082149	1.30990088640515	STAT5A;STAT3;STAT1
Signaling by Interleukins R-HSA-449147	R-HSA-449147	Fibrosis	4.28777417026109	19/473	8.45766058394187e-07	5.61165779744543e-05	4.25090882039714	BCL6;STAT1;CEBPD;STAT2;FOS;CREB1;TP53;NFKB1;HIF1A;SMAD3;STAT6;STAT3;JUN;ATF2;STAT5A;IRF4;MYC;NFKB2;RELA
Signaling by KIT in disease R-HSA-9669938	R-HSA-9669938	Fibrosis	16.2983369786294	3/20	0.00127403298151234	0.0186353755175894	1.72966185144388	STAT5A;STAT3;STAT1
Signaling by NODAL R-HSA-1181150	R-HSA-1181150	Fibrosis	13.8569045804708	3/23	0.00193242639710577	0.0264363899892717	1.57779785004796	SMAD2;SMAD4;SMAD3
Signaling by NOTCH R-HSA-157118	R-HSA-157118	Fibrosis	6.02104603241963	14/246	4.65210437134496e-07	3.98280161340307e-05	4.3998113256143	STAT1;HIF1A;SMAD3;KAT2A;TFDP1;MYC;RBPJ;IKZF1;JUN;NOTCH1;RUNX1;CREB1;TP53;E2F1
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer R-HSA-2894858	R-HSA-2894858	Fibrosis	6.87919342165412	4/58	0.00367914687493629	0.0435913205628612	1.36059997419231	MYC;NOTCH1;RBPJ;KAT2A
Signaling by NOTCH1 PEST Domain Mutants in Cancer R-HSA-2644602	R-HSA-2644602	Fibrosis	6.87919342165412	4/58	0.00367914687493629	0.0435913205628612	1.36059997419231	MYC;NOTCH1;RBPJ;KAT2A
Signaling by NOTCH1 R-HSA-1980143	R-HSA-1980143	Fibrosis	6.77784628740095	5/74	0.00127793456827478	0.0186353755175894	1.72966185144388	KAT2A;NOTCH1;MYC;HIF1A;RBPJ
Signaling by NOTCH1 in Cancer R-HSA-2644603	R-HSA-2644603	Fibrosis	6.87919342165412	4/58	0.00367914687493629	0.0435913205628612	1.36059997419231	MYC;NOTCH1;RBPJ;KAT2A
Signaling by NOTCH3 R-HSA-9012852	R-HSA-9012852	Fibrosis	10.6500804849783	5/49	0.000188031389546382	0.00402447828916208	2.39529041115287	IKZF1;STAT1;NOTCH1;RBPJ;KAT2A
Signaling by NTRK1 (TRKA) R-HSA-187037	R-HSA-187037	Fibrosis	6.14584809369542	7/115	0.00026185677553252	0.00516792366941487	2.28668390952472	SRF;STAT3;EGR1;ID2;FOS;CREB1;ATF2
Signaling by NTRKs R-HSA-166520	R-HSA-166520	Fibrosis	5.21812790361409	7/134	0.000661250706662118	0.0110374803489387	1.95713005662888	SRF;STAT3;EGR1;ID2;FOS;CREB1;ATF2
Signaling by Nuclear Receptors R-HSA-9006931	R-HSA-9006931	Fibrosis	8.61134590060825	22/296	8.6556944313402e-13	2.29722130207769e-10	9.63879716516995	PGR;SRF;RAD21;SREBF1;PPARD;RXRA;NR1H2;USF1;MYC;SP1;USF2;FOXA1;JUN;FOS;RUNX1;YY1;ESR1;CREB1;RARA;NR1H3;ATF2;CHD1
Signaling by PDGF R-HSA-186797	R-HSA-186797	Fibrosis	6.87919342165412	4/58	0.00367914687493629	0.0435913205628612	1.36059997419231	STAT5A;STAT6;STAT3;STAT1
Signaling by Receptor Tyrosine Kinases R-HSA-9006934	R-HSA-9006934	Fibrosis	3.53391753989302	18/532	1.83181458444474e-05	0.000639688935146887	3.19403116131341	SIN3A;PGR;STAT1;EGR1;ID2;FOS;CREB1;HIF1A;STAT6;STAT3;ATF2;STAT5A;MYC;MYCN;ESR1;PRDM1;SRF;CTNNB1
Signaling by TGF-beta Receptor Complex R-HSA-170834	R-HSA-170834	Fibrosis	8.91326762846948	8/94	8.32389524859843e-06	0.000350660603012385	3.45511302469575	STAT1;SMAD3;TFDP1;SMAD4;MYC;SP1;SMAD2;E2F4
Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351	R-HSA-3304351	Fibrosis	55.4168505182844	3/8	6.88940664761495e-05	0.00172495143799718	2.76322312697142	SMAD2;SMAD4;SMAD3
Signaling by TGFB family members R-HSA-9006936	R-HSA-9006936	Fibrosis	6.59130947940645	8/124	6.26469700334541e-05	0.00164618869771076	2.78352038438651	STAT1;SMAD3;TFDP1;SMAD4;MYC;SP1;SMAD2;E2F4
Signaling by cytosolic FGFR1 fusion mutants R-HSA-1839117	R-HSA-1839117	Fibrosis	18.4624638292703	3/18	0.000926620959620793	0.0149045577383854	1.82668090622165	STAT3;STAT1;STAT5A
Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants R-HSA-9670439	R-HSA-9670439	Fibrosis	16.2983369786294	3/20	0.00127403298151234	0.0186353755175894	1.72966185144388	STAT5A;STAT3;STAT1
TAK1-dependent IKK and NF-kappa-B activation   R-HSA-445989	R-HSA-445989	Fibrosis	9.29816479508965	4/44	0.00132397567902691	0.0192012647657782	1.71667016386376	NFKB1;NFKB2;RELA;TP53
TGFBR1 KD Mutants in Cancer R-HSA-3656532	R-HSA-3656532	Fibrosis	45.754769402955	2/6	0.00173278405453345	0.0239521295871447	1.62065586735049	SMAD2;SMAD3
TP53 Regulates Transcription of Cell Cycle Genes R-HSA-6791312	R-HSA-6791312	Fibrosis	8.26184416821043	4/49	0.00198137353544914	0.0268294151177654	1.57138879486052	TFDP1;E2F4;E2F1;TP53
TP53 Regulates Transcription of DNA Repair Genes R-HSA-6796648	R-HSA-6796648	Fibrosis	12.1221533575885	7/62	4.74173509425567e-06	0.000215870887413847	3.66580592314996	ATF2;JUN;TP53;NELFE;FOS;BRCA1;SSRP1
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest R-HSA-6804114	R-HSA-6804114	Fibrosis	18.4624638292703	3/18	0.000926620959620793	0.0149045577383854	1.82668090622165	TFDP1;E2F4;TP53
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain R-HSA-6803205	R-HSA-6803205	Fibrosis	25.1858215130118	3/14	0.000426781856892554	0.00755119365461892	2.1219843918623	BCL6;TP53;TP63
TRAF6 mediated NF-kB activation R-HSA-933542	R-HSA-933542	Fibrosis	12.5908404269877	3/25	0.00246997864579268	0.0319067506521751	1.49611742161921	NFKB1;NFKB2;RELA
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	R-HSA-975138	Fibrosis	8.23768153482573	8/101	1.41785854879161e-05	0.000522638415068463	3.28179867183964	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	R-HSA-937061	Fibrosis	8.6881636355367	9/109	2.86151315553825e-06	0.000140638072496269	3.85189709441742	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
The NLRP3 inflammasome R-HSA-844456	R-HSA-844456	Fibrosis	21.3062801299725	3/16	0.000646164231050086	0.0108539232228287	1.96441325480554	RELA;NFKB1;NFKB2
Toll Like Receptor 10 (TLR10) Cascade R-HSA-168142	R-HSA-168142	Fibrosis	8.70888065772668	8/96	9.73655228522635e-06	0.000385683727835683	3.41376868382063	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 2 (TLR2) Cascade R-HSA-181438	R-HSA-181438	Fibrosis	7.15242356377473	8/115	3.6530971530627e-05	0.00106541976310202	2.97247925149098	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	R-HSA-168164	Fibrosis	9.05308539894105	9/105	2.09221869570997e-06	0.000106783623431043	3.97149534654789	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	R-HSA-166016	Fibrosis	6.36872620872022	9/145	2.92561723357718e-05	0.000913480957401628	3.03930050160273	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 5 (TLR5) Cascade R-HSA-168176	R-HSA-168176	Fibrosis	8.70888065772668	8/96	9.73655228522635e-06	0.000385683727835683	3.41376868382063	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	R-HSA-168181	Fibrosis	8.06292667140059	8/103	1.63797622241404e-05	0.000579625185904915	3.23685275180355	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	R-HSA-168138	Fibrosis	7.81423058756675	8/106	2.02163085627993e-05	0.000687872858021402	3.16249182653541	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor TLR1:TLR2 Cascade R-HSA-168179	R-HSA-168179	Fibrosis	7.15242356377473	8/115	3.6530971530627e-05	0.00106541976310202	2.97247925149098	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor TLR6:TLR2 Cascade R-HSA-168188	R-HSA-168188	Fibrosis	7.36019078528519	8/112	3.01799158872618e-05	0.00092066088235394	3.03590030904655	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll-like Receptor Cascades R-HSA-168898	R-HSA-168898	Fibrosis	5.47136480871661	9/167	8.8245978816736e-05	0.00214866814476713	2.66783065478567	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Transcription of E2F targets under negative control by DREAM complex R-HSA-1362277	R-HSA-1362277	Fibrosis	33.5239654138901	5/19	1.49070992240078e-06	8.60074811750363e-05	4.06546377094565	TFDP1;E2F4;E2F1;MYC;MAX
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1 R-HSA-1362300	R-HSA-1362300	Fibrosis	31.0381757608615	4/16	2.24878696341288e-05	0.000746035075112223	3.12724075353324	TFDP1;MYBL2;E2F1;E2F4
Transcriptional Regulation by E2F6 R-HSA-8953750	R-HSA-8953750	Fibrosis	20.271325377286	6/34	1.5943009926389e-06	8.94894981421476e-05	4.04822792743852	SUZ12;TFDP1;E2F6;E2F1;BRCA1;MAX
Transcriptional Regulation by TP53 R-HSA-3700989	R-HSA-3700989	Fibrosis	4.63749687242891	16/363	2.05652240523125e-06	0.000106783623431043	3.97149534654789	BCL6;FOS;TP53;E2F1;PML;JUN;ATF2;BRCA1;NELFE;SSRP1;PRDM1;TFDP1;TAF7;TP63;E2F4;TAF1
Transcriptional Regulation by VENTX R-HSA-8853884	R-HSA-8853884	Fibrosis	16.2126460665431	6/41	5.00689499195914e-06	0.000221471655144326	3.65468184868298	CTNNB1;TCF7L2;NFKB1;RELA;CEBPB;TP53
Transcriptional activation of mitochondrial biogenesis R-HSA-2151201	R-HSA-2151201	Fibrosis	9.36854867034732	5/55	0.000325548184797642	0.00621586246369023	2.20649860358958	NRF1;ATF2;RXRA;GABPA;CREB1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer R-HSA-2173793	R-HSA-2173793	Fibrosis	17.885638245811	8/51	7.04861197342985e-08	8.5031891715831e-06	5.07041815900874	TFDP1;SMAD2;SMAD4;E2F4;STAT1;MYC;SP1;SMAD3
Transcriptional regulation by RUNX1 R-HSA-8878171	R-HSA-8878171	Fibrosis	4.72967212688491	11/237	5.63195548209395e-05	0.00150981917671488	2.82107506281103	ELF2;ELF1;SIN3A;SPI1;TCF3;GATA2;RUNX1;RUNX2;ESR1;NFATC2;PML
Transcriptional regulation by RUNX2 R-HSA-8878166	R-HSA-8878166	Fibrosis	6.89009216799713	8/119	4.67045760755538e-05	0.00127787572066515	2.89351138127453	AR;STAT1;SMAD4;GLI2;NR3C1;RUNX1;RUNX2;ESR1
Transcriptional regulation by RUNX3 R-HSA-8878159	R-HSA-8878159	Fibrosis	11.3332875988229	10/96	8.72618685002732e-08	1.0069260826075e-05	4.99700240938078	SMAD3;KAT2A;SMAD4;CTNNB1;MYC;RBPJ;TCF7L2;NOTCH1;RUNX1;TP53
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors R-HSA-8864260	R-HSA-8864260	Fibrosis	17.7347967226529	6/38	3.15765158103036e-06	0.000152371041746447	3.81709756321116	MYBL2;TFAP2D;PITX2;YY1;MYC;ESR1
Transcriptional regulation of granulopoiesis R-HSA-9616222	R-HSA-9616222	Fibrosis	22.5850309034985	16/89	1.41772298237975e-15	4.70329599404482e-13	12.327597688799	TFDP1;RXRA;STAT3;SPI1;MYC;KLF5;CEBPB;GATA2;RUNX1;CREB1;RARA;FLI1;GFI1;E2F1;PML;CEBPA
Transcriptional regulation of pluripotent stem cells R-HSA-452723	R-HSA-452723	Fibrosis	18.0446495461087	5/31	1.96081971743249e-05	0.000675846172735822	3.17015214123915	SALL4;SMAD2;SMAD4;KLF4;STAT3
Transcriptional regulation of white adipocyte differentiation R-HSA-381340	R-HSA-381340	Fibrosis	13.1892574918799	10/84	2.38506978702091e-08	3.16498760737675e-06	5.49962798613902	NFKB1;SREBF1;RXRA;KLF4;CEBPD;KLF5;CEBPB;PPARG;CEBPA;RELA
