term	term_id	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
Toll Like Receptor 10 (TLR10) Cascade R-HSA-168142	R-HSA-168142	17.9686251418964	8/96	6.31825811402562e-08	8.82560896559158e-06	5.05425531865723	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor 2 (TLR2) Cascade R-HSA-181438	R-HSA-181438	14.7592484168655	8/115	2.58970384334747e-07	2.14783562507631e-05	4.66799895847243	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	R-HSA-168164	16.2912924983076	8/105	1.27634720437844e-07	1.41142728350849e-05	4.85034149171791	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	R-HSA-166016	11.4937393501762	8/145	1.52523360049567e-06	9.87309750174514e-05	4.00554657409092	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor 5 (TLR5) Cascade R-HSA-168176	R-HSA-168176	17.9686251418964	8/96	6.31825811402562e-08	8.82560896559158e-06	5.05425531865723	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	R-HSA-168181	16.6366620602006	8/103	1.09813805698107e-07	1.26715582749033e-05	4.89716997481043	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	R-HSA-168138	16.1239258364865	8/106	1.37440483413974e-07	1.45906817192275e-05	4.83592441612697	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor TLR1:TLR2 Cascade R-HSA-168179	R-HSA-168179	14.7592484168655	8/115	2.58970384334747e-07	2.14783562507631e-05	4.66799895847243	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll Like Receptor TLR6:TLR2 Cascade R-HSA-168188	R-HSA-168188	15.1877470037051	8/112	2.10984538482911e-07	1.92180505102978e-05	4.71629066950624	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Toll-like Receptor Cascades R-HSA-168898	R-HSA-168898	9.88770312624032	8/167	4.39497524200245e-06	0.00024817583600584	3.60524050648033	NFKB1;JUN;FOS;CREB1;TP53;MEF2A;NFKB2;RELA
Transcriptional Regulation by NPAS4 R-HSA-9634815	R-HSA-9634815	17.6484267050009	3/34	0.000930079081780912	0.0200685356345247	1.69748431605499	NR3C1;FOS;SRF
Transcriptional Regulation by VENTX R-HSA-8853884	R-HSA-8853884	32.8415560385904	6/41	1.03472020533873e-07	1.24824882953136e-05	4.90369883250563	LEF1;TCF7L2;NFKB1;RELA;CEBPB;TP53
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer R-HSA-2173793	R-HSA-2173793	25.5147554511932	6/51	3.96462749362147e-07	3.09474157884452e-05	4.50937561015518	SMAD4;SMAD7;E2F4;YBX1;SP1;SMAD3
Transcriptional regulation by RUNX1 R-HSA-8878171	R-HSA-8878171	4.89735385688336	6/237	0.00223300130110208	0.042635866569244	1.37022490560395	SPI1;TCF3;MYB;GATA2;ESR1;NFATC2
Transcriptional regulation by RUNX2 R-HSA-8878166	R-HSA-8878166	14.2240465317757	8/119	3.37302481451906e-07	2.71272965385866e-05	4.56659348515017	AR;MAF;SMAD4;NR3C1;SOX9;SMAD1;ESR1;TWIST1
Transcriptional regulation by RUNX3 R-HSA-8878159	R-HSA-8878159	12.7251645488093	6/96	1.67184102820256e-05	0.00076501139462924	3.11633209610423	LEF1;SMAD3;SMAD4;FOXO3;TCF7L2;TP53
Transcriptional regulation of brown and beige adipocyte differentiation R-HSA-9843743	R-HSA-9843743	27.4726011712544	4/31	2.68445668076285e-05	0.00109608431242225	2.96015603799453	SMAD4;PPARA;MTA1;SMAD1
Transcriptional regulation of brown and beige adipocyte differentiation by EBF2 R-HSA-9844594	R-HSA-9844594	27.4726011712544	4/31	2.68445668076285e-05	0.00109608431242225	2.96015603799453	SMAD4;PPARA;MTA1;SMAD1
Transcriptional regulation of granulopoiesis R-HSA-9616222	R-HSA-9616222	22.6486461612199	9/89	1.56827241610353e-09	5.20274374042346e-07	6.28376756462113	LEF1;STAT3;SPI1;MYB;CEBPB;GATA2;CREB1;E2F1;CEBPA
Transcriptional regulation of pluripotent stem cells R-HSA-452723	R-HSA-452723	19.5454994117062	3/31	0.000707202588721686	0.0163210058301509	1.78725308007826	CDX2;SMAD4;STAT3
Transcriptional regulation of testis differentiation R-HSA-9690406	R-HSA-9690406	32.6527505814021	2/13	0.00239293932655936	0.0444116151936262	1.35250343180441	GATA4;SOX9
Transcriptional regulation of white adipocyte differentiation R-HSA-381340	R-HSA-381340	14.6988518524427	6/84	7.73073315914601e-06	0.000394564727007183	3.40388174207129	NFKB1;CEBPB;SREBF2;PPARA;CEBPA;RELA
Ub-specific processing proteases R-HSA-5689880	R-HSA-5689880	6.28516147780004	7/221	0.000248443730442572	0.00708999635047942	2.14935398836659	AR;HIF1A;SMAD3;SMAD4;SMAD7;SMAD1;TP53
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	R-HSA-1606322	30.4116434050227	3/21	0.00021792623819147	0.00636286071986953	2.19634758316864	NFKB1;NFKB2;RELA
