tf	module	database	p.value	adj_p.value	overlap	odds_ratio
PPARG	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000192747977111927	0.000766290738274246	528/2027	1.22835155911964
ETV4	MEblue	TRANSFAC_and_JASPAR_PWMs	4.05055481164802e-06	2.00072858878372e-05	224/750	1.46805247180414
SNAI1	MEblue	TRANSFAC_and_JASPAR_PWMs	7.33798116713626e-40	1.99348488373868e-38	335/767	2.85097303023669
TFAP2D	MEblue	TRANSFAC_and_JASPAR_PWMs	4.21930014470213e-05	0.000185877276644986	216/743	1.40760858329744
KLF5	MEblue	TRANSFAC_and_JASPAR_PWMs	7.52242599203062e-26	1.29068993336946e-24	346/919	2.19071342346106
ZNF148	MEblue	TRANSFAC_and_JASPAR_PWMs	5.05474281070615e-82	1.6478461562902e-79	466/923	3.98797351515185
RXRA::VDR	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
KLF4	MEblue	TRANSFAC_and_JASPAR_PWMs	1.81719225257891e-75	1.97468224780242e-73	432/856	3.93330459984102
FOXO3A	MEblue	TRANSFAC_and_JASPAR_PWMs	0.0132554819001673	0.0354203860611028	128/467	1.27785870322554
ARNT	MEblue	TRANSFAC_and_JASPAR_PWMs	7.7175275799469e-05	0.000326742076761388	224/781	1.380659590633
RUNX1	MEblue	TRANSFAC_and_JASPAR_PWMs	2.77741790399319e-06	1.39298190261812e-05	558/2079	1.29568290206589
MIR138	MEblue	TRANSFAC_and_JASPAR_PWMs	1.77612713744768e-17	1.7345632804502e-16	271/749	2.01002867848215
EGR1	MEblue	TRANSFAC_and_JASPAR_PWMs	1.44849105420761e-05	6.7458297667383e-05	141/447	1.57503060302993
CBEPA	MEblue	TRANSFAC_and_JASPAR_PWMs	0.0137375776917308	0.0364101652642621	215/820	1.20733528650806
ZNF281	MEblue	TRANSFAC_and_JASPAR_PWMs	1.85007685883955e-13	1.46470066465743e-12	224/632	1.92227439173803
ZNF354C	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00131318544485552	0.00465324407633586	188/674	1.31891120355083
RELB	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000294172175414327	0.00114166820458417	230/821	1.3337003715134
PITX1	MEblue	TRANSFAC_and_JASPAR_PWMs	2.38218935604743e-08	1.38677451798475e-07	266/864	1.54849350537778
CREB1	MEblue	TRANSFAC_and_JASPAR_PWMs	2.13649731947936e-05	9.54107022123659e-05	420/1547	1.29870232032618
KLF13	MEblue	TRANSFAC_and_JASPAR_PWMs	1.09054900304458e-21	1.48132906246889e-20	310/838	2.10617327941973
MAX	MEblue	TRANSFAC_and_JASPAR_PWMs	2.17312193933188e-13	1.64752965633068e-12	367/1154	1.66044729354655
NR1H3	MEblue	TRANSFAC_and_JASPAR_PWMs	1.27178684898946e-08	7.53822750491935e-08	244/776	1.5943947095357
NR3C1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00014872319706702	0.000606047028048107	238/844	1.34817083111838
FOXF2	MEblue	TRANSFAC_and_JASPAR_PWMs	1.25000532918342e-19	1.5092656937548e-18	290/791	2.06428415866764
RELA	MEblue	TRANSFAC_and_JASPAR_PWMs	3.59539673321502e-24	5.32772425012771e-23	541/1640	1.83378478030693
TCFAP2A	MEblue	TRANSFAC_and_JASPAR_PWMs	6.0524255639372e-22	8.57865536453708e-21	337/929	2.05112067747341
PLAG1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
NFE2	MEblue	TRANSFAC_and_JASPAR_PWMs	2.64378820624385e-32	6.15624968025354e-31	543/1544	2.05127529307151
MIR133B	MEblue	TRANSFAC_and_JASPAR_PWMs	1.88703766612307e-13	1.46470066465743e-12	288/861	1.7736740537769
LTF	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000190477205059828	0.000766290738274246	220/776	1.35614810368252
PCBP1	MEblue	TRANSFAC_and_JASPAR_PWMs	1.17291006712611e-41	4.7796085235389e-40	383/907	2.71746620963646
NR1H2::RXRA	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
EWSR1-FLI1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00323269850531749	0.00984915619377105	8/13	5.36595732988351
HINFP	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000224611947703645	0.000882210782546847	461/1753	1.23942687911161
APEX1	MEblue	TRANSFAC_and_JASPAR_PWMs	5.92398318651278e-06	2.88241569970622e-05	236/800	1.44313872399915
ESR1	MEblue	TRANSFAC_and_JASPAR_PWMs	6.75832966193479e-07	3.55357333837216e-06	268/902	1.46583259353544
CRX	MEblue	TRANSFAC_and_JASPAR_PWMs	1.19333239878087e-21	1.55610544801025e-20	300/804	2.13193649631348
MYC::MAX	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00602996550514921	0.0178706250425331	8/14	4.47148976372668
USF1	MEblue	TRANSFAC_and_JASPAR_PWMs	8.90955027955056e-09	5.37872850209904e-08	261/837	1.57838264226387
MTF1	MEblue	TRANSFAC_and_JASPAR_PWMs	1.63349192594974e-17	1.71780118664392e-16	303/861	1.93381655120503
TAL1::TCF3	MEblue	TRANSFAC_and_JASPAR_PWMs	0.0103395793046416	0.0280891904442763	8/15	3.83174172551876
GLI2	MEblue	TRANSFAC_and_JASPAR_PWMs	1.55260434552132e-11	1.0769128013616e-10	282/868	1.6905303517929
TFAP2C	MEblue	TRANSFAC_and_JASPAR_PWMs	1.67440180068526e-14	1.47528374871188e-13	299/886	1.8034593264118
MZF1	MEblue	TRANSFAC_and_JASPAR_PWMs	1.91691834568396e-14	1.64451415971834e-13	410/1298	1.6560278617975
SAMD9L	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000521891992375397	0.00193337260811795	214/765	1.32838569145073
SREBF1	MEblue	TRANSFAC_and_JASPAR_PWMs	1.69043464812701e-17	1.72213029777939e-16	483/1523	1.69215696875765
TCF3	MEblue	TRANSFAC_and_JASPAR_PWMs	7.33798116713626e-40	1.99348488373868e-38	335/767	2.85097303023669
THRB	MEblue	TRANSFAC_and_JASPAR_PWMs	7.71992511348396e-07	3.99475489999329e-06	363/1275	1.39022846731155
TBX5	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00252208259213969	0.00783046595273847	15/32	2.96338168412715
E2F1	MEblue	TRANSFAC_and_JASPAR_PWMs	2.17408165390174e-09	1.41750123834393e-08	709/2598	1.36200956216177
IKZF1	MEblue	TRANSFAC_and_JASPAR_PWMs	7.16788380581935e-32	1.55782008046474e-30	315/762	2.56110057927634
AHR	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00432822146089497	0.0130648166319607	221/824	1.24886107889513
Myf	MEblue	TRANSFAC_and_JASPAR_PWMs	7.43066689532984e-06	3.51072088098192e-05	18/29	5.50671318423281
PITX2	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00920578924660079	0.0254329431728124	509/2034	1.14773014129999
GFI1	MEblue	TRANSFAC_and_JASPAR_PWMs	5.75118990071276e-13	4.16641757251635e-12	277/828	1.77008726633453
ATF4	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000624302104319098	0.00226136095564473	242/879	1.30109883254331
MIZF	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00155677182524431	0.00492725839834607	8/12	6.70808204445267
NR4A2	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00767799469840585	0.0221506749706222	13/29	2.72713329691449
REPIN1	MEblue	TRANSFAC_and_JASPAR_PWMs	3.89594314015999e-20	4.88491332189291e-19	328/918	1.99501599009105
KLF11	MEblue	TRANSFAC_and_JASPAR_PWMs	8.16788081948213e-78	1.33136457357559e-75	416/799	4.18174884213809
ESR2	MEblue	TRANSFAC_and_JASPAR_PWMs	0.00911576391769239	0.0253994789501514	16/39	2.33585238551342
E2F6	MEblue	TRANSFAC_and_JASPAR_PWMs	9.32980042999374e-25	1.52075747008898e-23	332/882	2.181913437732
SP1	MEblue	TRANSFAC_and_JASPAR_PWMs	8.69674944265405e-51	4.05020045472174e-49	409/926	2.98229340499827
UBTF	MEblue	TRANSFAC_and_JASPAR_PWMs	1.69918148260922e-05	7.80187553986769e-05	246/850	1.40363528224827
ZBTB7A	MEblue	TRANSFAC_and_JASPAR_PWMs	2.19851944373922e-40	7.96352598509984e-39	372/881	2.70798598464033
NFKB1	MEblue	TRANSFAC_and_JASPAR_PWMs	4.95756244723517e-27	8.97869643221481e-26	644/1987	1.82419865959829
NFIA	MEblue	TRANSFAC_and_JASPAR_PWMs	3.44266417522702e-09	2.20060494338041e-08	244/766	1.6270895952576
PBX1	MEblue	TRANSFAC_and_JASPAR_PWMs	0.0169061187208814	0.0437412278016455	9/19	3.01804457588172
CEBPD	MEblue	TRANSFAC_and_JASPAR_PWMs	0.000377354869279367	0.00143043822540783	243/876	1.31604348452469
SPI1	MEred	COLLECTRI	0.000583120178405359	0.0168678178436282	36/190	1.97457179028228
SMAD3	MEred	COLLECTRI	3.71179749823861e-12	4.40219183291099e-09	42/124	4.47438156778631
SMAD4	MEred	COLLECTRI	7.24846252431465e-08	9.55186283759686e-06	30/98	3.76112265600992
RELA	MEred	COLLECTRI	2.33167453139196e-05	0.00123058739915663	64/356	1.90566218463446
SP1	MEred	COLLECTRI	1.10738190787531e-09	4.37784980913373e-07	143/837	1.97557536863474
RUNX1	MEred	COLLECTRI	0.00225471793817872	0.0424459599155549	24/120	2.08686207752192
ETV4	MEred	COLLECTRI	3.01663711005975e-06	0.000223608225783179	17/46	4.90261262238509
CREB1	MEred	COLLECTRI	0.000164985254584559	0.00631201651410603	49/269	1.90501808396761
FOS	MEred	COLLECTRI	2.59425267145275e-06	0.000205118911222864	43/193	2.46447755891443
JUN	MEred	COLLECTRI	4.35189576558503e-08	6.45168547247981e-06	79/402	2.19000930968542
ATF2	MEred	COLLECTRI	0.000180961696088884	0.00664793505636943	19/72	2.99297030005715
ETS1	MEred	COLLECTRI	2.77122613712941e-08	5.47779033105913e-06	39/143	3.23328856997635
GATA6	MEred	COLLECTRI	0.000186799822380661	0.00664793505636943	15/50	3.56303717054607
RARA	MEred	COLLECTRI	0.000931337430448078	0.024012308532857	22/100	2.35510324462863
SP3	MEred	COLLECTRI	1.13154006523082e-06	0.000103231270566442	56/272	2.25800582236838
CUX1	MEred	COLLECTRI	0.000462230512476105	0.0137051346949165	19/77	2.73142102967332
PGR	MEred	COLLECTRI	0.000388470899957715	0.0121243812460487	20/82	2.69286854577014
EGR1	MEred	COLLECTRI	3.69064285865405e-08	6.25300347194815e-06	52/222	2.67225215678629
ETS2	MEred	COLLECTRI	0.000294892617658458	0.00945250390656571	17/63	3.07728934114059
NFKB1	MEred	COLLECTRI	1.885007273461e-05	0.00106458029824988	50/255	2.09993299699756
ATF3	MEred	COLLECTRI	0.000462230512476105	0.0137051346949165	19/77	2.73142102967332
RUNX2	MEred	COLLECTRI	1.45397104813621e-05	0.00095800536838308	22/77	3.36046584699469
CEBPD	MEred	COLLECTRI	0.00217408464570435	0.0415881353194413	13/50	2.90678048875402
HIF1A	MEred	COLLECTRI	0.000160387224405698	0.00631201651410603	55/312	1.83783486856234
TCF4	MEred	COLLECTRI	1.88289181860807e-05	0.00106458029824988	15/42	4.62819747954597
SRF	MEred	COLLECTRI	1.08071121462311e-07	1.28172350054301e-05	25/74	4.32227739735855
RELB	MEred	COLLECTRI	0.000276644180883535	0.00911388884799646	12/36	4.14144952745128
LEF1	MEred	COLLECTRI	9.73537856269925e-05	0.00444083037513897	19/69	3.17489711362412
SOX9	MEred	COLLECTRI	7.56965649739574e-07	7.48134383825946e-05	20/56	4.66920711184075
HNF1B	MEred	COLLECTRI	0.000635515337419159	0.0179457426233124	12/39	3.67820164332085
ASCL1	MEred	COLLECTRI	0.00261102724425818	0.0462190792789582	10/34	3.43593915466185
RFX1	MEred	COLLECTRI	0.00244061393937587	0.0438570929106028	5/10	8.19275503845129
JUND	MEred	COLLECTRI	0.00156641170891132	0.033174362263729	15/60	2.76414393651736
FOSL1	MEred	COLLECTRI	2.3864679747557e-05	0.00123058739915663	14/38	4.85245779276433
JUNB	MEred	COLLECTRI	0.00107737834824707	0.0271866110855537	15/58	2.89421840827871
KLF5	MEred	COLLECTRI	0.00125602171338664	0.02943516262541	14/53	2.97478655891184
FOXA1	MEred	COLLECTRI	0.00185893003407698	0.0386787898318473	11/38	3.36451580012167
PBX1	MEred	COLLECTRI	0.000190581612071299	0.00664793505636943	11/30	4.79040504107935
ELF3	MEred	COLLECTRI	0.00196354750328607	0.0401511610154703	7/18	5.23001708868962
ZEB1	MEred	COLLECTRI	2.11217806690483e-06	0.000178931656239223	17/45	5.07893093754848
SMAD7	MEred	COLLECTRI	0.000145078079893618	0.00593319319840796	15/49	3.66876337592157
ERG	MEred	COLLECTRI	0.000819548598054029	0.0218777273090022	12/40	3.54595260435532
SPDEF	MEred	COLLECTRI	0.00244061393937587	0.0438570929106028	5/10	8.19275503845129
MAFB	MEred	COLLECTRI	0.00215798670079726	0.0415881353194413	9/28	3.90208872671444
KLF4	MEred	COLLECTRI	2.54378586557581e-07	2.74266366961174e-05	26/82	3.93433735792785
EGR2	MEred	COLLECTRI	0.000199232920340785	0.00675114981497632	14/45	3.74991807109891
TBX2	MEred	COLLECTRI	0.00215798670079726	0.0415881353194413	9/28	3.90208872671444
SMAD2	MEred	COLLECTRI	2.02889330007228e-09	6.01566863471431e-07	26/67	5.39521839610487
MSX2	MEred	COLLECTRI	0.00215798670079726	0.0415881353194413	9/28	3.90208872671444
MAFA	MEred	COLLECTRI	0.00134021819710973	0.02943516262541	5/9	10.2432096128021
TWIST1	MEred	COLLECTRI	8.44363810802461e-06	0.000589067929183364	18/54	4.18384772288281
FOSB	MEred	COLLECTRI	1.61017511108014e-05	0.00100508825354792	11/24	7.0107975603295
NOTCH1	MEred	COLLECTRI	0.000830099265518632	0.0218777273090022	14/51	3.13709792574737
TCF7L2	MEred	COLLECTRI	5.68922047242851e-09	1.34948309606004e-06	29/84	4.50064488391267
CEBPZ	MEred	COLLECTRI	0.00233293649684698	0.0432322294571956	6/14	6.15442735275114
GLI1	MEred	COLLECTRI	2.77182582825244e-05	0.00136974393012808	30/127	2.61657681701451
HLX	MEred	COLLECTRI	0.00146741072096659	0.031642711183025	6/13	7.03523362467628
CTNNB1	MEred	COLLECTRI	5.38254000083532e-11	3.19184622049534e-08	57/216	3.1797660190946
MEOX1	MEred	COLLECTRI	0.000651294500180258	0.017963611097995	4/5	32.6912850557123
ABL1	MEred	COLLECTRI	0.00134021819710973	0.02943516262541	5/9	10.2432096128021
IRF6	MEred	COLLECTRI	0.00134021819710973	0.02943516262541	5/9	10.2432096128021
MYOCD	MEred	COLLECTRI	0.000105685123764472	0.00464231691795051	6/9	16.4249610013358
SMARCA4	MEred	COLLECTRI	0.00134021819710973	0.02943516262541	5/9	10.2432096128021
MUC1	MEred	COLLECTRI	0.00130923366273984	0.02943516262541	3/3	Inf
HMGXB4	MEred	COLLECTRI	0.000142672899144726	0.00593319319840796	4/4	Inf
AP1	MEred	COLLECTRI	9.32213093535367e-05	0.00442241891573178	59/335	1.84411716835249
NFKB	MEred	COLLECTRI	0.00118699171545683	0.0293285869694125	77/508	1.54134712779813
E2F4	MEturquoise	COLLECTRI	7.4233672735631e-06	0.00880411358644584	75/124	2.25248983865468
