	ensembl_gene_id	external_gene_name
13462	ENSG00000266990	
13463	ENSG00000251294	
13464	ENSG00000218337	
13465	ENSG00000218890	NUFIP1P1
13466	ENSG00000233835	
13467	ENSG00000170571	EMB
13468	ENSG00000214561	RBBP4P4
13469	ENSG00000188056	TREML4
13470	ENSG00000138119	MYOF
13471	ENSG00000064666	CNN2
13472	ENSG00000223377	
13473	ENSG00000241418	MCRIP2P1
13474	ENSG00000226414	MTCYBP38
13475	ENSG00000232183	
13476	ENSG00000229269	
13477	ENSG00000224732	MAGEA7P
13478	ENSG00000238039	
13479	ENSG00000225110	PNMA6F
13480	ENSG00000197021	EOLA2
13481	ENSG00000218748	DBIP1
13482	ENSG00000219384	
13483	ENSG00000171462	DLK2
13484	ENSG00000104679	R3HCC1
13485	ENSG00000285552	
13486	ENSG00000164181	ELOVL7
13487	ENSG00000165775	FUNDC2
13488	ENSG00000096401	CDC5L
13489	ENSG00000211944	IGHV3-16
13490	ENSG00000277287	
13491	ENSG00000259104	PTCSC3
13492	ENSG00000201294	RNU6-1019P
13493	ENSG00000285518	
13494	ENSG00000226632	UBE2V1P1
13495	ENSG00000201346	U3
13496	ENSG00000288577	
13497	ENSG00000274364	
13498	ENSG00000235313	HM13-IT1
13499	ENSG00000230613	HM13-AS1
13500	ENSG00000140025	EFCAB11
13501	ENSG00000278276	
13502	ENSG00000201770	RNU6-384P
13503	ENSG00000125968	ID1
13504	ENSG00000264395	MIR3193
13505	ENSG00000131055	COX4I2
13506	ENSG00000250360	
13507	ENSG00000280511	
13508	ENSG00000227779	NDUFB3P5
13509	ENSG00000136144	RCBTB1
13510	ENSG00000240627	
13511	ENSG00000241769	EOLA1-DT
13512	ENSG00000249226	SUCLG2P4
13513	ENSG00000235743	
13514	ENSG00000272316	
13515	ENSG00000251062	
13516	ENSG00000249359	
13517	ENSG00000254131	
13518	ENSG00000124490	CRISP2
13519	ENSG00000236559	BCL2L1-AS1
13520	ENSG00000287176	
13521	ENSG00000104722	NEFM
13522	ENSG00000281376	ABALON
13523	ENSG00000249778	TRMT112P2
13524	ENSG00000239694	RPSAP38
13525	ENSG00000088325	TPX2
13526	ENSG00000244621	RPS17P11
13527	ENSG00000213949	ITGA1
13528	ENSG00000252128	SNORD27
13529	ENSG00000165480	SKA3
13530	ENSG00000214925	RPL36AP52
13531	ENSG00000197620	EOLA1
13532	ENSG00000254001	
13533	ENSG00000164751	PEX2
13534	ENSG00000267443	
13535	ENSG00000200332	Y_RNA
13536	ENSG00000100138	SNU13
13537	ENSG00000104953	TLE6
13538	ENSG00000288459	
13539	ENSG00000100599	RIN3
13540	ENSG00000173141	MRPL57
13541	ENSG00000253667	
13542	ENSG00000271250	
13543	ENSG00000253147	LINC03023
13544	ENSG00000233405	LINC01046
13545	ENSG00000215571	GRK6P1
13546	ENSG00000235076	GAPDHP52
13547	ENSG00000147485	PXDNL
13548	ENSG00000222747	RNA5SP25
13549	ENSG00000165733	BMS1
13550	ENSG00000236953	ZDHHC20-IT1
13551	ENSG00000226908	H2BP6
13552	ENSG00000165487	MICU2
13553	ENSG00000285531	
13554	ENSG00000207457	RNU6-476P
13555	ENSG00000184208	C22orf46
13556	ENSG00000219702	
13557	ENSG00000220030	
13558	ENSG00000287745	
13559	ENSG00000287816	
13560	ENSG00000275046	
13561	ENSG00000279076	
13562	ENSG00000220091	LAP3P1
13563	ENSG00000231261	HMGN2P10
13564	ENSG00000252603	RNU6ATAC22P
13565	ENSG00000266503	RN7SL162P
13566	ENSG00000170927	PKHD1
13567	ENSG00000100209	HSCB
13568	ENSG00000253123	
13569	ENSG00000230022	FNTAP2
13570	ENSG00000207518	RNU6-59P
13571	ENSG00000226525	RPS7P10
13572	ENSG00000102678	FGF9
13573	ENSG00000226301	PDCL3P1
13574	ENSG00000254325	
13575	ENSG00000254136	
13576	ENSG00000215177	IGLV8OR8-1
13577	ENSG00000225118	
13578	ENSG00000270076	
13579	ENSG00000279910	
13580	ENSG00000240540	RPL3P9
13581	ENSG00000152804	HHEX
13582	ENSG00000260955	
13583	ENSG00000244197	RN7SL766P
13584	ENSG00000251354	
13585	ENSG00000226722	LINC00424
13586	ENSG00000154655	L3MBTL4
13587	ENSG00000211941	IGHV3-11
13588	ENSG00000235438	ESRRAP2
13589	ENSG00000091656	ZFHX4
13590	ENSG00000253149	IGHVII-28-1
13591	ENSG00000211843	TRAJ46
13592	ENSG00000258981	COX5AP2
13593	ENSG00000100522	GNPNAT1
13594	ENSG00000227805	RPL21P90
13595	ENSG00000215065	DUSP8P1
13596	ENSG00000227679	
13597	ENSG00000120697	ALG5
13598	ENSG00000288218	
13599	ENSG00000107771	CCSER2
13600	ENSG00000183067	IGSF5
13601	ENSG00000183765	CHEK2
13602	ENSG00000230801	
13603	ENSG00000101306	MYLK2
13604	ENSG00000196406	SPANXD
13605	ENSG00000279638	
13606	ENSG00000099864	PALM
13607	ENSG00000035499	DEPDC1B
13608	ENSG00000171189	GRIK1
13609	ENSG00000230130	MTND2P39
13610	ENSG00000258440	
13611	ENSG00000235598	RRM2P4
13612	ENSG00000285664	
13613	ENSG00000133135	RNF128
13614	ENSG00000283274	5_8S_rRNA
13615	ENSG00000206906	RNU6-458P
13616	ENSG00000206596	RNU1-27P
13617	ENSG00000278746	RN7SL660P
13618	ENSG00000202337	RNU6-8
13619	ENSG00000212270	
13620	ENSG00000223087	RNU6-602P
13621	ENSG00000263945	MIR548Y
13622	ENSG00000251858	
13623	ENSG00000207412	RNU6-455P
13624	ENSG00000265165	MIR4307
13625	ENSG00000264657	MIR3171
13626	ENSG00000253003	RNU6-1261P
13627	ENSG00000251735	
13628	ENSG00000251756	RNA5SP385
13629	ENSG00000201654	RNU6-7
13630	ENSG00000207004	RNU6-301P
13631	ENSG00000275978	Metazoa_SRP
13632	ENSG00000253659	
13633	ENSG00000266431	MIR5580
13634	ENSG00000252312	RN7SKP21
13635	ENSG00000201376	SNORA70
13636	ENSG00000201820	Y_RNA
13637	ENSG00000266740	MIR4708
13638	ENSG00000243700	RN7SL598P
13639	ENSG00000252837	RN7SKP99
13640	ENSG00000254204	
13641	ENSG00000263629	MIR5586
13642	ENSG00000222985	RNU2-14P
13643	ENSG00000269993	
13644	ENSG00000254051	
13645	ENSG00000207366	RNU6-297P
13646	ENSG00000223940	KRT8P8
13647	ENSG00000207444	SNORD56B
13648	ENSG00000242330	RN7SL683P
13649	ENSG00000254305	MRPL9P1
13650	ENSG00000234748	
13651	ENSG00000206588	RNU1-28P
13652	ENSG00000214930	KRT8P6
13653	ENSG00000199739	RNU6-552P
13654	ENSG00000226388	ELL2P4
13655	ENSG00000276782	Metazoa_SRP
13656	ENSG00000200860	Y_RNA
13657	ENSG00000201351	Y_RNA
13658	ENSG00000102243	VGLL1
13659	ENSG00000283519	U2
13660	ENSG00000177182	CLVS1
13661	ENSG00000207781	MIR625
13662	ENSG00000251895	RNU6-976P
13663	ENSG00000238561	RNU6ATAC28P
13664	ENSG00000283944	MIR4709
13665	ENSG00000252644	RNU7-30P
13666	ENSG00000179772	FOXS1
13667	ENSG00000221102	SNORA11B
13668	ENSG00000201027	RN7SKP107
13669	ENSG00000252655	Y_RNA
13670	ENSG00000200312	RN7SKP255
13671	ENSG00000252481	SCARNA13
13672	ENSG00000200298	Y_RNA
13673	ENSG00000241757	RN7SL714P
13674	ENSG00000222761	RNU6-684P
13675	ENSG00000171552	BCL2L1
13676	ENSG00000222276	RNU2-33P
13677	ENSG00000272439	RNU6-91P
13678	ENSG00000252369	RNU7-51P
13679	ENSG00000275033	
13680	ENSG00000141448	GATA6
13681	ENSG00000277468	
13682	ENSG00000211845	TRAJ44
13683	ENSG00000211846	TRAJ43
13684	ENSG00000211847	TRAJ42
13685	ENSG00000211848	TRAJ41
13686	ENSG00000231686	ANKRD11P2
13687	ENSG00000211849	TRAJ40
13688	ENSG00000225660	
13689	ENSG00000176289	IDSP1
13690	ENSG00000120699	EXOSC8
13691	ENSG00000211850	TRAJ39
13692	ENSG00000155495	MAGEC1
13693	ENSG00000278661	TRAJ37
13694	ENSG00000276699	TRAJ36
13695	ENSG00000211854	TRAJ35
13696	ENSG00000211855	TRAJ34
13697	ENSG00000277479	
13698	ENSG00000211856	TRAJ33
13699	ENSG00000182508	LHFPL1
13700	ENSG00000165476	REEP3
13701	ENSG00000211857	TRAJ32
13702	ENSG00000211858	TRAJ31
13703	ENSG00000243160	RPL7AP32
13704	ENSG00000101638	ST8SIA5
13705	ENSG00000171060	C8orf74
13706	ENSG00000248418	UBL5P1
13707	ENSG00000211859	TRAJ30
13708	ENSG00000251613	
13709	ENSG00000211860	TRAJ29
13710	ENSG00000211861	TRAJ28
13711	ENSG00000185010	F8
13712	ENSG00000282393	
13713	ENSG00000211862	TRAJ27
13714	ENSG00000283405	
13715	ENSG00000280438	
13716	ENSG00000211863	TRAJ26
13717	ENSG00000254170	
13718	ENSG00000211864	TRAJ25
13719	ENSG00000235065	RPL24P2
13720	ENSG00000211865	TRAJ24
13721	ENSG00000099817	POLR2E
13722	ENSG00000250164	
13723	ENSG00000211866	TRAJ23
13724	ENSG00000211867	TRAJ22
13725	ENSG00000211868	TRAJ21
13726	ENSG00000088970	KIZ
13727	ENSG00000211869	TRAJ20
13728	ENSG00000184719	RNLS
13729	ENSG00000288187	
13730	ENSG00000049860	HEXB
13731	ENSG00000274790	Y_RNA
13732	ENSG00000211870	TRAJ19
13733	ENSG00000275496	
13734	ENSG00000211871	TRAJ18
13735	ENSG00000211872	TRAJ17
13736	ENSG00000254775	
13737	ENSG00000211873	TRAJ16
13738	ENSG00000211875	TRAJ14
13739	ENSG00000211876	TRAJ13
13740	ENSG00000211877	TRAJ12
13741	ENSG00000211878	TRAJ11
13742	ENSG00000287016	
13743	ENSG00000211879	TRAJ10
13744	ENSG00000269891	ARHGAP19-SLIT1
13745	ENSG00000253849	
13746	ENSG00000211880	TRAJ9
13747	ENSG00000280019	
13748	ENSG00000211881	TRAJ8
13749	ENSG00000104442	ARMC1
13750	ENSG00000211882	TRAJ7
13751	ENSG00000211883	TRAJ6
13752	ENSG00000211884	TRAJ5
13753	ENSG00000273497	
13754	ENSG00000229458	
13755	ENSG00000211885	TRAJ4
13756	ENSG00000279709	
13757	ENSG00000238291	
13758	ENSG00000211886	TRAJ3
13759	ENSG00000088756	ARHGAP28
13760	ENSG00000225738	NRG3-AS1
13761	ENSG00000211887	TRAJ2
13762	ENSG00000211888	TRAJ1
13763	ENSG00000276902	Y_RNA
13764	ENSG00000277734	TRAC
13765	ENSG00000280145	
13766	ENSG00000231132	
13767	ENSG00000287057	
13768	ENSG00000259054	LINC02332
13769	ENSG00000214549	SDHCP2
13770	ENSG00000129562	DAD1
13771	ENSG00000095587	TLL2
13772	ENSG00000278878	
13773	ENSG00000219653	GCNT1P4
13774	ENSG00000279788	
13775	ENSG00000214641	
13776	ENSG00000146166	LGSN
13777	ENSG00000275552	
13778	ENSG00000279728	
13779	ENSG00000242061	
13780	ENSG00000258458	OXA1L-DT
13781	ENSG00000280164	
13782	ENSG00000228717	NAB1P1
13783	ENSG00000235213	OR6E1P
13784	ENSG00000215054	HNRNPCP10
13785	ENSG00000258823	
13786	ENSG00000227183	HDGFP1
13787	ENSG00000183778	B3GALT5
13788	ENSG00000183631	PRR32
13789	ENSG00000212302	
13790	ENSG00000155463	OXA1L
13791	ENSG00000236635	LINC02540
13792	ENSG00000287394	
13793	ENSG00000224314	TCERG1P1
13794	ENSG00000271211	
13795	ENSG00000235699	CXorf51B
13796	ENSG00000155966	AFF2
13797	ENSG00000125910	S1PR4
13798	ENSG00000112759	SLC29A1
13799	ENSG00000231106	LINC01436
13800	ENSG00000289221	
13801	ENSG00000237989	LINC01679
13802	ENSG00000224402	OR6D1P
13803	ENSG00000233922	LINC01694
13804	ENSG00000215151	ABCD1P2
13805	ENSG00000272748	
13806	ENSG00000226426	
13807	ENSG00000232646	
13808	ENSG00000253235	
13809	ENSG00000185433	LINC00158
13810	ENSG00000148572	NRBF2
13811	ENSG00000125912	NCLN
13812	ENSG00000254162	
13813	ENSG00000164736	SOX17
13814	ENSG00000199509	RNA5SP477
13815	ENSG00000228604	
13816	ENSG00000235677	NPM1P26
13817	ENSG00000232712	KIZ-AS1
13818	ENSG00000141258	SGSM2
13819	ENSG00000170788	DYDC1
13820	ENSG00000152380	FAM151B
13821	ENSG00000226098	SEC11B
13822	ENSG00000253216	
13823	ENSG00000249889	ALG1L11P
13824	ENSG00000287185	
13825	ENSG00000214535	RPS15AP1
13826	ENSG00000226875	ZNF877P
13827	ENSG00000275457	
13828	ENSG00000212555	RNU6-192P
13829	ENSG00000221947	XKR9
13830	ENSG00000125850	OVOL2
13831	ENSG00000234883	MIR155HG
13832	ENSG00000288842	
13833	ENSG00000229928	LINC00400
13834	ENSG00000289511	
13835	ENSG00000273102	
13836	ENSG00000276569	
13837	ENSG00000289001	
13838	ENSG00000289224	
13839	ENSG00000120658	ENOX1
13840	ENSG00000160294	MCM3AP
13841	ENSG00000279531	
13842	ENSG00000198865	CCDC152
13843	ENSG00000212232	SNORD17
13844	ENSG00000165841	CYP2C19
13845	ENSG00000125871	MGME1
13846	ENSG00000199716	Y_RNA
13847	ENSG00000197324	LRP10
13848	ENSG00000253340	
13849	ENSG00000254367	
13850	ENSG00000218902	PTMAP3
13851	ENSG00000229262	
13852	ENSG00000253762	
13853	ENSG00000227343	RPL15P1
13854	ENSG00000252597	RNU7-137P
13855	ENSG00000207282	Y_RNA
13856	ENSG00000232943	GGCTP2
13857	ENSG00000266720	RN7SL14P
13858	ENSG00000286471	
13859	ENSG00000226412	LINC02628
13860	ENSG00000252635	RNU2-56P
13861	ENSG00000254330	
13862	ENSG00000287954	
13863	ENSG00000287528	
13864	ENSG00000230010	
13865	ENSG00000134444	RELCH
13866	ENSG00000076641	PAG1
13867	ENSG00000285810	
13868	ENSG00000233533	MKNK2P1
13869	ENSG00000287221	
13870	ENSG00000039123	MTREX
13871	ENSG00000199719	RN7SKP74
13872	ENSG00000213484	EIF4A1P8
13873	ENSG00000278992	
13874	ENSG00000237259	ZNF133-AS1
13875	ENSG00000232540	RPL36P19
13876	ENSG00000228566	
13877	ENSG00000237282	LINC00851
13878	ENSG00000238189	ENOX1-AS2
13879	ENSG00000233821	ENOX1-AS1
13880	ENSG00000287842	
13881	ENSG00000232838	PET117
13882	ENSG00000287029	
13883	ENSG00000227683	
13884	ENSG00000270522	
13885	ENSG00000151773	CCDC122
13886	ENSG00000225988	LAMP5-AS1
13887	ENSG00000125869	LAMP5
13888	ENSG00000095713	CRTAC1
13889	ENSG00000254177	
13890	ENSG00000228984	
13891	ENSG00000139890	REM2
13892	ENSG00000254105	VENTXP6
13893	ENSG00000198157	HMGN5
13894	ENSG00000272264	
13895	ENSG00000253231	COX6CP8
13896	ENSG00000250979	
13897	ENSG00000274001	
13898	ENSG00000179630	LACC1
13899	ENSG00000100461	RBM23
13900	ENSG00000286740	
13901	ENSG00000232738	
13902	ENSG00000286470	
13903	ENSG00000125818	PSMF1
13904	ENSG00000280060	
13905	ENSG00000179611	DGKZP1
13906	ENSG00000277942	MIR8075
13907	ENSG00000232662	LDHBP1
13908	ENSG00000185896	LAMP1
13909	ENSG00000137573	SULF1
13910	ENSG00000139835	GRTP1
13911	ENSG00000213652	HMGB3P30
13912	ENSG00000129680	MAP7D3
13913	ENSG00000215388	ACTG1P3
13914	ENSG00000274269	
13915	ENSG00000101298	SNPH
13916	ENSG00000181192	DHTKD1
13917	ENSG00000276434	
13918	ENSG00000287179	
13919	ENSG00000225083	GRTP1-AS1
13920	ENSG00000174695	TMEM167A
13921	ENSG00000150401	DCUN1D2
13922	ENSG00000267688	
13923	ENSG00000011132	APBA3
13924	ENSG00000182362	YBEY
13925	ENSG00000185722	ANKFY1
13926	ENSG00000125775	SDCBP2
13927	ENSG00000145681	HAPLN1
13928	ENSG00000233613	DCUN1D2-AS
13929	ENSG00000202347	RNU1-16P
13930	ENSG00000150403	TMCO3
13931	ENSG00000287150	
13932	ENSG00000187553	CYP26C1
13933	ENSG00000105289	TJP3
13934	ENSG00000288579	
13935	ENSG00000204086	RPA4
13936	ENSG00000272335	
13937	ENSG00000198889	DCAF12L1
13938	ENSG00000251478	
13939	ENSG00000213526	SETP8
13940	ENSG00000271752	
13941	ENSG00000230823	CBX1P1
13942	ENSG00000250234	
13943	ENSG00000234288	OR1AA1P
13944	ENSG00000287597	
13945	ENSG00000249664	
13946	ENSG00000182890	GLUD2
13947	ENSG00000250124	
13948	ENSG00000107551	RASSF4
13949	ENSG00000288098	
13950	ENSG00000248586	
13951	ENSG00000251303	CAB39P1
13952	ENSG00000287098	
13953	ENSG00000234592	TJAP1P1
13954	ENSG00000234785	EEF1GP5
13955	ENSG00000277215	SPANXA2-OT1
13956	ENSG00000074657	ZNF532
13957	ENSG00000160298	C21orf58
13958	ENSG00000274322	
13959	ENSG00000038427	VCAN
13960	ENSG00000133138	TBC1D8B
13961	ENSG00000280162	
13962	ENSG00000229728	
13963	ENSG00000284436	MIR6869
13964	ENSG00000196209	SIRPB2
13965	ENSG00000276916	
13966	ENSG00000276248	
13967	ENSG00000198176	TFDP1
13968	ENSG00000242324	
13969	ENSG00000252103	RNU6-917P
13970	ENSG00000125900	SIRPD
13971	ENSG00000271523	
13972	ENSG00000228438	
13973	ENSG00000276385	
13974	ENSG00000275222	Metazoa_SRP
13975	ENSG00000124104	SNX21
13976	ENSG00000232702	
13977	ENSG00000220212	OR4F1P
13978	ENSG00000233832	
13979	ENSG00000276127	
13980	ENSG00000154079	SDHAF4
13981	ENSG00000155629	PIK3AP1
13982	ENSG00000153531	ADPRHL1
13983	ENSG00000226802	RUVBL2P1
13984	ENSG00000282936	
13985	ENSG00000238066	
13986	ENSG00000214628	NDUFB5P2
13987	ENSG00000133131	MORC4
13988	ENSG00000146147	MLIP
13989	ENSG00000232926	
13990	ENSG00000074755	ZZEF1
13991	ENSG00000093010	COMT
13992	ENSG00000277051	Metazoa_SRP
13993	ENSG00000132801	ZSWIM3
13994	ENSG00000271984	
13995	ENSG00000123200	ZC3H13
13996	ENSG00000100979	PLTP
13997	ENSG00000177576	C18orf32
13998	ENSG00000120054	CPN1
13999	ENSG00000286224	
14000	ENSG00000225043	RPL18AP2
14001	ENSG00000281026	N4BP2L2-IT2
14002	ENSG00000289421	
14003	ENSG00000283178	
14004	ENSG00000197168	NEK5
14005	ENSG00000154856	APCDD1
14006	ENSG00000256709	CSGALNACT2P2
14007	ENSG00000160305	DIP2A
14008	ENSG00000231963	
14009	ENSG00000155959	VBP1
14010	ENSG00000165887	ANKRD2
14011	ENSG00000105694	ELOCP28
14012	ENSG00000279452	
14013	ENSG00000282798	
14014	ENSG00000095932	SMIM24
14015	ENSG00000134265	NAPG
14016	ENSG00000266938	
14017	ENSG00000267138	
14018	ENSG00000167476	JSRP1
14019	ENSG00000077420	APBB1IP
14020	ENSG00000123496	IL13RA2
14021	ENSG00000105428	ZNRF4
14022	ENSG00000285796	
14023	ENSG00000100982	PCIF1
14024	ENSG00000132953	XPO4
14025	ENSG00000276476	LINC00540
14026	ENSG00000141905	NFIC
14027	ENSG00000289302	
14028	ENSG00000225039	LINC01058
14029	ENSG00000289454	
14030	ENSG00000272381	LINC02664
14031	ENSG00000262198	
14032	ENSG00000167193	CRK
14033	ENSG00000174721	FGFBP3
14034	ENSG00000238121	LINC00426
14035	ENSG00000286373	
14036	ENSG00000198026	ZNF335
14037	ENSG00000249343	LINC01333
14038	ENSG00000237054	PRMT5-AS1
14039	ENSG00000274363	
14040	ENSG00000241525	
14041	ENSG00000265728	
14042	ENSG00000266604	LINC01887
14043	ENSG00000167858	TEKT1
14044	ENSG00000287379	
14045	ENSG00000285547	
14046	ENSG00000264503	
14047	ENSG00000264311	MIX23P1
14048	ENSG00000264072	
14049	ENSG00000100462	PRMT5
14050	ENSG00000067177	PHKA1
14051	ENSG00000266470	
14052	ENSG00000289594	
14053	ENSG00000265038	PMM2P1
14054	ENSG00000289006	
14055	ENSG00000083720	OXCT1
14056	ENSG00000219604	
14057	ENSG00000288768	
14058	ENSG00000217527	RPS16P5
14059	ENSG00000226533	BTBD9-AS1
14060	ENSG00000122043	LINC00544
14061	ENSG00000260779	
14062	ENSG00000156650	KAT6B
14063	ENSG00000225791	TRAM2-AS1
14064	ENSG00000264843	
14065	ENSG00000284031	MIR4761
14066	ENSG00000254086	
14067	ENSG00000264714	KIAA0895LP1
14068	ENSG00000235525	FTLP1
14069	ENSG00000215096	IFITM8P
14070	ENSG00000099889	ARVCF
14071	ENSG00000100985	MMP9
14072	ENSG00000276418	
14073	ENSG00000274838	MIR6788
14074	ENSG00000234056	LINC00463
14075	ENSG00000263952	
14076	ENSG00000263682	
14077	ENSG00000230490	
14078	ENSG00000287646	
14079	ENSG00000165084	C8orf34
14080	ENSG00000170677	SOCS6
14081	ENSG00000262818	
14082	ENSG00000274867	
14083	ENSG00000204044	SLC12A5-AS1
14084	ENSG00000244527	
14085	ENSG00000157593	SLC35B2
14086	ENSG00000289235	
14087	ENSG00000251886	RNU6-120P
14088	ENSG00000233610	LINC00462
14089	ENSG00000263748	EXOGP1
14090	ENSG00000265984	GREB1L-DT
14091	ENSG00000129195	PIMREG
14092	ENSG00000289125	
14093	ENSG00000265948	
14094	ENSG00000289381	
14095	ENSG00000265751	
14096	ENSG00000088832	FKBP1A
14097	ENSG00000288743	
14098	ENSG00000229520	LINC00404
14099	ENSG00000221139	
14100	ENSG00000289204	
14101	ENSG00000141446	ESCO1
14102	ENSG00000289617	
14103	ENSG00000288765	
14104	ENSG00000005810	MYCBP2
14105	ENSG00000167088	SNRPD1
14106	ENSG00000271857	
14107	ENSG00000276156	
14108	ENSG00000275550	
14109	ENSG00000285838	
14110	ENSG00000158201	ABHD3
14111	ENSG00000219253	RPS6P7
14112	ENSG00000279790	
14113	ENSG00000287678	
14114	ENSG00000253138	LINC00967
14115	ENSG00000233967	
14116	ENSG00000272541	
14117	ENSG00000065615	CYB5R4
14118	ENSG00000253423	
14119	ENSG00000262990	
14120	ENSG00000164879	CA3
14121	ENSG00000225116	
14122	ENSG00000004660	CAMKK1
14123	ENSG00000088836	SLC4A11
14124	ENSG00000277436	REXO1L5P
14125	ENSG00000253983	
14126	ENSG00000253789	NARS1P2
14127	ENSG00000253238	
14128	ENSG00000183597	TANGO2
14129	ENSG00000224995	LINC01526
14130	ENSG00000285963	
14131	ENSG00000065833	ME1
14132	ENSG00000289688	
14133	ENSG00000113387	SUB1
14134	ENSG00000139505	MTMR6
14135	ENSG00000264188	
14136	ENSG00000265656	
14137	ENSG00000250962	
14138	ENSG00000221493	MIR320C1
14139	ENSG00000252677	
14140	ENSG00000267766	
14141	ENSG00000253581	
14142	ENSG00000283125	
14143	ENSG00000164749	HNF4G
14144	ENSG00000119537	KDSR
14145	ENSG00000260509	
14146	ENSG00000215349	MRPL3P1
14147	ENSG00000236834	LINC00421
14148	ENSG00000224976	PARP4P2
14149	ENSG00000031823	RANBP3
14150	ENSG00000231184	CCNQP3
14151	ENSG00000229791	
14152	ENSG00000237164	SLC25A15P2
14153	ENSG00000223625	CYCSP32
14154	ENSG00000232894	MRPS31P2
14155	ENSG00000215572	ESRRAP1
14156	ENSG00000225316	LINC00350
14157	ENSG00000146143	PRIM2
14158	ENSG00000238132	GOLM2P1
14159	ENSG00000213791	
14160	ENSG00000271167	LINC01109
14161	ENSG00000196199	MPHOSPH8
14162	ENSG00000254274	TDGF1P5
14163	ENSG00000104331	BPNT2
14164	ENSG00000275928	REXO1L11P
14165	ENSG00000241746	
14166	ENSG00000223692	DIP2A-IT1
14167	ENSG00000253952	HIGD1AP18
14168	ENSG00000285768	LINC02849
14169	ENSG00000202239	RNU6-396P
14170	ENSG00000215088	RPS5P3
14171	ENSG00000231355	
14172	ENSG00000177692	DNAJC28
14173	ENSG00000176731	RBIS
14174	ENSG00000102383	ZDHHC15
14175	ENSG00000226352	PSPC1-AS2
14176	ENSG00000121390	PSPC1
14177	ENSG00000159131	GART
14178	ENSG00000275014	RN7SL166P
14179	ENSG00000233469	ST6GALNAC4P1
14180	ENSG00000119541	VPS4B
14181	ENSG00000139668	WDFY2
14182	ENSG00000169306	IL1RAPL1
14183	ENSG00000262961	
14184	ENSG00000285593	
14185	ENSG00000262503	
14186	ENSG00000261996	
14187	ENSG00000108405	P2RX1
14188	ENSG00000275223	
14189	ENSG00000271346	
14190	ENSG00000235991	
14191	ENSG00000125967	NECAB3
14192	ENSG00000232249	
14193	ENSG00000227393	
14194	ENSG00000238223	
14195	ENSG00000226436	H3P43
14196	ENSG00000224978	CD84P1
14197	ENSG00000279127	
14198	ENSG00000225858	MATR3P1
14199	ENSG00000270521	
14200	ENSG00000224605	
14201	ENSG00000156920	ADGRG4
14202	ENSG00000184486	POU3F2
14203	ENSG00000227215	
14204	ENSG00000286564	
14205	ENSG00000218713	
14206	ENSG00000181705	
14207	ENSG00000276064	
14208	ENSG00000249854	CDH18-AS1
14209	ENSG00000287485	
14210	ENSG00000231762	
14211	ENSG00000225690	TREML5P
14212	ENSG00000228679	
14213	ENSG00000152611	CAPSL
14214	ENSG00000135324	MRAP2
14215	ENSG00000220918	
14216	ENSG00000102796	DHRS12
14217	ENSG00000218561	
14218	ENSG00000226558	
14219	ENSG00000236466	RCAN2-DT
14220	ENSG00000187624	C17orf97
14221	ENSG00000220831	NDUFA5P9
14222	ENSG00000239650	GUSBP4
14223	ENSG00000271967	
14224	ENSG00000219757	
14225	ENSG00000287294	
14226	ENSG00000232120	
14227	ENSG00000219257	NPM1P38
14228	ENSG00000213881	NPM1P6
14229	ENSG00000057657	PRDM1
14230	ENSG00000254383	
14231	ENSG00000235892	PKMP2
14232	ENSG00000229979	HMGN2P48
14233	ENSG00000233254	RPL21P134
14234	ENSG00000237994	
14235	ENSG00000091622	PITPNM3
14236	ENSG00000236044	FABP5P2
14237	ENSG00000227592	PIGFP3
14238	ENSG00000231061	LINC00395
14239	ENSG00000224816	NAP1L4P2
14240	ENSG00000285764	
14241	ENSG00000155961	RAB39B
14242	ENSG00000267430	
14243	ENSG00000197991	
14244	ENSG00000206075	SERPINB5
14245	ENSG00000279797	LINC02339
14246	ENSG00000225235	INTS6L-AS1
14247	ENSG00000234033	RAC1P8
14248	ENSG00000270856	
14249	ENSG00000223438	
14250	ENSG00000280338	
14251	ENSG00000229578	LINC00358
14252	ENSG00000224993	RPL29P12
14253	ENSG00000227505	SLIRPP1
14254	ENSG00000248577	
14255	ENSG00000186310	NAP1L3
14256	ENSG00000040341	STAU2
14257	ENSG00000230142	LINC01075
14258	ENSG00000227611	LINC01074
14259	ENSG00000229307	LINC00459
14260	ENSG00000232105	RPL32P28
14261	ENSG00000276586	
14262	ENSG00000234161	PABPC5-AS1
14263	ENSG00000271465	SQSTM1P1
14264	ENSG00000286469	
14265	ENSG00000228669	LINC00448
14266	ENSG00000113597	TRAPPC13
14267	ENSG00000131724	IL13RA1
14268	ENSG00000273550	
14269	ENSG00000227564	LINC00376
14270	ENSG00000287996	
14271	ENSG00000202478	RNU6-81P
14272	ENSG00000213232	PPP1R2P10
14273	ENSG00000269989	
14274	ENSG00000287128	
14275	ENSG00000214318	ATP5MC1P6
14276	ENSG00000227674	LINC00355
14277	ENSG00000171791	BCL2
14278	ENSG00000237849	NFYAP1
14279	ENSG00000214269	LGMNP1
14280	ENSG00000214266	STARP1
14281	ENSG00000236565	HNRNPA3P5
14282	ENSG00000234767	LINC01052
14283	ENSG00000286395	
14284	ENSG00000263581	MIR548X2
14285	ENSG00000263561	MIR4704
14286	ENSG00000235737	TRIM60P19
14287	ENSG00000237378	
14288	ENSG00000212712	
14289	ENSG00000267533	
14290	ENSG00000256616	ADGRA3P1
